#{"t_start": 1734366089.1017053, "env_id": "Blackjack-v1"}
r,l,t
-1.0,1,1.256611
1.0,2,1.268907
-1.0,1,1.270563
-1.0,2,1.27373
-1.0,1,1.278033
-1.0,2,1.280403
-1.0,1,1.281386
-1.0,1,1.285432
-1.0,3,1.288207
-1.0,1,1.295668
-1.0,1,1.297719
-1.0,2,1.300466
-1.0,1,1.304793
1.0,1,1.30582
-1.0,1,1.307264
-1.0,1,1.308867
1.0,1,1.313934
-1.0,1,1.316689
-1.0,1,1.317712
1.0,1,1.318718
-1.0,1,1.322439
-1.0,3,1.325105
1.0,3,1.330357
1.0,3,1.335688
-1.0,1,1.336465
-1.0,1,1.337312
-1.0,2,1.341625
-1.0,1,1.342572
-1.0,2,1.346903
-1.0,1,1.347862
-1.0,1,1.348745
-1.0,1,1.349555
1.0,1,1.353072
1.0,1,1.353838
-1.0,1,1.354664
-1.0,1,1.355506
-1.0,1,1.360003
0.0,2,1.362683
1.0,1,1.364034
1.0,2,1.379372
0.0,2,1.381329
1.0,1,1.395158
-1.0,1,1.39783
-1.0,1,1.399924
-1.0,2,1.408494
-1.0,1,1.409897
-1.0,1,1.411121
1.0,1,1.412106
-1.0,2,1.41724
-1.0,2,1.41911
-1.0,2,1.423391
1.0,2,1.424948
1.0,2,1.429265
-1.0,1,1.430016
1.0,3,1.436594
1.0,1,1.438755
-1.0,1,1.440472
1.0,2,1.447689
-1.0,1,1.448764
-1.0,1,1.451975
1.0,1,1.458641
-1.0,2,1.460841
-1.0,1,1.461881
1.0,1,1.465615
1.0,1,1.466749
1.0,2,1.469638
1.0,1,1.480736
1.0,1,1.48206
-1.0,2,1.486898
-1.0,1,1.493548
1.0,1,1.494688
1.0,1,1.495693
-1.0,2,1.501863
0.0,1,1.503779
1.0,1,1.505647
-1.0,1,1.507139
-1.0,1,1.51133
0.0,1,1.512345
-1.0,2,1.514004
1.0,3,1.519306
-1.0,1,1.520075
-1.0,1,1.523686
1.0,1,1.524704
1.0,2,1.527447
-1.0,1,1.531391
-1.0,2,1.533281
-1.0,1,1.534081
-1.0,2,1.539331
-1.0,2,1.541087
-1.0,2,1.545552
-1.0,2,1.547237
-1.0,2,1.55164
-1.0,1,1.552516
1.0,1,1.553353
1.0,1,1.556732
-1.0,1,1.557774
-1.0,1,1.558847
0.0,1,1.560132
-1.0,1,1.563772
1.0,1,1.564755
-1.0,1,1.565553
1.0,1,1.566379
-1.0,3,1.571524
-1.0,1,1.572369
0.0,1,1.575971
-1.0,1,1.5829
-1.0,1,1.584164
1.0,2,1.590194
1.0,1,1.591507
1.0,1,1.592677
-1.0,1,1.593599
-1.0,1,1.597101
-1.0,2,1.598915
1.0,2,1.603178
-1.0,1,1.604628
-1.0,1,1.605472
1.0,1,1.606294
1.0,1,1.609879
1.0,1,1.610818
1.0,2,1.612596
1.0,2,1.61745
-1.0,1,1.618406
-1.0,1,1.621027
1.0,2,1.625798
1.0,1,1.626522
-1.0,1,1.628096
-1.0,1,1.63528
-1.0,1,1.636716
1.0,3,1.643106
-1.0,1,1.644156
1.0,1,1.645248
-1.0,1,1.646151
-1.0,1,1.649967
-1.0,1,1.650889
-1.0,1,1.651649
-1.0,1,1.652439
-1.0,1,1.656275
-1.0,2,1.657917
-1.0,1,1.658777
-1.0,1,1.662224
-1.0,1,1.663168
1.0,1,1.664042
1.0,1,1.66495
1.0,1,1.6683
-1.0,2,1.670074
-1.0,1,1.670899
-1.0,1,1.67426
-1.0,2,1.676153
0.0,1,1.67687
1.0,2,1.682168
-1.0,1,1.687865
1.0,1,1.688882
-1.0,1,1.693858
-1.0,2,1.696145
-1.0,1,1.697806
0.0,1,1.701482
-1.0,1,1.702464
-1.0,2,1.70407
1.0,1,1.707979
-1.0,3,1.711232
-1.0,1,1.714676
0.0,2,1.71668
1.0,1,1.717506
-1.0,1,1.721118
-1.0,1,1.722045
1.0,1,1.722992
-1.0,2,1.728464
-1.0,1,1.729453
0.0,2,1.731401
-1.0,1,1.734899
-1.0,1,1.73597
1.0,1,1.736755
1.0,1,1.737682
1.0,1,1.741203
-1.0,1,1.742215
-1.0,1,1.743095
-1.0,1,1.744007
-1.0,1,1.747673
1.0,2,1.750126
-1.0,1,1.750988
1.0,1,1.754683
1.0,2,1.756477
1.0,2,1.760715
-1.0,1,1.761543
-1.0,1,1.762478
-1.0,1,1.763252
-1.0,1,1.766632
-1.0,1,1.76765
1.0,1,1.7686
-1.0,1,1.769473
1.0,1,1.772896
1.0,1,1.773937
-1.0,2,1.775638
1.0,2,1.780073
-1.0,1,1.780958
-1.0,1,1.781791
1.0,2,1.786438
1.0,1,1.7876
-1.0,1,1.794033
-1.0,2,1.799818
1.0,1,1.800905
-1.0,1,1.802548
-1.0,1,1.806855
-1.0,1,1.808526
-1.0,1,1.810414
1.0,2,1.819534
-1.0,1,1.820948
-1.0,1,1.822384
-1.0,1,1.824415
-1.0,1,1.831013
1.0,1,1.83207
-1.0,1,1.833758
-1.0,1,1.834692
1.0,1,1.838634
1.0,2,1.840478
-1.0,1,1.841297
-1.0,1,1.844815
1.0,1,1.845679
1.0,1,1.84663
-1.0,1,1.847361
-1.0,1,1.851211
-1.0,1,1.852087
0.0,1,1.853045
1.0,2,1.857488
1.0,2,1.859211
-1.0,1,1.860107
1.0,3,1.865918
-1.0,1,1.866798
-1.0,1,1.871135
-1.0,2,1.872796
-1.0,1,1.873644
-1.0,1,1.877096
-1.0,1,1.877963
1.0,1,1.878945
-1.0,1,1.879853
-1.0,1,1.883712
-1.0,1,1.884821
-1.0,1,1.885713
1.0,2,1.890571
-1.0,2,1.892775
1.0,1,1.893947
1.0,1,1.903513
-1.0,2,1.906427
-1.0,1,1.907755
-1.0,1,1.912586
-1.0,2,1.914554
-1.0,2,1.919558
-1.0,1,1.920406
-1.0,1,1.921293
-1.0,1,1.922265
-1.0,1,1.925648
-1.0,1,1.926944
1.0,1,1.928025
-1.0,1,1.929452
-1.0,1,1.933108
-1.0,1,1.934164
1.0,1,1.935094
-1.0,2,1.939548
0.0,1,1.94206
-1.0,2,1.947322
-1.0,1,1.951616
0.0,1,1.952753
-1.0,3,1.958703
1.0,1,1.959706
1.0,3,1.964717
1.0,1,1.965657
-1.0,1,1.966547
-1.0,1,1.967504
-1.0,1,1.971861
1.0,4,1.978306
1.0,2,1.980169
1.0,1,1.981077
-1.0,1,1.984724
1.0,1,1.986124
-1.0,2,1.988829
-1.0,2,1.993622
-1.0,1,1.994498
1.0,1,1.995883
-1.0,1,1.999374
-1.0,1,2.00572
-1.0,2,2.008359
-1.0,2,2.014209
1.0,1,2.016035
-1.0,1,2.017074
-1.0,2,2.021678
0.0,1,2.022355
1.0,2,2.027103
-1.0,1,2.028051
-1.0,1,2.029097
-1.0,2,2.033602
-1.0,1,2.034559
-1.0,1,2.03554
1.0,1,2.036404
-1.0,1,2.039934
-1.0,1,2.041035
-1.0,3,2.046182
0.0,1,2.048688
-1.0,1,2.049984
-1.0,3,2.056039
-1.0,1,2.056844
-1.0,1,2.057815
-1.0,1,2.061518
1.0,1,2.062599
-1.0,1,2.06347
-1.0,1,2.064322
-1.0,1,2.067847
1.0,1,2.068738
-1.0,2,2.070524
-1.0,2,2.075278
1.0,2,2.077363
-1.0,2,2.082801
1.0,2,2.085052
1.0,1,2.0895
1.0,1,2.090831
-1.0,2,2.092862
1.0,1,2.097303
-1.0,1,2.098645
-1.0,1,2.099565
0.0,3,2.105897
1.0,2,2.113772
-1.0,1,2.119191
1.0,1,2.120617
-1.0,1,2.121718
-1.0,1,2.122729
-1.0,2,2.128079
-1.0,2,2.130535
-1.0,2,2.135909
1.0,2,2.138636
-1.0,2,2.144113
-1.0,1,2.145422
-1.0,1,2.146446
1.0,1,2.150645
-1.0,3,2.153708
0.0,2,2.158568
-1.0,2,2.160891
1.0,1,2.164862
-1.0,1,2.165966
-1.0,1,2.16711
-1.0,1,2.168767
-1.0,1,2.172587
-1.0,1,2.173888
1.0,1,2.174755
1.0,1,2.17584
1.0,2,2.180739
-1.0,2,2.183529
1.0,1,2.188183
1.0,1,2.189662
1.0,1,2.190964
1.0,1,2.191972
-1.0,1,2.196252
-1.0,2,2.19829
-1.0,1,2.199554
-1.0,1,2.203509
-1.0,1,2.204549
-1.0,1,2.205646
-1.0,1,2.206732
-1.0,2,2.212125
-1.0,1,2.217558
1.0,2,2.222848
-1.0,3,2.225858
-1.0,3,2.23271
-1.0,2,2.2376
-1.0,1,2.240728
-1.0,1,2.242404
-1.0,3,2.250699
-1.0,2,2.252844
1.0,1,2.257391
-1.0,1,2.258653
-1.0,1,2.259877
-1.0,1,2.260785
1.0,1,2.264661
-1.0,1,2.265548
-1.0,1,2.266568
1.0,1,2.267881
-1.0,1,2.272137
1.0,1,2.273262
-1.0,1,2.274409
-1.0,2,2.279585
-1.0,1,2.280815
1.0,1,2.281978
1.0,1,2.282854
1.0,3,2.28934
-1.0,3,2.296778
-1.0,1,2.297705
-1.0,1,2.299129
-1.0,1,2.302824
-1.0,2,2.305186
-1.0,1,2.306405
1.0,1,2.310735
-1.0,1,2.311938
1.0,1,2.313773
-1.0,1,2.315056
-1.0,1,2.325156
-1.0,2,2.3283
-1.0,1,2.329654
-1.0,1,2.334993
-1.0,2,2.337865
-1.0,2,2.343269
-1.0,1,2.344396
1.0,1,2.345624
1.0,4,2.352688
-1.0,1,2.353784
-1.0,1,2.357877
-1.0,1,2.359309
-1.0,1,2.360409
-1.0,1,2.361933
-1.0,1,2.366491
-1.0,2,2.368797
-1.0,2,2.374455
-1.0,1,2.375659
-1.0,3,2.382453
-1.0,2,2.385081
-1.0,1,2.386525
-1.0,2,2.392179
-1.0,1,2.393091
-1.0,2,2.397977
0.0,1,2.399038
-1.0,2,2.400788
-1.0,1,2.404814
-1.0,5,2.413707
-1.0,2,2.41625
-1.0,1,2.420884
-1.0,2,2.423384
-1.0,2,2.43247
-1.0,1,2.434133
-1.0,1,2.43553
-1.0,1,2.437312
-1.0,2,2.443765
1.0,1,2.445179
1.0,2,2.451522
1.0,1,2.452996
1.0,2,2.454761
-1.0,1,2.458666
1.0,2,2.461536
-1.0,1,2.462823
1.0,1,2.470726
-1.0,1,2.472235
1.0,3,2.478512
0.0,2,2.48111
-1.0,1,2.48244
1.0,1,2.486609
0.0,1,2.487541
-1.0,2,2.489326
-1.0,1,2.493221
-1.0,3,2.498542
-1.0,1,2.503091
-1.0,3,2.506554
1.0,2,2.51177
-1.0,1,2.512905
-1.0,1,2.513788
1.0,1,2.517723
-1.0,1,2.519105
-1.0,1,2.52008
-1.0,1,2.520993
-1.0,1,2.525078
-1.0,2,2.531311
1.0,1,2.533103
-1.0,1,2.538393
1.0,1,2.540049
1.0,2,2.543133
1.0,2,2.549285
-1.0,2,2.552054
-1.0,2,2.557703
1.0,1,2.559314
1.0,1,2.560523
-1.0,2,2.566541
-1.0,1,2.567845
-1.0,2,2.572989
1.0,2,2.575587
1.0,2,2.58076
-1.0,2,2.583267
-1.0,1,2.584226
1.0,1,2.588362
-1.0,1,2.589877
-1.0,1,2.59141
1.0,1,2.592833
0.0,1,2.597565
1.0,1,2.598797
-1.0,1,2.600042
-1.0,1,2.601289
-1.0,1,2.605446
-1.0,1,2.606499
-1.0,1,2.607604
-1.0,3,2.613893
1.0,1,2.61562
1.0,1,2.616587
-1.0,1,2.620587
-1.0,2,2.622937
-1.0,1,2.62412
-1.0,1,2.629171
-1.0,1,2.630277
-1.0,1,2.635911
-1.0,1,2.637655
1.0,1,2.643065
-1.0,1,2.644173
1.0,1,2.645464
1.0,1,2.646526
-1.0,1,2.651012
1.0,1,2.652119
1.0,1,2.653091
1.0,1,2.654386
-1.0,2,2.659598
-1.0,2,2.661601
-1.0,1,2.665308
-1.0,1,2.666301
-1.0,1,2.667503
-1.0,1,2.668758
-1.0,1,2.673317
-1.0,3,2.67724
-1.0,2,2.682781
0.0,1,2.683786
-1.0,1,2.684912
1.0,2,2.690495
1.0,2,2.693662
-1.0,1,2.697503
-1.0,1,2.699484
1.0,1,2.701306
1.0,1,2.702527
0.0,1,2.707281
-1.0,1,2.708529
-1.0,1,2.709765
1.0,1,2.711115
-1.0,1,2.715321
1.0,1,2.716393
-1.0,1,2.717614
-1.0,1,2.71868
1.0,2,2.723925
1.0,1,2.725077
-1.0,1,2.725904
-1.0,2,2.731594
-1.0,1,2.732541
1.0,1,2.733445
-1.0,2,2.741434
-1.0,1,2.743094
-1.0,1,2.744366
1.0,1,2.748901
-1.0,1,2.750302
-1.0,2,2.753219
-1.0,2,2.759109
-1.0,1,2.760897
-1.0,1,2.762064
-1.0,2,2.767965
1.0,1,2.769993
-1.0,1,2.771323
-1.0,1,2.775914
-1.0,1,2.777053
-1.0,1,2.778092
0.0,1,2.778994
-1.0,1,2.782899
0.0,2,2.78583
-1.0,1,2.786923
-1.0,2,2.792297
-1.0,1,2.793628
-1.0,2,2.799978
-1.0,3,2.803976
-1.0,1,2.808001
-1.0,1,2.809324
1.0,1,2.810471
-1.0,2,2.815972
1.0,1,2.817689
1.0,1,2.818785
1.0,1,2.820815
-1.0,2,2.826653
1.0,1,2.827823
-1.0,3,2.834637
-1.0,1,2.835808
1.0,2,2.846356
-1.0,3,2.850182
-1.0,1,2.854271
1.0,1,2.855687
1.0,2,2.85875
-1.0,1,2.863144
-1.0,1,2.864685
-1.0,2,2.86727
1.0,1,2.871742
0.0,1,2.873178
1.0,1,2.874291
-1.0,1,2.87534
1.0,1,2.879359
-1.0,2,2.882382
-1.0,1,2.88388
-1.0,1,2.888809
-1.0,1,2.889884
1.0,3,2.897108
1.0,1,2.89839
1.0,2,2.901198
-1.0,1,2.905152
1.0,1,2.906677
-1.0,2,2.909877
1.0,2,2.91546
-1.0,1,2.916631
-1.0,1,2.918103
-1.0,2,2.924321
0.0,1,2.92577
-1.0,1,2.92702
1.0,1,2.931212
-1.0,2,2.93355
1.0,1,2.934443
-1.0,2,2.93994
-1.0,1,2.940848
-1.0,1,2.941676
-1.0,1,2.949513
1.0,2,2.952675
-1.0,1,2.954179
-1.0,2,2.960194
1.0,2,2.962914
1.0,2,2.969011
-1.0,2,2.971901
-1.0,1,2.976361
-1.0,2,2.979826
-1.0,1,2.981128
-1.0,2,2.987405
-1.0,2,2.991582
-1.0,2,2.998833
-1.0,2,3.001358
-1.0,1,3.005614
-1.0,2,3.007567
-1.0,2,3.012345
-1.0,2,3.014451
-1.0,2,3.019989
-1.0,1,3.02139
-1.0,1,3.022823
-1.0,1,3.024087
1.0,1,3.028291
0.0,1,3.029299
-1.0,1,3.030838
-1.0,2,3.036586
-1.0,1,3.037759
-1.0,2,3.039927
-1.0,2,3.04497
1.0,1,3.051524
-1.0,1,3.053247
1.0,1,3.058255
1.0,1,3.06032
-1.0,1,3.061528
1.0,1,3.062638
-1.0,2,3.068547
-1.0,1,3.070145
1.0,1,3.071448
1.0,1,3.076152
1.0,1,3.077734
1.0,1,3.078942
1.0,1,3.080268
0.0,2,3.085896
-1.0,2,3.088263
-1.0,2,3.093318
-1.0,1,3.09419
-1.0,1,3.09532
1.0,1,3.099597
-1.0,1,3.101593
1.0,2,3.104117
-1.0,1,3.108298
-1.0,1,3.109674
-1.0,2,3.112591
-1.0,2,3.1182
-1.0,1,3.11929
-1.0,2,3.12499
-1.0,1,3.126344
-1.0,1,3.127834
1.0,2,3.133671
-1.0,1,3.134988
-1.0,1,3.136243
-1.0,1,3.13718
1.0,2,3.142001
-1.0,1,3.142894
-1.0,1,3.143966
-1.0,4,3.154769
1.0,2,3.161416
-1.0,1,3.163304
1.0,2,3.17066
1.0,1,3.171909
0.0,1,3.172735
-1.0,1,3.173695
-1.0,1,3.177599
-1.0,1,3.179177
1.0,1,3.180588
1.0,1,3.181654
-1.0,2,3.18703
-1.0,1,3.188879
-1.0,1,3.18996
-1.0,4,3.197593
-1.0,2,3.203817
1.0,1,3.205103
-1.0,1,3.20653
-1.0,1,3.21113
1.0,2,3.213743
1.0,1,3.21469
-1.0,1,3.218825
-1.0,1,3.220046
1.0,1,3.221198
-1.0,3,3.227844
-1.0,1,3.228907
-1.0,1,3.23085
-1.0,1,3.234841
-1.0,1,3.236222
-1.0,1,3.237292
-1.0,2,3.242251
1.0,1,3.24376
1.0,1,3.245071
-1.0,1,3.246322
-1.0,1,3.250545
1.0,1,3.25188
1.0,1,3.253135
-1.0,1,3.258864
-1.0,1,3.263866
-1.0,1,3.265496
-1.0,1,3.266874
-1.0,1,3.268424
1.0,3,3.276928
-1.0,1,3.277951
-1.0,1,3.281925
-1.0,1,3.283302
1.0,1,3.284527
-1.0,1,3.285539
1.0,1,3.289654
-1.0,1,3.291219
-1.0,1,3.293013
1.0,1,3.29457
1.0,1,3.299127
-1.0,2,3.302548
1.0,1,3.303826
1.0,1,3.308261
1.0,3,3.312367
-1.0,1,3.317
-1.0,1,3.318184
-1.0,1,3.319751
1.0,1,3.321007
-1.0,1,3.325295
1.0,1,3.326457
-1.0,2,3.328595
-1.0,1,3.332478
-1.0,1,3.333678
-1.0,1,3.334944
-1.0,2,3.340154
-1.0,1,3.341273
-1.0,1,3.342075
1.0,1,3.343422
-1.0,2,3.349458
-1.0,2,3.351666
-1.0,2,3.356893
1.0,2,3.358709
-1.0,1,3.36772
-1.0,1,3.370867
-1.0,1,3.372477
0.0,3,3.379449
-1.0,1,3.380766
1.0,1,3.382476
-1.0,1,3.386862
1.0,2,3.389458
-1.0,1,3.390738
-1.0,1,3.395282
-1.0,1,3.396874
-1.0,2,3.399186
1.0,1,3.403441
-1.0,2,3.406141
-1.0,1,3.407714
-1.0,1,3.412521
-1.0,1,3.413779
0.0,3,3.41993
-1.0,1,3.42114
-1.0,2,3.423719
1.0,2,3.429378
-1.0,1,3.430811
-1.0,1,3.432238
-1.0,1,3.437223
-1.0,2,3.439612
-1.0,1,3.44053
-1.0,1,3.444658
1.0,1,3.445835
-1.0,1,3.447001
-1.0,1,3.448015
1.0,3,3.455302
0.0,1,3.456858
1.0,2,3.463409
1.0,1,3.469285
1.0,1,3.470624
1.0,1,3.475317
1.0,2,3.47846
-1.0,2,3.484513
-1.0,1,3.485791
-1.0,2,3.488475
-1.0,1,3.493112
1.0,1,3.494469
-1.0,2,3.497461
1.0,4,3.506837
-1.0,1,3.51127
-1.0,1,3.512317
-1.0,1,3.5136
0.0,1,3.515093
-1.0,2,3.52065
1.0,1,3.521507
-1.0,2,3.526423
1.0,2,3.529164
-1.0,1,3.530114
-1.0,1,3.537082
-1.0,2,3.540146
1.0,1,3.541202
-1.0,2,3.553555
1.0,2,3.55847
0.0,1,3.564911
-1.0,2,3.567406
-1.0,1,3.572165
-1.0,3,3.580329
1.0,1,3.581308
-1.0,2,3.586908
1.0,1,3.589489
-1.0,5,3.599255
1.0,4,3.607585
1.0,1,3.611882
1.0,2,3.614758
-1.0,1,3.615961
-1.0,1,3.61995
1.0,3,3.624104
-1.0,4,3.631958
1.0,2,3.637622
-1.0,2,3.640445
-1.0,1,3.644921
1.0,2,3.64819
-1.0,2,3.653809
-1.0,1,3.656118
-1.0,1,3.657299
-1.0,1,3.6585
-1.0,1,3.662891
-1.0,1,3.664184
-1.0,2,3.666656
-1.0,1,3.670886
0.0,2,3.67906
-1.0,1,3.680183
1.0,1,3.685223
-1.0,2,3.688133
-1.0,1,3.689905
-1.0,1,3.698897
-1.0,1,3.700995
-1.0,1,3.703188
-1.0,1,3.70625
-1.0,3,3.714022
-1.0,3,3.721315
1.0,1,3.722636
-1.0,1,3.723924
1.0,1,3.728176
1.0,2,3.730015
-1.0,1,3.7313
1.0,1,3.735988
-1.0,1,3.737099
-1.0,2,3.739506
1.0,1,3.743454
-1.0,2,3.745963
-1.0,1,3.747189
1.0,1,3.751204
-1.0,1,3.752524
1.0,1,3.753777
-1.0,1,3.755128
-1.0,1,3.75932
-1.0,1,3.760477
-1.0,1,3.761549
-1.0,2,3.767209
-1.0,2,3.769652
1.0,2,3.775173
-1.0,1,3.776262
-1.0,1,3.78029
1.0,1,3.781959
-1.0,1,3.786554
-1.0,2,3.790191
-1.0,1,3.79157
-1.0,2,3.797473
0.0,1,3.79903
1.0,1,3.800915
-1.0,1,3.805547
-1.0,2,3.808474
-1.0,1,3.811118
1.0,1,3.819674
1.0,1,3.821819
-1.0,2,3.829674
-1.0,1,3.834807
1.0,1,3.836316
-1.0,2,3.839546
-1.0,1,3.844368
1.0,2,3.847771
-1.0,1,3.849279
1.0,1,3.85375
1.0,1,3.855313
-1.0,1,3.856607
-1.0,1,3.857804
1.0,2,3.86359
-1.0,1,3.864895
-1.0,1,3.86614
-1.0,1,3.870712
-1.0,1,3.87212
1.0,2,3.874769
1.0,1,3.879072
-1.0,1,3.880491
1.0,1,3.884478
-1.0,2,3.889637
-1.0,2,3.892117
1.0,1,3.893395
-1.0,2,3.900133
-1.0,1,3.902174
0.0,1,3.904236
-1.0,1,3.911317
1.0,1,3.912847
-1.0,1,3.914169
-1.0,1,3.916388
-1.0,2,3.92241
-1.0,1,3.923769
1.0,1,3.924918
-1.0,2,3.930583
0.0,1,3.931747
-1.0,1,3.933528
-1.0,1,3.937844
-1.0,1,3.939192
1.0,1,3.940975
1.0,1,3.942391
0.0,1,3.946832
-1.0,2,3.949353
-1.0,1,3.950841
-1.0,1,3.955523
-1.0,1,3.957731
1.0,2,3.961136
1.0,2,3.967649
-1.0,2,3.970311
1.0,1,3.974645
1.0,1,3.976295
-1.0,1,3.977606
-1.0,1,3.979618
-1.0,1,3.988853
-1.0,1,3.990581
-1.0,1,3.991869
-1.0,1,3.993427
-1.0,1,3.997923
-1.0,1,3.999356
-1.0,1,4.000967
-1.0,1,4.002134
1.0,1,4.006388
-1.0,1,4.007744
1.0,1,4.009205
-1.0,1,4.015996
-1.0,1,4.022442
-1.0,1,4.023875
-1.0,1,4.025517
1.0,2,4.031499
-1.0,2,4.033297
-1.0,2,4.04675
-1.0,1,4.04818
-1.0,1,4.049978
1.0,1,4.0515
1.0,1,4.055984
-1.0,1,4.057891
-1.0,1,4.059368
1.0,2,4.065207
-1.0,1,4.066449
-1.0,1,4.067877
-1.0,1,4.069478
-1.0,2,4.074936
-1.0,1,4.076311
-1.0,1,4.077595
0.0,3,4.086147
1.0,2,4.095429
1.0,2,4.097421
-1.0,1,4.098308
0.0,1,4.102825
-1.0,2,4.107189
-1.0,2,4.114167
-1.0,2,4.118438
-1.0,2,4.125968
-1.0,1,4.127294
1.0,1,4.128537
-1.0,2,4.134549
-1.0,2,4.137732
-1.0,2,4.14384
-1.0,1,4.145375
-1.0,2,4.147758
1.0,1,4.152214
1.0,1,4.153601
0.0,1,4.155009
-1.0,1,4.156085
1.0,1,4.16077
-1.0,1,4.16217
1.0,1,4.164075
-1.0,1,4.16559
-1.0,1,4.170203
1.0,2,4.172625
1.0,1,4.173987
1.0,1,4.178551
-1.0,2,4.181309
1.0,2,4.187158
-1.0,1,4.188417
-1.0,1,4.190281
-1.0,1,4.191542
-1.0,1,4.199933
-1.0,1,4.201249
-1.0,2,4.204293
-1.0,1,4.209205
0.0,2,4.211916
-1.0,1,4.213179
1.0,1,4.217269
-1.0,1,4.218797
1.0,1,4.220062
-1.0,1,4.221102
-1.0,1,4.224972
1.0,1,4.22602
-1.0,1,4.227092
1.0,3,4.234884
1.0,1,4.236824
-1.0,2,4.243804
-1.0,2,4.246161
0.0,1,4.2473
-1.0,2,4.254079
-1.0,1,4.256124
-1.0,3,4.264685
-1.0,2,4.267185
-1.0,1,4.271518
-1.0,1,4.272654
0.0,2,4.275803
-1.0,3,4.282717
1.0,1,4.284373
-1.0,1,4.288545
1.0,1,4.290238
-1.0,1,4.291479
1.0,1,4.292943
1.0,1,4.301148
-1.0,1,4.302598
1.0,2,4.305812
1.0,3,4.313358
-1.0,1,4.315293
1.0,1,4.322472
-1.0,2,4.324889
-1.0,1,4.326051
-1.0,1,4.330196
-1.0,1,4.331409
-1.0,1,4.332449
-1.0,3,4.338625
0.0,2,4.340464
-1.0,1,4.344278
-1.0,2,4.347616
-1.0,1,4.348953
1.0,1,4.353696
1.0,1,4.354893
-1.0,3,4.361867
1.0,2,4.36445
-1.0,4,4.372111
-1.0,1,4.37322
-1.0,1,4.377035
-1.0,1,4.377899
1.0,2,4.37952
1.0,1,4.383612
-1.0,1,4.38481
-1.0,2,4.386471
-1.0,1,4.390588
-1.0,1,4.392213
1.0,1,4.393475
1.0,1,4.395416
1.0,1,4.404185
0.0,3,4.408595
