#{"t_start": 1734366089.057368, "env_id": "Blackjack-v1"}
r,l,t
-1.0,1,1.439717
-1.0,2,1.444226
-1.0,1,1.446025
-1.0,1,1.453123
1.0,1,1.454265
-1.0,1,1.455481
-1.0,2,1.460535
-1.0,1,1.461605
-1.0,1,1.462542
-1.0,1,1.463444
-1.0,1,1.466933
-1.0,2,1.468517
1.0,1,1.469345
-1.0,1,1.472755
-1.0,1,1.473546
-1.0,1,1.47437
1.0,2,1.478697
-1.0,1,1.481074
-1.0,1,1.483012
-1.0,1,1.484842
1.0,2,1.492065
-1.0,1,1.49318
-1.0,1,1.496396
1.0,1,1.503069
-1.0,1,1.504149
-1.0,1,1.505163
1.0,1,1.506256
1.0,2,1.511048
-1.0,3,1.524939
-1.0,1,1.52644
-1.0,1,1.528967
-1.0,1,1.531235
-1.0,1,1.537868
-1.0,1,1.539016
1.0,2,1.540967
-1.0,1,1.546487
1.0,2,1.55008
-1.0,1,1.551606
-1.0,1,1.555721
-1.0,2,1.557553
1.0,1,1.558361
1.0,1,1.561942
-1.0,1,1.562853
-1.0,1,1.5636
-1.0,1,1.564494
-1.0,2,1.568985
-1.0,1,1.571
-1.0,2,1.575726
-1.0,1,1.576716
-1.0,1,1.577599
-1.0,1,1.578448
-1.0,2,1.583756
-1.0,1,1.584631
-1.0,1,1.585444
-1.0,2,1.589898
-1.0,1,1.590773
1.0,1,1.591635
1.0,1,1.595109
-1.0,2,1.596856
-1.0,1,1.597697
-1.0,2,1.602339
-1.0,1,1.603431
-1.0,2,1.608197
1.0,1,1.60909
1.0,2,1.610796
1.0,1,1.614203
-1.0,1,1.614999
1.0,1,1.615876
-1.0,1,1.616719
1.0,1,1.620293
-1.0,1,1.627326
-1.0,2,1.629578
-1.0,1,1.634557
1.0,1,1.635861
-1.0,2,1.637953
-1.0,2,1.642432
1.0,1,1.643335
1.0,2,1.64752
-1.0,1,1.64895
-1.0,1,1.64984
-1.0,1,1.650653
-1.0,1,1.654243
0.0,1,1.655128
-1.0,1,1.656027
1.0,1,1.656992
-1.0,1,1.660412
1.0,1,1.661776
1.0,3,1.669261
-1.0,2,1.670874
1.0,1,1.672472
-1.0,1,1.679679
1.0,1,1.681152
-1.0,2,1.683076
-1.0,1,1.687417
1.0,2,1.689557
-1.0,2,1.694371
-1.0,2,1.695961
1.0,1,1.6968
-1.0,1,1.700617
1.0,1,1.701514
-1.0,1,1.702324
1.0,1,1.703139
-1.0,2,1.70752
1.0,2,1.709268
0.0,2,1.713466
-1.0,2,1.715298
1.0,1,1.718661
-1.0,1,1.719744
-1.0,2,1.721265
-1.0,1,1.725134
1.0,2,1.732184
-1.0,1,1.733317
1.0,1,1.738254
0.0,1,1.739433
-1.0,1,1.740476
-1.0,2,1.745838
-1.0,2,1.747643
-1.0,1,1.748499
-1.0,1,1.752375
-1.0,1,1.753339
-1.0,2,1.755543
-1.0,1,1.75911
1.0,1,1.75999
-1.0,1,1.761035
-1.0,1,1.761822
1.0,1,1.765445
1.0,1,1.766399
1.0,2,1.769056
-1.0,2,1.773805
1.0,1,1.774622
1.0,1,1.775774
-1.0,1,1.779205
-1.0,2,1.781151
1.0,1,1.782066
-1.0,1,1.785611
-1.0,1,1.78648
0.0,1,1.787431
-1.0,1,1.788431
-1.0,1,1.792007
-1.0,3,1.79538
1.0,3,1.800821
0.0,2,1.804993
1.0,1,1.80599
-1.0,2,1.80757
-1.0,1,1.811121
1.0,1,1.812094
-1.0,1,1.812927
1.0,1,1.813854
1.0,1,1.817222
1.0,1,1.818277
-1.0,1,1.819185
1.0,1,1.820031
-1.0,1,1.823449
1.0,1,1.824381
-1.0,2,1.826086
-1.0,1,1.829859
-1.0,1,1.830803
1.0,1,1.831706
-1.0,1,1.838284
-1.0,2,1.84412
-1.0,1,1.845251
-1.0,1,1.846841
1.0,1,1.851214
-1.0,1,1.852895
-1.0,1,1.854635
-1.0,1,1.856982
1.0,2,1.865348
-1.0,1,1.866813
1.0,1,1.868856
-1.0,1,1.87553
1.0,1,1.876405
-1.0,1,1.877776
-1.0,1,1.87907
0.0,1,1.882977
-1.0,3,1.885674
-1.0,1,1.889194
-1.0,1,1.890051
1.0,1,1.89101
1.0,1,1.891772
-1.0,1,1.895556
1.0,1,1.89649
1.0,1,1.897438
-1.0,1,1.898309
1.0,2,1.902764
1.0,2,1.904531
1.0,2,1.909383
-1.0,1,1.910242
-1.0,1,1.911108
-1.0,3,1.917183
1.0,1,1.917952
-1.0,3,1.92333
1.0,1,1.924271
1.0,1,1.928073
-1.0,1,1.92917
-1.0,1,1.930115
-1.0,1,1.931009
-1.0,1,1.93495
1.0,3,1.93825
-1.0,1,1.947865
-1.0,2,1.950779
-1.0,1,1.952096
1.0,1,1.956925
1.0,1,1.958104
1.0,1,1.958979
-1.0,1,1.960311
-1.0,1,1.963933
-1.0,1,1.96475
-1.0,1,1.965596
-1.0,1,1.966571
-1.0,1,1.970046
1.0,1,1.97119
-1.0,2,1.973783
1.0,1,1.977475
-1.0,1,1.978496
0.0,1,1.979461
0.0,3,1.986063
1.0,1,1.9893
1.0,1,1.99175
-1.0,2,1.997149
-1.0,2,1.999277
-1.0,1,2.003029
-1.0,2,2.004883
1.0,1,2.005589
-1.0,1,2.009033
-1.0,2,2.010936
1.0,1,2.01189
-1.0,1,2.01616
-1.0,1,2.017235
-1.0,2,2.018961
-1.0,1,2.022618
-1.0,1,2.023618
-1.0,1,2.024509
-1.0,3,2.03045
-1.0,1,2.032234
-1.0,1,2.033233
1.0,3,2.038874
-1.0,1,2.040214
-1.0,1,2.043685
-1.0,2,2.051651
-1.0,1,2.052722
1.0,1,2.05733
1.0,1,2.058653
1.0,1,2.06032
1.0,2,2.064969
1.0,2,2.066786
1.0,1,2.067687
1.0,1,2.071353
-1.0,1,2.072405
-1.0,2,2.074351
-1.0,1,2.077966
-1.0,1,2.078964
1.0,1,2.079937
-1.0,1,2.080768
-1.0,2,2.085407
-1.0,2,2.087098
1.0,1,2.090536
1.0,1,2.093303
-1.0,1,2.094335
1.0,1,2.09521
-1.0,1,2.099252
-1.0,1,2.100354
-1.0,1,2.101195
1.0,1,2.102211
1.0,1,2.105884
1.0,1,2.106956
1.0,1,2.107865
-1.0,2,2.112221
-1.0,1,2.113199
-1.0,2,2.114854
-1.0,1,2.118559
1.0,2,2.120391
-1.0,2,2.126091
-1.0,2,2.128129
-1.0,1,2.129423
-1.0,1,2.133578
1.0,2,2.136298
1.0,1,2.137257
-1.0,1,2.141466
1.0,1,2.142799
-1.0,2,2.144806
-1.0,1,2.148951
-1.0,2,2.156873
-1.0,1,2.158215
0.0,1,2.163306
1.0,1,2.164764
1.0,2,2.167152
-1.0,2,2.172458
-1.0,2,2.174806
1.0,1,2.178741
-1.0,1,2.180271
1.0,3,2.187288
-1.0,1,2.188362
1.0,2,2.190886
-1.0,1,2.194943
-1.0,1,2.19638
1.0,1,2.197275
1.0,1,2.198121
-1.0,3,2.204072
-1.0,1,2.205063
-1.0,1,2.20906
1.0,1,2.210297
-1.0,1,2.211473
-1.0,1,2.21305
-1.0,1,2.216976
-1.0,1,2.218252
-1.0,1,2.219163
0.0,1,2.220174
1.0,1,2.224171
1.0,1,2.225134
-1.0,1,2.226304
1.0,2,2.23256
-1.0,1,2.233791
-1.0,2,2.236421
-1.0,3,2.242735
1.0,2,2.247972
1.0,2,2.250013
-1.0,1,2.251061
-1.0,1,2.254879
0.0,2,2.261874
1.0,1,2.26304
-1.0,2,2.268192
-1.0,1,2.269074
-1.0,1,2.270144
-1.0,1,2.273988
-1.0,1,2.275287
-1.0,2,2.278114
-1.0,1,2.281907
-1.0,1,2.285115
-1.0,2,2.288316
-1.0,1,2.293877
0.0,1,2.29508
-1.0,1,2.296268
1.0,1,2.297216
-1.0,2,2.303003
-1.0,3,2.309014
-1.0,1,2.309908
1.0,1,2.310941
-1.0,1,2.312154
1.0,2,2.317638
-1.0,1,2.318876
-1.0,2,2.323936
-1.0,1,2.325161
1.0,1,2.326383
-1.0,1,2.327202
-1.0,1,2.331122
1.0,1,2.332165
-1.0,1,2.33366
-1.0,1,2.335032
-1.0,2,2.341189
0.0,1,2.342116
-1.0,1,2.343567
-1.0,1,2.347224
-1.0,1,2.348111
-1.0,1,2.349384
1.0,2,2.355072
1.0,2,2.358166
-1.0,2,2.369588
-1.0,1,2.371316
-1.0,1,2.37273
-1.0,1,2.373952
-1.0,1,2.379525
-1.0,2,2.382227
-1.0,2,2.387611
-1.0,1,2.388744
0.0,2,2.390815
-1.0,1,2.39473
-1.0,1,2.395913
-1.0,1,2.397059
-1.0,1,2.398142
1.0,1,2.402503
-1.0,1,2.403606
1.0,2,2.406278
-1.0,1,2.410818
-1.0,1,2.412092
1.0,2,2.414381
-1.0,1,2.418854
-1.0,2,2.421324
-1.0,1,2.422612
-1.0,1,2.426906
1.0,1,2.428346
1.0,1,2.429513
-1.0,2,2.435516
-1.0,1,2.436521
1.0,1,2.437474
1.0,1,2.438338
-1.0,1,2.442284
1.0,1,2.44336
1.0,1,2.444296
-1.0,2,2.449166
-1.0,1,2.45031
-1.0,2,2.452479
-1.0,2,2.458089
-1.0,1,2.459388
-1.0,1,2.460613
1.0,1,2.465271
-1.0,1,2.466424
-1.0,1,2.467781
1.0,2,2.476938
1.0,1,2.478658
1.0,2,2.481572
-1.0,1,2.486329
-1.0,1,2.488163
-1.0,2,2.491127
1.0,1,2.495921
-1.0,2,2.498225
0.0,1,2.499172
-1.0,3,2.505771
-1.0,2,2.515206
1.0,3,2.518518
0.0,3,2.525377
-1.0,1,2.526747
-1.0,2,2.531959
1.0,1,2.532845
-1.0,1,2.533678
1.0,1,2.537609
1.0,2,2.541246
-1.0,2,2.547542
1.0,1,2.54889
-1.0,1,2.550012
-1.0,2,2.554849
-1.0,1,2.556313
-1.0,2,2.558203
-1.0,1,2.562096
-1.0,3,2.565346
-1.0,1,2.569452
-1.0,1,2.570715
-1.0,1,2.575614
-1.0,1,2.577357
1.0,1,2.582796
1.0,1,2.584474
1.0,1,2.586553
-1.0,1,2.587669
-1.0,2,2.59364
-1.0,2,2.596397
-1.0,2,2.601995
-1.0,1,2.603676
-1.0,1,2.604905
-1.0,1,2.608875
-1.0,1,2.610948
1.0,1,2.612274
-1.0,1,2.613456
1.0,2,2.618581
-1.0,2,2.620768
-1.0,1,2.624825
1.0,1,2.626448
-1.0,3,2.632597
-1.0,1,2.63427
-1.0,1,2.635843
-1.0,1,2.637365
-1.0,1,2.641846
1.0,2,2.644317
-1.0,1,2.645683
-1.0,2,2.650816
1.0,1,2.652017
1.0,1,2.653048
-1.0,1,2.657038
1.0,1,2.658396
-1.0,2,2.660908
-1.0,1,2.664987
-1.0,2,2.667197
1.0,1,2.668444
1.0,2,2.674652
-1.0,1,2.680089
-1.0,1,2.681831
-1.0,1,2.687173
-1.0,1,2.688643
-1.0,1,2.689655
-1.0,2,2.6951
1.0,3,2.69875
-1.0,1,2.702715
1.0,1,2.703806
-1.0,4,2.710499
-1.0,1,2.71172
-1.0,2,2.717485
-1.0,1,2.718768
-1.0,1,2.72018
-1.0,1,2.721474
-1.0,3,2.728009
-1.0,1,2.729052
-1.0,2,2.734679
1.0,1,2.73589
-1.0,1,2.737978
-1.0,1,2.741869
-1.0,1,2.743578
-1.0,1,2.74542
-1.0,1,2.746888
-1.0,1,2.751226
-1.0,2,2.753915
-1.0,1,2.755233
1.0,2,2.760629
1.0,1,2.761883
1.0,1,2.763012
-1.0,1,2.766869
-1.0,1,2.768141
-1.0,1,2.769269
1.0,1,2.770352
-1.0,1,2.774384
-1.0,1,2.775855
-1.0,1,2.776887
-1.0,3,2.785653
-1.0,2,2.788714
-1.0,1,2.793061
1.0,1,2.794538
1.0,1,2.795887
1.0,1,2.797498
-1.0,2,2.803265
-1.0,1,2.805249
1.0,1,2.806464
1.0,1,2.81065
-1.0,1,2.812087
-1.0,1,2.813957
-1.0,1,2.815543
-1.0,2,2.821348
-1.0,1,2.822453
-1.0,1,2.823354
-1.0,1,2.827175
-1.0,1,2.828838
1.0,3,2.835212
-1.0,1,2.836524
-1.0,3,2.844193
1.0,1,2.845551
-1.0,1,2.846921
0.0,3,2.853501
-1.0,2,2.855887
-1.0,2,2.861792
-1.0,2,2.864973
1.0,2,2.870955
-1.0,2,2.873125
1.0,1,2.877516
1.0,1,2.878772
-1.0,1,2.880004
-1.0,1,2.881486
1.0,2,2.892023
-1.0,1,2.893404
-1.0,1,2.894553
-1.0,1,2.898637
-1.0,1,2.899832
1.0,2,2.902901
-1.0,1,2.907392
1.0,1,2.908868
-1.0,1,2.910102
1.0,1,2.911678
-1.0,1,2.915941
-1.0,1,2.917335
-1.0,1,2.918495
1.0,2,2.923666
-1.0,1,2.925089
-1.0,1,2.926559
1.0,1,2.928017
-1.0,1,2.932897
-1.0,3,2.936244
1.0,1,2.941334
-1.0,3,2.945439
-1.0,2,2.950735
-1.0,1,2.95256
1.0,1,2.95404
-1.0,2,2.959611
-1.0,1,2.960833
-1.0,1,2.962372
-1.0,1,2.967077
-1.0,1,2.968599
1.0,2,2.971218
-1.0,1,2.975308
-1.0,1,2.976526
1.0,2,2.978755
1.0,1,2.982744
-1.0,1,2.984211
1.0,1,2.985187
1.0,2,2.993762
-1.0,2,2.996754
-1.0,2,3.003114
-1.0,1,3.00449
1.0,1,3.005505
1.0,2,3.011728
-1.0,1,3.013113
-1.0,1,3.014733
-1.0,1,3.016102
-1.0,1,3.020517
-1.0,2,3.024307
1.0,2,3.030123
-1.0,1,3.031488
1.0,1,3.033984
-1.0,1,3.035826
1.0,1,3.041896
-1.0,1,3.04311
-1.0,1,3.044305
-1.0,3,3.051057
-1.0,1,3.05195
-1.0,1,3.05288
1.0,1,3.056704
-1.0,3,3.060203
1.0,1,3.064176
-1.0,1,3.065535
-1.0,1,3.067017
-1.0,1,3.068449
-1.0,1,3.072487
-1.0,1,3.073674
-1.0,1,3.075258
-1.0,1,3.076433
-1.0,2,3.082021
-1.0,1,3.083213
-1.0,1,3.084226
-1.0,1,3.088258
-1.0,1,3.089347
0.0,2,3.097381
-1.0,1,3.102392
1.0,1,3.104605
-1.0,1,3.105912
1.0,4,3.114303
-1.0,2,3.12027
-1.0,1,3.121808
1.0,2,3.124579
1.0,2,3.130198
-1.0,1,3.13146
1.0,1,3.132631
1.0,1,3.136575
-1.0,1,3.137631
1.0,1,3.138704
-1.0,1,3.139475
1.0,1,3.143666
-1.0,1,3.145826
1.0,2,3.148324
-1.0,1,3.152588
1.0,1,3.153874
1.0,1,3.155498
-1.0,1,3.156769
0.0,2,3.162383
1.0,1,3.163759
-1.0,1,3.164699
1.0,1,3.16918
-1.0,1,3.170491
-1.0,1,3.171855
-1.0,3,3.179178
-1.0,2,3.181571
-1.0,1,3.185444
-1.0,1,3.18634
-1.0,1,3.187238
1.0,1,3.188308
-1.0,1,3.192223
-1.0,2,3.194968
-1.0,1,3.198908
1.0,1,3.203325
0.0,2,3.207459
-1.0,2,3.214721
-1.0,2,3.217085
-1.0,2,3.222
-1.0,1,3.223345
1.0,1,3.224664
1.0,2,3.230101
-1.0,1,3.231278
1.0,1,3.233224
-1.0,2,3.238181
-1.0,1,3.239209
1.0,1,3.240582
0.0,2,3.246804
1.0,1,3.247983
-1.0,1,3.249223
-1.0,1,3.250783
1.0,1,3.255374
1.0,1,3.256875
-1.0,1,3.258091
-1.0,1,3.259037
-1.0,2,3.264265
1.0,3,3.270927
-1.0,1,3.272005
1.0,3,3.279077
-1.0,1,3.280335
-1.0,1,3.281691
1.0,1,3.282609
1.0,1,3.286623
-1.0,1,3.287927
-1.0,1,3.289212
-1.0,1,3.290513
-1.0,1,3.294553
-1.0,2,3.297272
-1.0,1,3.303264
-1.0,1,3.308164
-1.0,1,3.309685
-1.0,2,3.312539
-1.0,2,3.319447
-1.0,1,3.321037
-1.0,1,3.322244
-1.0,3,3.328713
1.0,1,3.329873
1.0,1,3.334018
-1.0,1,3.335303
1.0,1,3.337266
-1.0,1,3.338791
1.0,2,3.34468
-1.0,1,3.346711
-1.0,1,3.348149
1.0,1,3.352431
-1.0,1,3.353786
-1.0,1,3.354937
-1.0,1,3.35652
-1.0,1,3.361202
1.0,2,3.363922
-1.0,1,3.36513
-1.0,2,3.370622
-1.0,2,3.372973
-1.0,1,3.376912
-1.0,1,3.377878
-1.0,2,3.380321
-1.0,2,3.385612
1.0,2,3.387829
-1.0,1,3.392109
-1.0,1,3.39368
-1.0,4,3.401139
-1.0,1,3.402156
-1.0,1,3.403008
-1.0,1,3.411958
-1.0,1,3.415101
1.0,1,3.416782
1.0,1,3.418044
-1.0,1,3.422119
1.0,1,3.423614
-1.0,1,3.425103
1.0,1,3.426598
1.0,1,3.431179
1.0,1,3.432432
-1.0,1,3.433673
-1.0,1,3.434905
-1.0,1,3.439529
-1.0,1,3.440986
-1.0,1,3.442277
-1.0,1,3.443511
-1.0,1,3.447591
0.0,1,3.449107
-1.0,1,3.450278
1.0,1,3.451891
-1.0,1,3.456732
1.0,1,3.458038
-1.0,2,3.460037
-1.0,2,3.465501
1.0,1,3.466537
1.0,1,3.468139
-1.0,1,3.472172
-1.0,1,3.473547
-1.0,1,3.475154
-1.0,2,3.481355
1.0,2,3.483922
0.0,3,3.489953
-1.0,1,3.491165
1.0,2,3.496679
-1.0,1,3.498236
1.0,2,3.50113
-1.0,1,3.505497
1.0,1,3.507598
-1.0,1,3.513443
-1.0,1,3.514894
1.0,2,3.520975
1.0,3,3.52878
-1.0,2,3.531279
0.0,1,3.532759
-1.0,1,3.537257
-1.0,2,3.539953
-1.0,1,3.541763
-1.0,2,3.547217
1.0,1,3.548827
-1.0,1,3.551033
1.0,3,3.557795
1.0,1,3.559436
1.0,2,3.564763
-1.0,1,3.565901
1.0,2,3.570699
-1.0,1,3.572189
-1.0,1,3.57348
1.0,1,3.574508
-1.0,1,3.581453
-1.0,2,3.584596
-1.0,1,3.585646
-1.0,2,3.597788
-1.0,1,3.599887
-1.0,3,3.610297
1.0,1,3.611603
-1.0,1,3.616453
1.0,1,3.62123
1.0,1,3.623211
0.0,1,3.624687
1.0,1,3.625612
1.0,1,3.629803
-1.0,1,3.631084
-1.0,2,3.635069
-1.0,2,3.64087
1.0,1,3.642056
-1.0,1,3.64345
-1.0,1,3.647495
-1.0,2,3.649993
1.0,1,3.651738
-1.0,1,3.656171
-1.0,1,3.657643
-1.0,3,3.664207
1.0,1,3.665826
-1.0,2,3.668278
1.0,1,3.672424
-1.0,1,3.673576
1.0,1,3.674985
-1.0,1,3.676152
-1.0,2,3.681824
-1.0,1,3.683019
-1.0,1,3.684632
-1.0,3,3.692421
1.0,1,3.693984
-1.0,1,3.698003
1.0,1,3.700319
1.0,2,3.702759
-1.0,1,3.707034
1.0,1,3.708392
-1.0,1,3.709696
1.0,2,3.715098
-1.0,1,3.721682
-1.0,1,3.723178
1.0,1,3.724498
-1.0,1,3.729353
-1.0,1,3.730849
-1.0,1,3.732321
0.0,2,3.743068
-1.0,1,3.745221
1.0,2,3.750634
-1.0,2,3.756712
1.0,1,3.758268
-1.0,3,3.765543
-1.0,2,3.768097
-1.0,3,3.774378
1.0,1,3.775495
-1.0,2,3.781323
-1.0,2,3.783795
-1.0,1,3.787683
0.0,1,3.789004
-1.0,1,3.790234
1.0,1,3.791363
1.0,1,3.795475
-1.0,1,3.79669
-1.0,2,3.799398
1.0,1,3.803531
-1.0,1,3.804741
-1.0,2,3.807257
1.0,2,3.812685
-1.0,1,3.813878
-1.0,1,3.815146
-1.0,1,3.819371
1.0,1,3.82068
-1.0,1,3.824699
-1.0,2,3.830904
-1.0,1,3.833063
-1.0,2,3.835839
-1.0,2,3.841843
0.0,1,3.843369
-1.0,3,3.850986
-1.0,1,3.852854
1.0,1,3.855517
1.0,2,3.866123
-1.0,1,3.872263
1.0,1,3.87405
-1.0,2,3.880608
1.0,2,3.883885
-1.0,1,3.888747
-1.0,1,3.890101
-1.0,2,3.893706
0.0,1,3.898041
-1.0,1,3.899534
-1.0,1,3.900973
-1.0,1,3.90216
-1.0,1,3.906753
-1.0,1,3.907912
-1.0,1,3.909252
-1.0,1,3.910504
1.0,1,3.915036
-1.0,1,3.916473
-1.0,1,3.917713
-1.0,1,3.919047
1.0,1,3.923436
-1.0,2,3.928725
-1.0,1,3.929957
1.0,1,3.933955
0.0,2,3.936466
-1.0,5,3.948981
-1.0,2,3.957292
-1.0,1,3.958493
-1.0,1,3.960754
-1.0,2,3.966759
-1.0,1,3.968113
-1.0,1,3.969263
-1.0,3,3.976143
-1.0,1,3.977936
1.0,1,3.98222
1.0,1,3.983647
-1.0,1,3.985257
0.0,2,3.991204
-1.0,1,3.9924
1.0,1,3.99371
-1.0,3,4.001963
-1.0,1,4.003992
-1.0,1,4.005364
1.0,1,4.010213
-1.0,1,4.011733
-1.0,1,4.013121
1.0,2,4.01877
1.0,2,4.021809
-1.0,1,4.023921
-1.0,1,4.033139
1.0,2,4.036174
-1.0,1,4.03788
-1.0,1,4.042197
1.0,1,4.04363
-1.0,1,4.045345
1.0,1,4.046515
1.0,1,4.050682
-1.0,2,4.053256
-1.0,1,4.054753
-1.0,1,4.066607
-1.0,2,4.06961
1.0,1,4.071118
1.0,2,4.076884
-1.0,1,4.077605
-1.0,1,4.078532
-1.0,2,4.092483
-1.0,3,4.100188
-1.0,2,4.10379
-1.0,1,4.104798
-1.0,1,4.109444
-1.0,1,4.110829
-1.0,1,4.112109
-1.0,1,4.113713
-1.0,2,4.119094
1.0,1,4.120501
1.0,1,4.121787
-1.0,2,4.129199
-1.0,1,4.130596
-1.0,2,4.139666
-1.0,1,4.14083
1.0,2,4.142767
1.0,2,4.149185
1.0,1,4.151562
-1.0,1,4.152891
-1.0,2,4.160555
-1.0,1,4.162776
1.0,2,4.170397
-1.0,1,4.171515
-1.0,1,4.172747
0.0,2,4.17872
-1.0,1,4.180604
1.0,2,4.183451
-1.0,1,4.187948
-1.0,1,4.189582
-1.0,1,4.190747
0.0,1,4.191897
-1.0,1,4.196391
-1.0,1,4.197874
-1.0,1,4.199419
-1.0,2,4.204899
-1.0,1,4.206394
-1.0,1,4.208229
1.0,1,4.209819
1.0,1,4.214368
-1.0,1,4.215657
-1.0,1,4.216958
1.0,1,4.218126
-1.0,1,4.222778
1.0,1,4.22432
1.0,1,4.225508
1.0,1,4.226733
1.0,1,4.231432
-1.0,1,4.232607
-1.0,1,4.234577
-1.0,1,4.235835
0.0,1,4.244072
-1.0,2,4.246899
-1.0,1,4.248554
-1.0,1,4.253412
0.0,1,4.25479
1.0,2,4.257298
-1.0,1,4.26146
1.0,1,4.263111
1.0,1,4.264281
-1.0,1,4.265357
-1.0,1,4.269199
-1.0,1,4.270365
-1.0,1,4.271479
-1.0,2,4.277392
-1.0,1,4.279125
1.0,1,4.281092
1.0,1,4.282712
-1.0,1,4.287963
-1.0,1,4.289201
-1.0,1,4.290338
-1.0,1,4.29143
-1.0,1,4.296188
1.0,1,4.29828
1.0,1,4.300408
-1.0,1,4.302142
-1.0,2,4.308961
1.0,1,4.31013
-1.0,1,4.311367
-1.0,1,4.315683
-1.0,3,4.319942
1.0,1,4.324694
-1.0,2,4.327074
-1.0,1,4.328531
-1.0,1,4.332885
1.0,1,4.334399
-1.0,3,4.345356
-1.0,1,4.346885
1.0,1,4.348298
-1.0,1,4.349972
-1.0,2,4.356729
1.0,1,4.357757
-1.0,1,4.359632
-1.0,2,4.368109
1.0,1,4.369157
