#{"t_start": 1734366088.8662477, "env_id": "Blackjack-v1"}
r,l,t
-1.0,1,1.344838
-1.0,1,1.34638
-1.0,1,1.347526
-1.0,1,1.348614
1.0,1,1.353785
-1.0,1,1.355585
1.0,1,1.357251
1.0,1,1.358841
-1.0,1,1.364922
-1.0,1,1.365705
-1.0,3,1.370427
1.0,2,1.372015
1.0,1,1.372718
1.0,1,1.376103
-1.0,2,1.377753
-1.0,1,1.378576
-1.0,1,1.381803
1.0,1,1.382667
-1.0,1,1.383451
-1.0,2,1.387373
1.0,1,1.388198
1.0,2,1.396702
-1.0,2,1.407718
-1.0,1,1.408839
-1.0,1,1.410271
1.0,2,1.416107
-1.0,1,1.416945
-1.0,1,1.41803
-1.0,1,1.422196
1.0,1,1.423203
-1.0,1,1.424201
1.0,2,1.42889
-1.0,1,1.429878
-1.0,3,1.435341
1.0,2,1.43739
-1.0,2,1.445608
1.0,1,1.448861
-1.0,1,1.449993
-1.0,1,1.451479
0.0,1,1.457327
-1.0,1,1.460258
1.0,1,1.462193
-1.0,2,1.470415
1.0,1,1.47169
-1.0,1,1.473415
-1.0,1,1.474515
-1.0,1,1.479707
-1.0,1,1.481537
-1.0,1,1.483575
-1.0,2,1.490121
-1.0,1,1.491125
-1.0,1,1.492118
-1.0,2,1.504444
1.0,1,1.506192
1.0,2,1.509291
-1.0,1,1.513367
-1.0,1,1.514731
-1.0,1,1.515826
-1.0,1,1.517085
-1.0,1,1.520961
-1.0,3,1.5237
1.0,1,1.531425
1.0,3,1.535976
1.0,1,1.540278
-1.0,1,1.541281
-1.0,1,1.542802
-1.0,1,1.544346
-1.0,1,1.549777
-1.0,1,1.552234
-1.0,1,1.553215
-1.0,2,1.557889
-1.0,1,1.558949
-1.0,2,1.560647
-1.0,2,1.564967
1.0,1,1.565919
-1.0,1,1.566775
1.0,2,1.571149
1.0,1,1.571973
1.0,3,1.577031
0.0,1,1.577971
-1.0,1,1.578915
-1.0,1,1.582348
1.0,1,1.583435
-1.0,1,1.584255
0.0,1,1.585064
-1.0,1,1.588543
-1.0,1,1.589306
1.0,1,1.59017
-1.0,1,1.590986
-1.0,1,1.595516
-1.0,1,1.596626
-1.0,1,1.59826
-1.0,2,1.613301
-1.0,2,1.615948
-1.0,1,1.61687
-1.0,1,1.630683
-1.0,2,1.635401
-1.0,1,1.637209
1.0,1,1.644119
-1.0,1,1.645453
1.0,2,1.647666
-1.0,1,1.651651
1.0,2,1.653745
-1.0,2,1.658
-1.0,3,1.660452
-1.0,1,1.663911
-1.0,1,1.664739
-1.0,2,1.666361
1.0,1,1.669785
-1.0,1,1.672235
-1.0,1,1.674213
-1.0,1,1.675976
-1.0,1,1.682292
-1.0,1,1.683156
1.0,2,1.687561
-1.0,1,1.694125
1.0,2,1.696353
-1.0,1,1.697368
1.0,2,1.702016
-1.0,1,1.703682
-1.0,2,1.716118
0.0,1,1.717662
-1.0,1,1.720141
1.0,2,1.729062
1.0,1,1.730217
1.0,1,1.731245
1.0,2,1.737455
1.0,3,1.742802
-1.0,1,1.746889
-1.0,2,1.748702
-1.0,1,1.749506
1.0,1,1.75309
-1.0,2,1.754782
-1.0,1,1.755612
-1.0,2,1.760159
1.0,1,1.76211
1.0,1,1.762961
-1.0,1,1.766906
-1.0,1,1.767897
-1.0,2,1.769567
-1.0,1,1.773351
-1.0,2,1.77573
-1.0,1,1.776592
-1.0,1,1.780159
-1.0,1,1.781059
-1.0,1,1.781944
-1.0,1,1.782768
-1.0,1,1.786201
-1.0,2,1.787987
1.0,1,1.788887
-1.0,1,1.79217
1.0,2,1.794576
-1.0,1,1.795511
-1.0,1,1.799325
-1.0,1,1.800244
-1.0,1,1.801088
0.0,2,1.805288
-1.0,1,1.806175
-1.0,1,1.806969
1.0,2,1.811466
1.0,1,1.81847
-1.0,1,1.819661
-1.0,1,1.82073
1.0,1,1.825749
-1.0,1,1.827032
-1.0,1,1.828224
1.0,1,1.829119
-1.0,1,1.832597
-1.0,2,1.834414
1.0,2,1.838645
-1.0,1,1.840076
-1.0,1,1.841005
-1.0,1,1.841781
-1.0,2,1.846307
-1.0,1,1.847138
1.0,1,1.84809
1.0,2,1.852954
-1.0,2,1.856515
-1.0,1,1.860318
-1.0,1,1.861257
-1.0,1,1.862022
1.0,1,1.863636
-1.0,1,1.870903
-1.0,1,1.872227
-1.0,1,1.873156
-1.0,2,1.878597
-1.0,1,1.87977
1.0,1,1.880699
-1.0,1,1.881644
1.0,2,1.886343
1.0,2,1.887947
1.0,1,1.891765
-1.0,1,1.89257
-1.0,1,1.893464
-1.0,2,1.897731
-1.0,2,1.899483
1.0,2,1.903793
-1.0,2,1.905498
-1.0,2,1.909804
-1.0,1,1.910908
1.0,1,1.911653
-1.0,2,1.916435
-1.0,1,1.917651
-1.0,2,1.924382
1.0,1,1.929462
1.0,2,1.931623
0.0,2,1.93698
-1.0,1,1.937879
-1.0,1,1.938775
-1.0,1,1.939573
-1.0,2,1.944468
-1.0,1,1.945645
1.0,2,1.950179
-1.0,1,1.951138
-1.0,1,1.952137
-1.0,1,1.952928
-1.0,1,1.956533
-1.0,1,1.957499
-1.0,1,1.958472
-1.0,1,1.960114
1.0,1,1.963959
-1.0,1,1.964944
1.0,1,1.96581
-1.0,1,1.966897
1.0,1,1.970339
-1.0,2,1.972283
-1.0,1,1.973193
-1.0,1,1.976699
-1.0,1,1.977612
1.0,1,1.978613
1.0,1,1.979565
-1.0,1,1.983187
-1.0,2,1.985653
-1.0,1,1.986526
-1.0,1,1.990126
1.0,3,1.992763
-1.0,2,1.99703
-1.0,1,1.997967
0.0,1,1.998699
-1.0,2,2.003107
1.0,1,2.004107
-1.0,1,2.004925
1.0,1,2.008429
1.0,1,2.009439
-1.0,1,2.010346
-1.0,2,2.014566
1.0,1,2.015463
-1.0,3,2.020995
-1.0,1,2.021919
-1.0,2,2.029495
-1.0,1,2.033782
1.0,2,2.036437
1.0,1,2.038057
-1.0,1,2.042346
1.0,1,2.044094
1.0,2,2.048178
1.0,1,2.054825
-1.0,2,2.057891
-1.0,2,2.066527
-1.0,1,2.067583
1.0,1,2.069177
-1.0,2,2.074085
1.0,1,2.075045
-1.0,1,2.075985
-1.0,3,2.081181
-1.0,1,2.082134
-1.0,2,2.08669
-1.0,1,2.087641
1.0,1,2.088584
-1.0,2,2.09303
-1.0,2,2.094695
-1.0,1,2.095592
-1.0,1,2.099254
-1.0,1,2.100508
-1.0,1,2.101465
-1.0,1,2.102298
-1.0,1,2.106672
-1.0,1,2.107508
1.0,3,2.112557
1.0,1,2.113581
-1.0,1,2.114457
-1.0,1,2.115412
-1.0,1,2.119201
-1.0,1,2.120372
-1.0,2,2.122122
1.0,3,2.12832
-1.0,1,2.129381
-1.0,1,2.138916
-1.0,2,2.141933
1.0,2,2.148189
-1.0,2,2.150105
-1.0,2,2.154994
1.0,1,2.155896
0.0,2,2.157663
1.0,1,2.161181
1.0,1,2.162323
1.0,1,2.163494
-1.0,1,2.164919
1.0,2,2.169595
1.0,2,2.171506
1.0,1,2.175095
0.0,2,2.180408
1.0,1,2.182899
-1.0,2,2.18829
-1.0,1,2.189376
-1.0,1,2.190437
1.0,1,2.194226
-1.0,1,2.195171
1.0,2,2.196755
1.0,1,2.200186
-1.0,1,2.201154
-1.0,1,2.202042
-1.0,1,2.203056
1.0,1,2.207352
-1.0,1,2.208351
-1.0,1,2.209264
-1.0,2,2.213745
-1.0,1,2.214722
1.0,1,2.215626
1.0,2,2.220181
-1.0,1,2.221518
-1.0,1,2.223361
-1.0,1,2.224389
1.0,2,2.229073
-1.0,1,2.230099
-1.0,1,2.231376
-1.0,1,2.234821
-1.0,1,2.241235
0.0,1,2.242779
-1.0,1,2.243942
1.0,1,2.248426
-1.0,1,2.249728
1.0,3,2.256062
-1.0,2,2.2579
-1.0,2,2.262541
-1.0,1,2.263545
1.0,1,2.2646
1.0,2,2.269113
-1.0,2,2.271068
1.0,2,2.275437
-1.0,1,2.2765
1.0,1,2.277464
1.0,1,2.278269
-1.0,1,2.281647
1.0,1,2.284237
-1.0,1,2.285448
-1.0,1,2.286414
1.0,1,2.290439
-1.0,3,2.293348
-1.0,1,2.296989
-1.0,1,2.298114
1.0,1,2.299029
-1.0,1,2.299879
-1.0,1,2.303369
-1.0,4,2.309555
-1.0,1,2.31073
-1.0,1,2.311554
1.0,1,2.312808
-1.0,1,2.3172
-1.0,1,2.318281
-1.0,1,2.319295
1.0,1,2.320501
1.0,1,2.324775
1.0,3,2.328321
-1.0,2,2.334017
-1.0,2,2.335884
-1.0,2,2.341527
1.0,1,2.348066
-1.0,1,2.349293
-1.0,1,2.354665
-1.0,2,2.357291
1.0,2,2.36238
1.0,1,2.363614
-1.0,1,2.364592
-1.0,2,2.369868
-1.0,1,2.371283
-1.0,1,2.372587
0.0,1,2.374094
-1.0,1,2.378263
-1.0,2,2.380662
-1.0,1,2.381899
-1.0,1,2.385937
-1.0,1,2.387466
-1.0,1,2.388362
1.0,2,2.392901
1.0,2,2.395173
-1.0,1,2.39617
1.0,1,2.400245
-1.0,1,2.401363
-1.0,1,2.402614
-1.0,1,2.404409
1.0,1,2.408349
-1.0,2,2.410362
-1.0,1,2.411329
-1.0,2,2.416362
-1.0,2,2.418778
1.0,1,2.423538
-1.0,1,2.424963
-1.0,1,2.426153
-1.0,1,2.427504
1.0,1,2.431387
-1.0,1,2.432614
1.0,1,2.433633
-1.0,1,2.434887
-1.0,1,2.439003
-1.0,2,2.441107
1.0,2,2.446117
-1.0,1,2.447421
-1.0,1,2.452984
-1.0,1,2.454071
-1.0,1,2.458355
-1.0,1,2.459277
-1.0,2,2.46134
1.0,2,2.466165
-1.0,1,2.468017
1.0,1,2.46922
1.0,2,2.47612
-1.0,1,2.477661
-1.0,1,2.479247
1.0,1,2.484915
0.0,2,2.487426
1.0,1,2.488411
-1.0,2,2.493955
1.0,3,2.500168
-1.0,1,2.501077
-1.0,1,2.502036
1.0,1,2.503416
1.0,2,2.50862
1.0,1,2.509799
-1.0,1,2.511067
-1.0,1,2.514877
-1.0,1,2.516208
-1.0,4,2.523191
0.0,4,2.532072
-1.0,1,2.533191
-1.0,3,2.539308
-1.0,2,2.541707
-1.0,1,2.545998
-1.0,2,2.549095
-1.0,1,2.550475
-1.0,2,2.562232
1.0,2,2.565224
1.0,3,2.573188
-1.0,1,2.574343
1.0,1,2.578641
-1.0,1,2.579891
-1.0,2,2.581964
-1.0,1,2.585889
-1.0,1,2.586925
-1.0,1,2.588077
1.0,2,2.593323
-1.0,1,2.594585
-1.0,1,2.595734
-1.0,1,2.597396
-1.0,1,2.601803
-1.0,1,2.603014
1.0,1,2.604226
-1.0,1,2.605248
-1.0,1,2.609732
-1.0,1,2.610978
1.0,1,2.612234
1.0,2,2.617777
1.0,2,2.620511
1.0,1,2.621971
-1.0,1,2.626564
-1.0,1,2.62764
-1.0,1,2.628601
1.0,1,2.629467
-1.0,1,2.633324
-1.0,1,2.634449
-1.0,1,2.635447
-1.0,1,2.636326
1.0,1,2.640299
1.0,1,2.641182
1.0,2,2.643584
-1.0,1,2.647774
0.0,1,2.649013
-1.0,1,2.650378
1.0,1,2.651639
1.0,1,2.656194
1.0,2,2.658715
-1.0,2,2.66801
-1.0,1,2.669492
1.0,1,2.67088
1.0,1,2.672588
-1.0,1,2.677289
-1.0,2,2.68048
0.0,1,2.682032
-1.0,1,2.686749
-1.0,1,2.688242
-1.0,1,2.689361
0.0,1,2.690261
1.0,1,2.694174
-1.0,2,2.696808
1.0,1,2.698151
-1.0,1,2.706188
-1.0,1,2.707722
-1.0,1,2.708774
1.0,1,2.709738
-1.0,1,2.713722
1.0,1,2.715217
1.0,1,2.716395
-1.0,1,2.717788
-1.0,1,2.721984
-1.0,1,2.723027
1.0,1,2.723913
-1.0,1,2.724811
-1.0,1,2.728554
1.0,1,2.729915
1.0,1,2.732202
-1.0,1,2.733806
-1.0,1,2.738548
1.0,1,2.739886
-1.0,2,2.742074
-1.0,1,2.745865
-1.0,2,2.748433
0.0,2,2.753064
-1.0,1,2.754525
-1.0,1,2.755592
-1.0,1,2.756458
-1.0,1,2.760406
-1.0,1,2.761629
1.0,1,2.76666
-1.0,1,2.768294
1.0,1,2.773896
-1.0,1,2.775502
-1.0,1,2.777494
1.0,1,2.778688
-1.0,1,2.783249
-1.0,2,2.785949
-1.0,1,2.787454
-1.0,2,2.793037
1.0,2,2.795873
-1.0,1,2.800065
-1.0,2,2.803328
0.0,2,2.808433
1.0,3,2.8119
-1.0,1,2.815949
1.0,1,2.817343
-1.0,1,2.818689
-1.0,1,2.819672
-1.0,1,2.82366
1.0,1,2.825119
-1.0,1,2.82671
-1.0,1,2.828289
-1.0,1,2.83292
-1.0,1,2.834091
-1.0,1,2.835367
-1.0,1,2.836576
-1.0,1,2.840912
1.0,1,2.842168
-1.0,1,2.843197
1.0,1,2.844212
0.0,1,2.848101
0.0,1,2.84925
1.0,1,2.85093
-1.0,1,2.852057
-1.0,1,2.856105
-1.0,1,2.857248
-1.0,1,2.858261
1.0,1,2.859578
-1.0,1,2.864495
-1.0,1,2.86648
-1.0,1,2.871551
1.0,1,2.873238
1.0,1,2.878651
-1.0,1,2.879809
-1.0,1,2.880802
-1.0,1,2.881843
-1.0,1,2.88626
-1.0,1,2.88758
-1.0,1,2.888491
-1.0,1,2.88988
-1.0,1,2.894055
1.0,1,2.895142
-1.0,1,2.896099
-1.0,1,2.89705
-1.0,3,2.903012
0.0,2,2.908767
0.0,1,2.910176
-1.0,2,2.912743
1.0,1,2.916963
1.0,1,2.918081
-1.0,1,2.919264
0.0,2,2.924496
1.0,2,2.927122
1.0,1,2.929213
-1.0,1,2.933193
0.0,2,2.936754
-1.0,2,2.942612
1.0,1,2.944096
-1.0,1,2.94526
-1.0,1,2.94659
1.0,1,2.950833
-1.0,1,2.951905
-1.0,1,2.953124
-1.0,1,2.954238
1.0,2,2.959423
-1.0,1,2.960499
-1.0,1,2.961396
-1.0,1,2.965884
1.0,1,2.967119
1.0,1,2.96806
1.0,1,2.968856
-1.0,1,2.975598
1.0,2,2.978728
-1.0,2,2.984394
-1.0,2,2.987133
1.0,1,2.988887
-1.0,2,2.994668
-1.0,3,3.001887
-1.0,1,3.003269
1.0,1,3.00535
-1.0,1,3.006903
-1.0,1,3.011547
1.0,1,3.012538
0.0,1,3.013541
-1.0,3,3.020075
-1.0,2,3.022582
-1.0,1,3.026502
-1.0,1,3.027859
-1.0,1,3.029175
1.0,2,3.035454
-1.0,2,3.038299
-1.0,1,3.039388
-1.0,1,3.043587
-1.0,1,3.044628
-1.0,3,3.051451
-1.0,1,3.053163
-1.0,1,3.054209
1.0,4,3.063343
1.0,1,3.064293
1.0,2,3.070041
1.0,1,3.071389
-1.0,1,3.072478
-1.0,1,3.081717
-1.0,2,3.084619
1.0,1,3.085738
1.0,1,3.089787
1.0,2,3.092752
-1.0,1,3.094193
-1.0,1,3.098761
-1.0,2,3.101373
-1.0,1,3.102847
1.0,2,3.108658
-1.0,1,3.109809
-1.0,2,3.114972
-1.0,1,3.11633
-1.0,1,3.117789
1.0,1,3.119375
1.0,2,3.125452
-1.0,1,3.126482
-1.0,1,3.127325
1.0,1,3.132585
-1.0,1,3.133952
1.0,2,3.136599
-1.0,1,3.140783
-1.0,1,3.14203
-1.0,1,3.143726
0.0,3,3.150895
1.0,1,3.15214
-1.0,1,3.15371
1.0,1,3.158467
-1.0,1,3.159963
1.0,1,3.161264
1.0,1,3.162528
1.0,2,3.167869
-1.0,1,3.169085
1.0,1,3.169939
1.0,1,3.174273
-1.0,1,3.175473
0.0,2,3.177185
-1.0,1,3.185011
1.0,1,3.18672
-1.0,2,3.189645
-1.0,3,3.196738
-1.0,1,3.198347
1.0,1,3.202952
1.0,1,3.204504
1.0,1,3.206105
-1.0,1,3.207479
1.0,1,3.211932
1.0,2,3.215428
-1.0,1,3.216776
1.0,1,3.221268
-1.0,1,3.22283
1.0,3,3.233067
-1.0,1,3.234414
-1.0,1,3.235622
-1.0,2,3.240877
1.0,1,3.24226
-1.0,2,3.244097
-1.0,1,3.247848
-1.0,3,3.251396
-1.0,1,3.255471
1.0,1,3.256908
1.0,1,3.258348
1.0,1,3.259583
-1.0,1,3.263773
-1.0,1,3.264753
-1.0,1,3.266433
-1.0,1,3.267589
-1.0,1,3.272068
1.0,1,3.273383
-1.0,1,3.274489
1.0,1,3.275466
-1.0,1,3.279425
-1.0,1,3.280463
1.0,2,3.288734
1.0,2,3.295799
-1.0,1,3.297004
-1.0,2,3.302699
-1.0,1,3.304148
-1.0,2,3.306954
-1.0,1,3.3116
-1.0,1,3.313171
1.0,1,3.314369
-1.0,1,3.315665
1.0,1,3.319954
-1.0,1,3.321416
-1.0,1,3.322686
-1.0,1,3.323744
-1.0,2,3.328795
-1.0,1,3.32972
1.0,2,3.335064
-1.0,1,3.33714
1.0,2,3.339635
-1.0,1,3.343891
-1.0,2,3.346816
-1.0,1,3.348115
-1.0,2,3.353684
-1.0,1,3.35484
-1.0,1,3.355883
-1.0,2,3.361808
-1.0,2,3.364595
-1.0,2,3.370555
1.0,2,3.372678
-1.0,1,3.376504
-1.0,1,3.377511
1.0,1,3.378468
1.0,2,3.383539
-1.0,1,3.384719
-1.0,1,3.386452
-1.0,2,3.394661
-1.0,1,3.396908
1.0,3,3.406205
-1.0,1,3.407405
-1.0,1,3.408233
-1.0,2,3.413151
1.0,2,3.415889
1.0,1,3.417162
-1.0,1,3.421393
-1.0,1,3.422493
1.0,1,3.424384
1.0,1,3.425431
-1.0,1,3.429277
-1.0,1,3.430657
-1.0,1,3.431795
-1.0,1,3.43311
-1.0,1,3.438075
-1.0,1,3.439287
1.0,1,3.440574
-1.0,1,3.442004
-1.0,2,3.44811
1.0,1,3.449297
-1.0,3,3.455554
1.0,1,3.456762
1.0,2,3.462252
-1.0,1,3.463426
1.0,2,3.466343
-1.0,2,3.471599
1.0,2,3.473681
-1.0,1,3.477669
1.0,2,3.480421
1.0,2,3.485751
-1.0,1,3.487386
1.0,2,3.494569
1.0,1,3.49948
1.0,1,3.500975
-1.0,1,3.502419
-1.0,1,3.503942
-1.0,1,3.509243
-1.0,1,3.510681
-1.0,4,3.518856
1.0,1,3.519985
-1.0,2,3.525131
-1.0,1,3.526649
-1.0,1,3.528536
1.0,1,3.530069
-1.0,1,3.53464
-1.0,1,3.53604
1.0,2,3.539444
-1.0,1,3.543755
-1.0,1,3.545001
1.0,2,3.547866
-1.0,1,3.55248
-1.0,1,3.553577
1.0,1,3.555271
0.0,1,3.556484
-1.0,1,3.560755
-1.0,2,3.563143
-1.0,2,3.568041
1.0,2,3.570472
1.0,2,3.575535
-1.0,1,3.576775
1.0,1,3.57763
-1.0,1,3.578858
1.0,1,3.583425
1.0,2,3.586013
-1.0,1,3.587157
-1.0,1,3.591213
-1.0,1,3.592362
-1.0,1,3.593351
1.0,3,3.6065
-1.0,1,3.607902
-1.0,1,3.609213
-1.0,1,3.613361
-1.0,2,3.616378
-1.0,2,3.62241
-1.0,1,3.623769
1.0,2,3.626239
-1.0,1,3.63097
-1.0,1,3.632365
-1.0,2,3.63465
0.0,1,3.638649
-1.0,1,3.640317
-1.0,2,3.643175
1.0,1,3.648101
-1.0,4,3.655417
1.0,1,3.656775
-1.0,3,3.663436
-1.0,1,3.664872
-1.0,1,3.666162
-1.0,1,3.667503
-1.0,2,3.674027
-1.0,1,3.675144
-1.0,1,3.676025
-1.0,2,3.681166
-1.0,2,3.683506
-1.0,2,3.68946
1.0,2,3.69236
1.0,2,3.6989
-1.0,1,3.704704
-1.0,1,3.706025
-1.0,2,3.712339
-1.0,3,3.720022
1.0,1,3.721335
1.0,2,3.723993
-1.0,2,3.730183
1.0,2,3.733135
1.0,1,3.737414
-1.0,1,3.738526
1.0,1,3.740227
-1.0,1,3.742198
-1.0,1,3.746727
1.0,3,3.750704
-1.0,3,3.756954
-1.0,1,3.757907
-1.0,1,3.762109
-1.0,1,3.76333
1.0,1,3.764714
1.0,2,3.772653
1.0,1,3.774715
-1.0,1,3.775702
-1.0,2,3.786882
1.0,1,3.789125
-1.0,1,3.791189
1.0,2,3.800446
-1.0,1,3.801709
1.0,1,3.802912
-1.0,1,3.807801
1.0,1,3.812555
0.0,1,3.814532
-1.0,2,3.816775
-1.0,1,3.821051
1.0,1,3.822417
-1.0,1,3.824871
-1.0,1,3.826272
1.0,1,3.830815
-1.0,2,3.83331
-1.0,1,3.834741
-1.0,1,3.838768
-1.0,2,3.841286
-1.0,1,3.843011
1.0,2,3.848953
-1.0,1,3.850149
1.0,1,3.8515
1.0,1,3.855513
-1.0,2,3.858306
-1.0,1,3.859489
-1.0,1,3.86362
-1.0,1,3.864849
-1.0,2,3.867437
-1.0,1,3.871593
-1.0,1,3.87315
-1.0,1,3.874388
-1.0,1,3.875943
-1.0,2,3.881758
-1.0,1,3.883746
-1.0,1,3.885265
-1.0,1,3.889287
1.0,1,3.891594
-1.0,1,3.892835
-1.0,2,3.898316
-1.0,1,3.899664
-1.0,1,3.900882
-1.0,1,3.902195
1.0,2,3.912896
0.0,2,3.915656
-1.0,1,3.920691
1.0,1,3.922246
-1.0,1,3.923646
-1.0,2,3.934311
-1.0,1,3.936502
-1.0,1,3.938783
1.0,1,3.941725
1.0,1,3.946656
-1.0,2,3.949583
-1.0,1,3.950924
1.0,1,3.955499
1.0,6,3.965545
1.0,2,3.971476
1.0,2,3.973621
1.0,1,3.975115
-1.0,4,3.982768
1.0,1,3.986675
-1.0,1,3.987981
-1.0,1,3.989461
-1.0,1,3.990767
1.0,1,3.994814
-1.0,2,3.997259
-1.0,1,3.998473
-1.0,2,4.003967
-1.0,1,4.005263
-1.0,1,4.006483
1.0,2,4.011862
1.0,1,4.0159
-1.0,1,4.017544
-1.0,1,4.022154
-1.0,1,4.024301
1.0,1,4.025841
0.0,1,4.027142
1.0,1,4.031794
1.0,2,4.034707
-1.0,1,4.03649
-1.0,1,4.040999
1.0,2,4.044149
-1.0,1,4.046752
-1.0,1,4.055315
-1.0,2,4.063406
-1.0,1,4.065484
-1.0,1,4.070446
-1.0,3,4.075306
-1.0,1,4.07998
1.0,1,4.081641
1.0,1,4.083386
-1.0,2,4.089277
1.0,1,4.09087
1.0,2,4.093416
-1.0,1,4.097997
1.0,4,4.106328
-1.0,3,4.110397
-1.0,1,4.114631
-1.0,1,4.11619
0.0,1,4.120123
0.0,1,4.121186
1.0,2,4.126536
-1.0,1,4.12781
1.0,2,4.133527
-1.0,2,4.137851
1.0,2,4.146987
0.0,2,4.149783
-1.0,3,4.158028
-1.0,2,4.160601
-1.0,1,4.165076
0.0,1,4.166188
-1.0,2,4.169146
-1.0,1,4.173474
1.0,1,4.174889
-1.0,1,4.176544
-1.0,2,4.182488
0.0,1,4.183696
-1.0,2,4.18628
-1.0,1,4.190962
-1.0,2,4.195222
1.0,2,4.201603
1.0,2,4.204459
1.0,1,4.205742
1.0,2,4.211921
-1.0,1,4.213182
-1.0,2,4.224492
1.0,1,4.22618
1.0,1,4.227509
1.0,1,4.228927
-1.0,2,4.234895
-1.0,2,4.237612
-1.0,1,4.242007
-1.0,1,4.24323
1.0,2,4.245925
1.0,1,4.257932
-1.0,2,4.26097
0.0,1,4.262179
1.0,2,4.267999
-1.0,1,4.268751
-1.0,1,4.269568
1.0,1,4.282303
-1.0,1,4.283828
-1.0,1,4.285541
-1.0,1,4.286921
-1.0,1,4.291569
1.0,1,4.293299
-1.0,1,4.294828
1.0,2,4.300656
-1.0,1,4.302033
-1.0,1,4.30337
-1.0,1,4.304887
1.0,1,4.308924
-1.0,1,4.310476
-1.0,2,4.313077
-1.0,4,4.322858
-1.0,1,4.330828
-1.0,1,4.331934
-1.0,1,4.332943
0.0,3,4.340325
1.0,1,4.34273
-1.0,1,4.343995
1.0,1,4.349515
1.0,1,4.351776
-1.0,1,4.353903
-1.0,1,4.356987
-1.0,2,4.362629
-1.0,2,4.365021
-1.0,3,4.372924
-1.0,1,4.374641
-1.0,1,4.379112
1.0,1,4.380783
1.0,1,4.381943
-1.0,3,4.389098
-1.0,1,4.390505
-1.0,1,4.391691
0.0,2,4.397574
-1.0,1,4.399409
1.0,1,4.400946
1.0,1,4.405523
-1.0,1,4.406872
1.0,2,4.409238
1.0,1,4.413856
1.0,1,4.415393
1.0,2,4.417992
-1.0,2,4.423676
1.0,1,4.425746
1.0,2,4.435236
-1.0,1,4.436618
-1.0,2,4.439698
-1.0,1,4.444484
-1.0,1,4.445945
-1.0,1,4.447227
1.0,2,4.452577
1.0,1,4.454275
1.0,2,4.456524
1.0,1,4.460377
-1.0,1,4.461533
-1.0,1,4.462615
-1.0,2,4.4685
0.0,3,4.473852
-1.0,1,4.479113
-1.0,1,4.480413
1.0,1,4.481487
1.0,1,4.48261
-1.0,1,4.487343
1.0,1,4.489466
-1.0,1,4.491521
-1.0,1,4.493313
1.0,1,4.498011
1.0,4,4.506747
-1.0,1,4.507989
-1.0,1,4.509311
-1.0,1,4.510991
-1.0,1,4.515834
-1.0,1,4.51721
-1.0,1,4.518196
-1.0,2,4.523959
-1.0,1,4.525462
-1.0,2,4.528316
1.0,1,4.536387
-1.0,1,4.537876
1.0,2,4.541144
-1.0,1,4.546036
1.0,1,4.547801
-1.0,1,4.548949
-1.0,1,4.550848
-1.0,1,4.557933
-1.0,1,4.559258
-1.0,1,4.5603
-1.0,1,4.561504
-1.0,1,4.565504
-1.0,1,4.566884
-1.0,1,4.567796
-1.0,1,4.568712
-1.0,3,4.57492
