#{"t_start": 1734366088.8657176, "env_id": "Blackjack-v1"}
r,l,t
-1.0,1,1.367083
1.0,1,1.367815
-1.0,1,1.370982
-1.0,1,1.371829
-1.0,1,1.37252
-1.0,2,1.37669
-1.0,1,1.377455
-1.0,1,1.378279
-1.0,1,1.379142
-1.0,1,1.382308
1.0,1,1.383166
1.0,3,1.387966
-1.0,1,1.388738
-1.0,1,1.395657
-1.0,1,1.397177
1.0,1,1.406659
-1.0,2,1.409542
-1.0,1,1.410944
-1.0,1,1.415525
-1.0,2,1.417575
1.0,3,1.42383
-1.0,1,1.424721
1.0,1,1.425736
1.0,2,1.430543
1.0,2,1.432356
-1.0,1,1.436024
-1.0,1,1.436959
1.0,2,1.438816
1.0,1,1.446275
-1.0,1,1.44937
-1.0,2,1.451979
-1.0,1,1.458037
-1.0,1,1.460953
-1.0,1,1.462685
1.0,1,1.464452
-1.0,1,1.470679
-1.0,1,1.472163
-1.0,1,1.473861
1.0,1,1.47502
-1.0,1,1.480349
-1.0,1,1.482092
1.0,1,1.484189
-1.0,1,1.485948
-1.0,2,1.491685
-1.0,1,1.492733
1.0,1,1.493609
-1.0,1,1.50514
-1.0,1,1.506658
-1.0,1,1.508492
-1.0,1,1.509841
1.0,1,1.514013
-1.0,1,1.514991
-1.0,2,1.517538
-1.0,1,1.521531
1.0,1,1.52269
-1.0,1,1.523523
1.0,1,1.524307
-1.0,1,1.53177
-1.0,1,1.533971
-1.0,3,1.540886
-1.0,2,1.543566
-1.0,1,1.544789
-1.0,1,1.550032
-1.0,2,1.553828
-1.0,1,1.554773
-1.0,2,1.559516
-1.0,1,1.560425
-1.0,1,1.561204
1.0,1,1.564808
1.0,1,1.565604
-1.0,1,1.566411
-1.0,1,1.567306
-1.0,1,1.570749
-1.0,2,1.572524
-1.0,1,1.573398
-1.0,2,1.577591
-1.0,1,1.578577
-1.0,1,1.579438
1.0,1,1.582931
-1.0,2,1.584769
-1.0,1,1.585627
-1.0,1,1.589077
-1.0,1,1.589847
-1.0,3,1.596101
1.0,1,1.597324
1.0,2,1.600258
-1.0,2,1.615517
1.0,1,1.61655
1.0,2,1.631686
1.0,2,1.635963
-1.0,1,1.637779
1.0,1,1.644689
1.0,1,1.645982
1.0,1,1.647228
-1.0,2,1.652196
1.0,1,1.653364
-1.0,1,1.654305
-1.0,1,1.655161
-1.0,1,1.658618
-1.0,1,1.659441
-1.0,1,1.660204
-1.0,1,1.661024
0.0,1,1.664437
-1.0,1,1.665285
-1.0,2,1.666871
-1.0,1,1.670473
1.0,1,1.672897
1.0,1,1.674875
-1.0,1,1.676587
-1.0,1,1.682807
-1.0,2,1.684872
-1.0,1,1.688046
-1.0,1,1.694729
1.0,1,1.695937
1.0,1,1.696897
-1.0,1,1.697951
1.0,1,1.701479
0.0,2,1.704327
-1.0,1,1.705503
-1.0,1,1.716664
1.0,1,1.718234
-1.0,1,1.720756
0.0,3,1.730718
-1.0,1,1.731813
-1.0,1,1.732618
-1.0,2,1.74008
-1.0,2,1.743422
1.0,1,1.747472
-1.0,2,1.749216
-1.0,1,1.750021
1.0,1,1.753682
1.0,2,1.755373
1.0,1,1.756187
-1.0,2,1.760721
-1.0,1,1.762671
-1.0,1,1.763495
1.0,1,1.767526
-1.0,1,1.768423
-1.0,1,1.7693
-1.0,1,1.770097
-1.0,1,1.773924
1.0,1,1.775431
1.0,2,1.777163
-1.0,2,1.781601
-1.0,1,1.782486
1.0,2,1.786819
0.0,2,1.788568
-1.0,1,1.789364
-1.0,2,1.794054
0.0,1,1.795149
-1.0,1,1.796074
0.0,4,1.802501
-1.0,1,1.8059
-1.0,1,1.806745
-1.0,2,1.808419
1.0,2,1.819051
1.0,3,1.826267
-1.0,2,1.828778
-1.0,1,1.829654
-1.0,1,1.833123
-1.0,1,1.834137
-1.0,1,1.834977
-1.0,2,1.839203
1.0,1,1.840712
-1.0,1,1.84157
-1.0,1,1.842393
1.0,1,1.845972
1.0,1,1.846879
-1.0,1,1.847757
-1.0,2,1.852131
-1.0,1,1.853432
-1.0,2,1.857101
1.0,1,1.860857
-1.0,3,1.86429
-1.0,1,1.87153
-1.0,1,1.872789
-1.0,1,1.873779
1.0,1,1.874859
-1.0,1,1.879139
1.0,1,1.880269
-1.0,1,1.88139
-1.0,1,1.882264
0.0,1,1.886033
1.0,3,1.888458
-1.0,2,1.893189
-1.0,1,1.893985
1.0,1,1.894855
-1.0,1,1.898318
1.0,2,1.900133
1.0,2,1.904419
-1.0,1,1.905221
1.0,2,1.906994
-1.0,1,1.910331
-1.0,1,1.911441
-1.0,3,1.917001
1.0,1,1.918187
1.0,1,1.923939
-1.0,1,1.924909
1.0,2,1.931116
1.0,1,1.932271
1.0,1,1.933901
1.0,3,1.939358
-1.0,1,1.940126
-1.0,2,1.945139
-1.0,1,1.946211
-1.0,2,1.950799
1.0,1,1.951733
-1.0,1,1.952674
1.0,1,1.953521
-1.0,1,1.957135
1.0,2,1.959033
-1.0,1,1.960684
-1.0,1,1.964488
-1.0,1,1.965551
-1.0,1,1.966341
1.0,1,1.96746
1.0,1,1.970965
-1.0,1,1.972069
-1.0,2,1.973727
-1.0,2,1.978229
-1.0,1,1.979167
-1.0,1,1.980173
-1.0,2,1.984637
1.0,1,1.98621
-1.0,1,1.987057
-1.0,1,1.990653
-1.0,1,1.991747
-1.0,2,1.993322
-1.0,1,1.99671
-1.0,1,1.997642
-1.0,1,1.998492
-1.0,2,2.002699
-1.0,1,2.003751
-1.0,1,2.004574
1.0,1,2.005545
-1.0,1,2.008972
-1.0,2,2.01089
1.0,1,2.011715
1.0,1,2.015163
-1.0,1,2.016086
-1.0,1,2.017008
-1.0,3,2.022498
-1.0,1,2.023332
1.0,1,2.02999
1.0,1,2.0347
1.0,2,2.037023
-1.0,1,2.03865
1.0,1,2.042931
0.0,1,2.044554
-1.0,1,2.046835
-1.0,4,2.058556
-1.0,1,2.060607
-1.0,1,2.067169
0.0,1,2.068398
-1.0,1,2.0697
-1.0,1,2.070766
1.0,1,2.07468
1.0,1,2.075613
-1.0,1,2.07657
-1.0,1,2.077359
-1.0,2,2.081769
1.0,3,2.087266
-1.0,1,2.088208
1.0,1,2.089131
-1.0,1,2.09004
1.0,2,2.094407
1.0,2,2.096194
1.0,1,2.099962
1.0,2,2.101974
1.0,1,2.10288
1.0,1,2.107232
-1.0,1,2.108084
1.0,2,2.109626
-1.0,2,2.113999
-1.0,1,2.115043
-1.0,1,2.11599
-1.0,1,2.119785
1.0,2,2.121871
-1.0,1,2.122672
-1.0,1,2.126604
1.0,1,2.127644
1.0,1,2.128865
-1.0,1,2.129919
-1.0,1,2.13983
-1.0,1,2.141123
1.0,1,2.142556
-1.0,2,2.148686
-1.0,1,2.149751
-1.0,1,2.150638
-1.0,2,2.155605
-1.0,1,2.156456
1.0,1,2.15744
-1.0,3,2.162852
1.0,1,2.164011
-1.0,1,2.16544
1.0,2,2.170235
1.0,1,2.171243
1.0,1,2.172141
0.0,1,2.175643
-1.0,1,2.178277
0.0,1,2.181082
-1.0,2,2.18757
-1.0,2,2.189987
-1.0,2,2.194767
1.0,3,2.197292
-1.0,3,2.202648
-1.0,1,2.20352
1.0,1,2.207907
-1.0,2,2.209837
1.0,2,2.214341
1.0,1,2.215361
-1.0,2,2.217179
-1.0,2,2.221908
-1.0,2,2.224905
-1.0,1,2.228802
-1.0,1,2.229645
1.0,2,2.231951
-1.0,1,2.23544
1.0,2,2.243329
1.0,2,2.249053
1.0,2,2.252029
0.0,1,2.253074
-1.0,1,2.256674
-1.0,3,2.259365
-1.0,1,2.263159
-1.0,1,2.264162
-1.0,1,2.265196
1.0,1,2.266109
1.0,1,2.269708
-1.0,1,2.270708
-1.0,3,2.27602
1.0,1,2.277081
-1.0,2,2.278751
-1.0,1,2.282429
1.0,3,2.287027
1.0,1,2.291
-1.0,1,2.292056
-1.0,1,2.292934
-1.0,1,2.293977
-1.0,1,2.297577
-1.0,2,2.29953
-1.0,1,2.300383
-1.0,1,2.30387
-1.0,1,2.30483
-1.0,1,2.305721
-1.0,1,2.306585
-1.0,1,2.310146
-1.0,1,2.311302
-1.0,3,2.317855
-1.0,1,2.318845
1.0,1,2.319819
-1.0,1,2.321108
1.0,1,2.325604
-1.0,1,2.326958
-1.0,1,2.328042
-1.0,1,2.329198
-1.0,1,2.333564
-1.0,1,2.33475
-1.0,3,2.340831
-1.0,1,2.342093
-1.0,2,2.349982
1.0,2,2.356553
1.0,2,2.35882
-1.0,1,2.362862
-1.0,1,2.363979
-1.0,1,2.365019
-1.0,2,2.370347
-1.0,1,2.371771
-1.0,1,2.373191
1.0,2,2.379118
-1.0,2,2.381352
1.0,2,2.386741
-1.0,1,2.388033
-1.0,1,2.388919
-1.0,1,2.389809
1.0,1,2.393363
-1.0,1,2.39443
-1.0,1,2.395752
-1.0,1,2.396778
-1.0,1,2.400701
-1.0,1,2.401997
1.0,1,2.40321
-1.0,2,2.40873
1.0,2,2.410817
-1.0,1,2.412022
1.0,2,2.416776
-1.0,1,2.418216
-1.0,1,2.419465
-1.0,1,2.424261
-1.0,2,2.42694
-1.0,4,2.434157
-1.0,1,2.435502
-1.0,1,2.439519
-1.0,1,2.440747
-1.0,2,2.442707
-1.0,1,2.446856
-1.0,1,2.452271
-1.0,1,2.453612
1.0,2,2.458911
1.0,1,2.459923
-1.0,1,2.460795
-1.0,2,2.465676
-1.0,1,2.466807
-1.0,1,2.468735
-1.0,2,2.473664
-1.0,1,2.476895
1.0,3,2.485625
-1.0,1,2.486904
-1.0,1,2.487921
-1.0,1,2.488864
-1.0,1,2.493429
1.0,3,2.496908
1.0,1,2.50068
-1.0,1,2.501643
-1.0,2,2.503862
-1.0,2,2.509321
-1.0,1,2.510393
-1.0,1,2.511732
-1.0,1,2.515625
-1.0,3,2.5189
-1.0,2,2.524014
-1.0,1,2.525516
-1.0,1,2.526826
-1.0,2,2.53283
-1.0,1,2.533783
1.0,1,2.53522
-1.0,3,2.541309
-1.0,1,2.542436
1.0,1,2.546834
-1.0,1,2.548039
1.0,2,2.551051
1.0,1,2.561742
1.0,1,2.562902
-1.0,2,2.56568
-1.0,1,2.571214
-1.0,1,2.572584
-1.0,1,2.573908
-1.0,1,2.575064
-1.0,2,2.580593
-1.0,2,2.582577
1.0,1,2.586527
1.0,2,2.588839
1.0,1,2.589857
-1.0,1,2.593923
1.0,3,2.598009
-1.0,3,2.604873
-1.0,2,2.610539
-1.0,3,2.614224
-1.0,1,2.618592
-1.0,1,2.620114
1.0,2,2.622821
1.0,1,2.627249
-1.0,1,2.628168
-1.0,1,2.629139
-1.0,2,2.63404
1.0,1,2.635094
-1.0,1,2.635998
1.0,1,2.63689
1.0,1,2.640918
-1.0,1,2.641985
-1.0,3,2.648347
-1.0,2,2.651006
1.0,1,2.652392
1.0,2,2.658201
-1.0,1,2.659404
1.0,1,2.664376
-1.0,2,2.670276
-1.0,1,2.671709
-1.0,1,2.67333
0.0,1,2.677963
0.0,1,2.679879
1.0,2,2.68282
-1.0,2,2.688892
-1.0,1,2.689982
1.0,2,2.694805
-1.0,2,2.697566
-1.0,1,2.698874
1.0,1,2.707026
-1.0,2,2.709345
-1.0,1,2.710225
-1.0,2,2.715988
1.0,3,2.722701
-1.0,2,2.724483
-1.0,1,2.725339
-1.0,2,2.730628
-1.0,2,2.734601
1.0,1,2.739273
-1.0,1,2.740608
-1.0,1,2.741754
-1.0,2,2.746711
1.0,1,2.747996
-1.0,2,2.749895
0.0,1,2.753911
1.0,1,2.755147
-1.0,2,2.757054
-1.0,2,2.762412
1.0,1,2.767413
1.0,2,2.774621
-1.0,1,2.776169
1.0,1,2.778181
1.0,2,2.784008
-1.0,1,2.785321
1.0,1,2.78677
-1.0,1,2.788055
1.0,2,2.793694
1.0,2,2.796676
-1.0,1,2.80057
1.0,1,2.802754
-1.0,1,2.804002
-1.0,1,2.805213
-1.0,1,2.809072
1.0,1,2.810174
-1.0,1,2.811525
1.0,4,2.819335
-1.0,2,2.824457
-1.0,1,2.825992
1.0,1,2.827495
1.0,1,2.829058
-1.0,1,2.833729
1.0,1,2.834941
-1.0,4,2.842606
-1.0,2,2.844733
1.0,2,2.849882
-1.0,1,2.851621
1.0,1,2.852628
-1.0,1,2.856699
-1.0,1,2.857994
-1.0,1,2.859026
1.0,1,2.860286
1.0,1,2.865242
-1.0,1,2.866845
-1.0,2,2.873813
1.0,1,2.879164
-1.0,2,2.88142
1.0,2,2.887125
-1.0,2,2.889046
-1.0,1,2.890406
-1.0,1,2.894536
-1.0,1,2.895588
-1.0,1,2.896664
1.0,2,2.901369
1.0,1,2.902388
1.0,4,2.910605
0.0,2,2.913486
1.0,1,2.917674
-1.0,1,2.918749
1.0,3,2.925275
-1.0,1,2.926654
1.0,2,2.929779
-1.0,1,2.933714
-1.0,1,2.935459
-1.0,1,2.937231
-1.0,1,2.938539
-1.0,2,2.944689
-1.0,1,2.9459
-1.0,3,2.952454
-1.0,2,2.954816
-1.0,1,2.958716
-1.0,1,2.959995
-1.0,2,2.962056
-1.0,1,2.966542
-1.0,1,2.967664
-1.0,2,2.969404
-1.0,1,2.976161
-1.0,1,2.977576
-1.0,1,2.979267
-1.0,4,2.987756
1.0,1,2.989394
-1.0,1,2.993803
-1.0,1,2.995136
1.0,1,2.996961
-1.0,1,2.998139
1.0,1,3.002555
1.0,1,3.004077
1.0,2,3.007477
1.0,1,3.011991
-1.0,1,3.013114
-1.0,3,3.019162
1.0,1,3.020782
-1.0,1,3.021904
1.0,1,3.023199
1.0,1,3.027004
-1.0,2,3.029667
-1.0,2,3.035938
-1.0,1,3.037411
-1.0,2,3.040037
-1.0,2,3.045274
-1.0,1,3.046446
-1.0,1,3.047667
-1.0,1,3.051947
-1.0,1,3.053693
-1.0,1,3.054899
1.0,1,3.056923
1.0,1,3.061024
1.0,1,3.06272
1.0,1,3.063831
-1.0,1,3.064827
-1.0,1,3.069315
0.0,1,3.070674
-1.0,1,3.071872
1.0,1,3.073126
1.0,1,3.082401
1.0,1,3.084044
1.0,1,3.085261
0.0,1,3.086196
-1.0,1,3.090319
-1.0,1,3.091642
-1.0,1,3.093318
-1.0,1,3.09471
-1.0,1,3.099323
1.0,1,3.100626
1.0,1,3.101953
-1.0,4,3.110268
-1.0,1,3.111422
-1.0,1,3.115437
-1.0,1,3.116932
1.0,1,3.118486
1.0,1,3.119868
-1.0,1,3.124742
1.0,2,3.127118
1.0,2,3.133096
-1.0,2,3.135872
-1.0,1,3.137207
-1.0,1,3.141324
-1.0,1,3.142552
0.0,2,3.145769
1.0,1,3.150196
-1.0,2,3.152809
-1.0,1,3.154395
1.0,1,3.158982
-1.0,1,3.160458
-1.0,1,3.161833
-1.0,2,3.167119
-1.0,1,3.168483
-1.0,3,3.174791
1.0,1,3.176017
0.0,3,3.185507
1.0,3,3.190241
-1.0,3,3.197206
-1.0,1,3.198863
-1.0,1,3.203506
-1.0,1,3.205028
-1.0,1,3.20655
1.0,1,3.20805
1.0,2,3.214568
-1.0,2,3.217266
0.0,3,3.22594
-1.0,1,3.227774
-1.0,2,3.23498
-1.0,1,3.236116
-1.0,3,3.24279
-1.0,1,3.243666
-1.0,2,3.248405
-1.0,2,3.250546
-1.0,1,3.251966
1.0,1,3.255974
-1.0,1,3.257482
-1.0,1,3.258903
-1.0,1,3.260146
0.0,1,3.264345
-1.0,1,3.265319
-1.0,2,3.268373
-1.0,1,3.272709
1.0,1,3.273914
1.0,1,3.274973
1.0,1,3.275983
-1.0,2,3.280985
1.0,1,3.287787
-1.0,1,3.289252
-1.0,1,3.294268
1.0,2,3.297583
1.0,1,3.298633
1.0,2,3.304718
-1.0,1,3.306212
-1.0,1,3.307551
-1.0,1,3.312248
-1.0,1,3.313652
1.0,1,3.314891
-1.0,2,3.320552
-1.0,1,3.322043
-1.0,1,3.323174
1.0,1,3.324324
-1.0,1,3.328386
-1.0,1,3.329328
-1.0,2,3.331189
-1.0,1,3.335584
-1.0,1,3.337696
-1.0,1,3.338902
-1.0,3,3.345684
-1.0,1,3.347351
-1.0,1,3.348644
-1.0,2,3.354252
-1.0,2,3.356434
1.0,1,3.360968
-1.0,1,3.362392
-1.0,1,3.363607
1.0,1,3.365298
0.0,1,3.369632
-1.0,1,3.371047
-1.0,1,3.372188
-1.0,1,3.373223
1.0,1,3.37716
-1.0,1,3.378031
-1.0,1,3.378965
-1.0,1,3.380051
-1.0,1,3.384034
-1.0,1,3.385245
1.0,1,3.386904
0.0,1,3.39069
1.0,1,3.395299
1.0,1,3.397391
-1.0,1,3.399313
-1.0,1,3.400781
0.0,1,3.406672
-1.0,1,3.407907
-1.0,1,3.408841
-1.0,3,3.415164
-1.0,2,3.417804
1.0,1,3.42201
1.0,2,3.424953
-1.0,1,3.425905
-1.0,2,3.4311
-1.0,1,3.432339
1.0,2,3.438731
1.0,2,3.441252
-1.0,1,3.442797
-1.0,1,3.447206
-1.0,2,3.449866
-1.0,1,3.450733
0.0,1,3.454798
0.0,1,3.456023
1.0,1,3.457244
1.0,2,3.46278
-1.0,2,3.465039
-1.0,1,3.466902
0.0,2,3.472186
-1.0,1,3.473409
-1.0,1,3.4743
1.0,1,3.478597
-1.0,3,3.482303
1.0,1,3.486573
1.0,1,3.488022
1.0,2,3.495222
-1.0,1,3.500076
-1.0,3,3.504443
1.0,1,3.509919
1.0,1,3.511355
1.0,1,3.512838
-1.0,1,3.514002
-1.0,1,3.518147
1.0,2,3.52044
-1.0,2,3.525653
1.0,2,3.529221
1.0,1,3.530779
-1.0,1,3.535224
1.0,1,3.536744
-1.0,1,3.538534
-1.0,1,3.539875
-1.0,2,3.545661
1.0,2,3.54848
-1.0,1,3.553139
-1.0,1,3.554386
-1.0,4,3.562418
1.0,1,3.563799
-1.0,1,3.564631
1.0,2,3.569784
1.0,3,3.576174
1.0,1,3.57739
1.0,1,3.57818
1.0,1,3.579529
1.0,1,3.584027
-1.0,1,3.585472
1.0,1,3.586546
1.0,1,3.587724
-1.0,3,3.593913
-1.0,1,3.594762
-1.0,1,3.603825
1.0,1,3.606855
-1.0,1,3.608507
-1.0,1,3.609804
-1.0,1,3.613933
1.0,1,3.615437
-1.0,1,3.616753
-1.0,1,3.618463
0.0,3,3.625483
1.0,2,3.631361
-1.0,1,3.632775
-1.0,2,3.635266
1.0,1,3.639429
1.0,1,3.640923
-1.0,1,3.642128
-1.0,1,3.643621
-1.0,1,3.648653
1.0,1,3.649809
-1.0,1,3.65088
-1.0,2,3.655918
-1.0,1,3.657312
-1.0,1,3.658242
1.0,1,3.659825
-1.0,1,3.66392
1.0,2,3.666975
1.0,1,3.668318
1.0,1,3.673234
-1.0,1,3.674588
-1.0,1,3.675689
-1.0,1,3.676586
-1.0,1,3.680746
-1.0,1,3.681738
-1.0,1,3.683082
-1.0,1,3.684109
-1.0,1,3.688476
-1.0,1,3.690096
1.0,2,3.693065
-1.0,1,3.697364
-1.0,1,3.699389
-1.0,1,3.705201
1.0,1,3.706756
0.0,1,3.711476
-1.0,1,3.712931
-1.0,1,3.714508
1.0,2,3.720531
-1.0,3,3.724555
-1.0,1,3.729307
0.0,1,3.730458
-1.0,1,3.731879
-1.0,1,3.733525
-1.0,1,3.737948
-1.0,1,3.739041
1.0,3,3.747297
-1.0,1,3.748497
-1.0,2,3.751271
-1.0,1,3.75554
-1.0,1,3.756716
-1.0,1,3.757558
-1.0,2,3.76261
-1.0,1,3.764092
1.0,1,3.765136
-1.0,1,3.766164
-1.0,1,3.77337
-1.0,1,3.775203
-1.0,2,3.777277
-1.0,1,3.787511
-1.0,2,3.79181
-1.0,1,3.794796
-1.0,1,3.800883
-1.0,2,3.803412
-1.0,1,3.808193
-1.0,2,3.815242
-1.0,1,3.816417
1.0,1,3.817618
-1.0,1,3.821781
-1.0,2,3.825514
-1.0,2,3.831569
-1.0,1,3.832846
-1.0,2,3.835342
-1.0,1,3.839337
-1.0,2,3.841838
1.0,1,3.84357
-1.0,1,3.847986
1.0,1,3.849529
-1.0,2,3.851962
1.0,1,3.856166
-1.0,1,3.85776
1.0,2,3.860062
1.0,2,3.865466
-1.0,1,3.866819
-1.0,1,3.868024
-1.0,3,3.875014
-1.0,1,3.876565
-1.0,1,3.880831
1.0,1,3.882447
-1.0,1,3.884389
1.0,1,3.885823
1.0,2,3.892204
1.0,2,3.894546
0.0,1,3.898862
-1.0,2,3.901555
-1.0,1,3.902783
-1.0,1,3.906911
-1.0,1,3.913556
-1.0,2,3.916447
0.0,2,3.922721
1.0,3,3.935065
-1.0,2,3.93951
1.0,2,3.947314
1.0,1,3.948613
-1.0,2,3.951524
-1.0,2,3.957397
-1.0,1,3.958784
-1.0,2,3.964312
1.0,2,3.966279
1.0,3,3.973123
-1.0,1,3.97435
-1.0,1,3.97568
1.0,2,3.980909
-1.0,1,3.982009
-1.0,2,3.987268
0.0,1,3.9885
-1.0,2,3.991341
-1.0,1,3.995512
1.0,1,3.996629
-1.0,2,3.999115
-1.0,1,4.003268
1.0,2,4.005792
-1.0,1,4.007052
0.0,1,4.011126
-1.0,1,4.012502
-1.0,2,4.018209
-1.0,1,4.022817
1.0,1,4.024945
-1.0,1,4.026498
-1.0,1,4.027882
-1.0,1,4.032357
0.0,2,4.035264
-1.0,1,4.037122
-1.0,1,4.041558
1.0,4,4.056002
1.0,1,4.058284
-1.0,3,4.071151
-1.0,2,4.074046
-1.0,1,4.075908
-1.0,1,4.0807
1.0,2,4.083941
-1.0,3,4.091472
-1.0,1,4.092881
-1.0,1,4.094069
-1.0,1,4.098542
-1.0,1,4.099823
-1.0,1,4.101044
1.0,1,4.102377
-1.0,1,4.106971
1.0,1,4.108263
0.0,2,4.111009
1.0,2,4.116766
-1.0,1,4.120694
-1.0,2,4.125864
-1.0,2,4.128394
-1.0,1,4.129696
-1.0,1,4.134301
1.0,2,4.13858
1.0,1,4.140635
-1.0,3,4.150404
1.0,1,4.152588
-1.0,1,4.157299
0.0,1,4.158694
1.0,3,4.1657
-1.0,1,4.16681
-1.0,2,4.169731
-1.0,1,4.174143
-1.0,1,4.175468
1.0,1,4.177312
-1.0,1,4.178699
-1.0,2,4.184307
-1.0,1,4.18565
-1.0,2,4.191509
-1.0,1,4.193842
-1.0,1,4.195871
-1.0,1,4.197202
1.0,1,4.202102
1.0,1,4.203649
0.0,2,4.206361
-1.0,2,4.212466
-1.0,1,4.213723
-1.0,2,4.225067
1.0,1,4.226645
-1.0,2,4.229494
-1.0,2,4.235519
-1.0,1,4.237145
-1.0,1,4.238269
-1.0,1,4.242535
-1.0,1,4.243863
1.0,2,4.246727
-1.0,1,4.258564
1.0,2,4.261555
1.0,1,4.262738
-1.0,1,4.267512
1.0,1,4.268547
-1.0,1,4.269347
-1.0,1,4.270162
-1.0,1,4.282837
1.0,2,4.286033
-1.0,1,4.287561
-1.0,1,4.292255
-1.0,1,4.294037
-1.0,1,4.295398
0.0,2,4.301274
1.0,1,4.302577
-1.0,1,4.303989
1.0,2,4.309486
-1.0,1,4.310976
-1.0,1,4.312477
-1.0,1,4.313641
-1.0,1,4.319628
-1.0,2,4.322227
0.0,2,4.331483
-1.0,3,4.334421
1.0,2,4.341128
-1.0,1,4.34337
1.0,1,4.344614
-1.0,1,4.350418
-1.0,2,4.354596
-1.0,1,4.357842
1.0,1,4.362034
1.0,2,4.364513
-1.0,1,4.36581
-1.0,1,4.370629
1.0,1,4.372474
-1.0,1,4.373769
1.0,1,4.375347
-1.0,1,4.379869
-1.0,2,4.382732
-1.0,1,4.383755
-1.0,1,4.388247
1.0,1,4.389656
-1.0,1,4.391122
-1.0,1,4.392149
1.0,2,4.398308
-1.0,1,4.400074
-1.0,1,4.401705
-1.0,2,4.407582
-1.0,2,4.410025
-1.0,1,4.414537
-1.0,1,4.415972
-1.0,2,4.418843
1.0,2,4.424461
1.0,1,4.426482
-1.0,1,4.427653
-1.0,1,4.435956
-1.0,2,4.43889
-1.0,1,4.440402
1.0,3,4.447897
-1.0,1,4.44917
1.0,1,4.453162
-1.0,1,4.454769
-1.0,1,4.456064
-1.0,1,4.457221
-1.0,1,4.46105
-1.0,1,4.462035
1.0,2,4.464738
-1.0,1,4.469279
1.0,1,4.471045
1.0,1,4.473183
1.0,1,4.474575
1.0,1,4.479738
-1.0,1,4.481036
-1.0,1,4.482017
-1.0,1,4.4832
-1.0,1,4.488172
-1.0,2,4.492308
-1.0,2,4.498779
-1.0,1,4.500796
-1.0,1,4.502093
1.0,2,4.507459
1.0,1,4.508541
-1.0,1,4.509991
-1.0,1,4.511825
-1.0,1,4.516449
1.0,1,4.517848
1.0,1,4.519037
-1.0,1,4.520456
-1.0,1,4.524789
1.0,1,4.526251
-1.0,1,4.527546
-1.0,1,4.52909
-1.0,1,4.537103
-1.0,2,4.540077
-1.0,1,4.541927
-1.0,1,4.546702
-1.0,1,4.548464
-1.0,1,4.549425
-1.0,2,4.558628
-1.0,2,4.560936
-1.0,1,4.562073
-1.0,1,4.566025
-1.0,1,4.567354
-1.0,3,4.573664
-1.0,1,4.574504
-1.0,1,4.575516
1.0,1,4.576313
1.0,1,4.580799
-1.0,1,4.582266
-1.0,1,4.583577
-1.0,1,4.585227
1.0,1,4.589678
-1.0,2,4.592422
0.0,2,4.59792
-1.0,1,4.599519
-1.0,2,4.601416
-1.0,2,4.606953
-1.0,1,4.608136
1.0,1,4.609189
1.0,1,4.613089
