#{"t_start": 1734366089.0065222, "env_id": "Blackjack-v1"}
r,l,t
1.0,1,1.712592
-1.0,2,1.716177
-1.0,2,1.720929
-1.0,2,1.723142
-1.0,1,1.730515
-1.0,1,1.731895
-1.0,1,1.732885
1.0,1,1.733901
-1.0,1,1.738299
-1.0,1,1.739327
1.0,2,1.741368
0.0,1,1.745121
-1.0,2,1.746788
-1.0,1,1.74755
-1.0,1,1.751367
-1.0,1,1.752283
1.0,2,1.753977
0.0,3,1.759208
-1.0,2,1.763407
-1.0,2,1.765173
-1.0,2,1.769543
-1.0,1,1.77053
-1.0,2,1.772063
-1.0,1,1.776095
-1.0,2,1.783011
1.0,2,1.788957
-1.0,1,1.79011
-1.0,1,1.791305
1.0,1,1.793048
-1.0,1,1.796633
-1.0,1,1.797604
-1.0,2,1.799288
-1.0,1,1.803162
-1.0,2,1.805334
1.0,1,1.806385
-1.0,1,1.809822
-1.0,1,1.810841
1.0,2,1.812586
-1.0,1,1.816237
-1.0,1,1.817208
1.0,2,1.81982
-1.0,2,1.824609
-1.0,1,1.82543
1.0,1,1.826577
-1.0,1,1.830034
-1.0,1,1.831079
-1.0,2,1.832828
-1.0,2,1.837276
-1.0,1,1.838341
-1.0,3,1.843735
-1.0,1,1.845319
-1.0,1,1.846144
-1.0,1,1.849784
-1.0,2,1.851583
1.0,2,1.855834
-1.0,1,1.856736
-1.0,1,1.857632
-1.0,2,1.86184
-1.0,1,1.862811
1.0,2,1.864587
-1.0,1,1.868088
1.0,1,1.869094
-1.0,1,1.87007
-1.0,1,1.870843
-1.0,1,1.874219
1.0,1,1.87522
-1.0,1,1.876048
1.0,1,1.876919
1.0,2,1.881563
-1.0,2,1.889175
1.0,1,1.893428
1.0,1,1.894961
-1.0,3,1.902028
-1.0,2,1.905571
1.0,1,1.907784
-1.0,1,1.914417
-1.0,1,1.916023
-1.0,2,1.919631
-1.0,1,1.926229
-1.0,1,1.92724
0.0,1,1.928564
-1.0,1,1.929783
-1.0,1,1.933701
-1.0,1,1.934689
1.0,1,1.935647
-1.0,1,1.936473
-1.0,2,1.94085
0.0,1,1.941803
-1.0,1,1.942586
-1.0,1,1.946323
-1.0,1,1.947281
1.0,1,1.948161
-1.0,2,1.952683
-1.0,1,1.953598
1.0,1,1.954495
1.0,1,1.955322
-1.0,1,1.958929
1.0,1,1.960229
-1.0,1,1.961057
1.0,3,1.96723
-1.0,1,1.967978
-1.0,1,1.968708
-1.0,1,1.972224
-1.0,1,1.973093
-1.0,1,1.974124
-1.0,1,1.975076
-1.0,1,1.978851
-1.0,1,1.979913
-1.0,1,1.980965
1.0,1,1.981831
-1.0,1,1.985721
1.0,1,1.986728
-1.0,2,1.989059
-1.0,1,1.998667
-1.0,1,2.000173
-1.0,1,2.001551
-1.0,1,2.002804
1.0,2,2.008936
-1.0,1,2.009732
1.0,1,2.011113
-1.0,1,2.0147
-1.0,1,2.015508
-1.0,1,2.016447
1.0,2,2.020836
-1.0,1,2.021976
-1.0,1,2.023113
-1.0,3,2.029312
-1.0,2,2.031229
1.0,2,2.037103
1.0,2,2.042449
1.0,2,2.047915
-1.0,1,2.049061
-1.0,1,2.050102
-1.0,1,2.053803
-1.0,4,2.05983
-1.0,1,2.060775
-1.0,1,2.061745
-1.0,1,2.062662
-1.0,1,2.066957
-1.0,1,2.068045
-1.0,2,2.069772
-1.0,1,2.07337
1.0,1,2.07438
-1.0,1,2.075308
-1.0,1,2.076222
-1.0,1,2.080001
-1.0,1,2.08113
-1.0,1,2.083128
1.0,2,2.087887
-1.0,1,2.088744
-1.0,2,2.091037
-1.0,1,2.094491
-1.0,1,2.100863
0.0,2,2.103453
1.0,1,2.108133
-1.0,1,2.109364
0.0,1,2.111083
-1.0,2,2.11583
-1.0,2,2.117553
-1.0,2,2.122161
-1.0,1,2.123217
-1.0,1,2.124216
-1.0,2,2.128716
1.0,1,2.129809
-1.0,2,2.131609
-1.0,1,2.135207
1.0,2,2.137082
1.0,1,2.137906
1.0,1,2.141349
-1.0,3,2.146036
-1.0,1,2.150121
-1.0,2,2.152053
-1.0,1,2.152982
-1.0,1,2.156804
-1.0,1,2.157765
-1.0,1,2.158588
1.0,2,2.162999
-1.0,1,2.163932
-1.0,1,2.164819
-1.0,2,2.169219
-1.0,1,2.170365
1.0,1,2.171428
-1.0,1,2.17267
1.0,1,2.176819
-1.0,3,2.180178
-1.0,1,2.184314
-1.0,1,2.185766
0.0,1,2.187069
1.0,1,2.188031
1.0,1,2.192327
1.0,1,2.193635
1.0,2,2.195658
-1.0,2,2.201018
-1.0,2,2.208982
1.0,1,2.214145
1.0,2,2.216801
-1.0,2,2.221926
1.0,2,2.224123
-1.0,1,2.225512
-1.0,2,2.230835
-1.0,1,2.232259
1.0,3,2.239089
1.0,1,2.240354
-1.0,2,2.245652
-1.0,1,2.247068
1.0,1,2.24806
-1.0,1,2.248869
-1.0,2,2.253752
-1.0,1,2.254854
1.0,2,2.259899
-1.0,1,2.261025
-1.0,2,2.263832
1.0,1,2.267798
-1.0,1,2.269029
-1.0,1,2.269947
1.0,2,2.274972
1.0,2,2.277194
-1.0,2,2.283342
-1.0,1,2.284722
0.0,1,2.286063
-1.0,1,2.287288
1.0,1,2.291012
1.0,1,2.292236
1.0,1,2.293353
1.0,2,2.298727
-1.0,2,2.300722
-1.0,1,2.301837
1.0,1,2.306003
1.0,1,2.307266
-1.0,1,2.312762
-1.0,1,2.31384
1.0,1,2.317971
-1.0,1,2.318928
1.0,1,2.319902
-1.0,3,2.326046
-1.0,1,2.32785
-1.0,1,2.328926
-1.0,2,2.333626
-1.0,1,2.337562
-1.0,1,2.338898
-1.0,1,2.344624
-1.0,1,2.346043
1.0,1,2.347172
-1.0,1,2.348238
-1.0,2,2.353831
-1.0,2,2.355986
1.0,2,2.360713
-1.0,3,2.367166
-1.0,2,2.369658
1.0,2,2.374754
-1.0,1,2.376004
1.0,1,2.377151
-1.0,1,2.378001
-1.0,2,2.383027
1.0,1,2.384464
-1.0,1,2.385948
-1.0,1,2.390005
-1.0,1,2.391924
-1.0,1,2.392848
-1.0,2,2.398003
-1.0,1,2.399069
-1.0,1,2.400309
1.0,1,2.401508
-1.0,3,2.408861
-1.0,1,2.41015
-1.0,2,2.421941
1.0,1,2.423629
-1.0,1,2.424818
-1.0,1,2.430212
-1.0,3,2.434145
-1.0,1,2.438375
1.0,1,2.439549
-1.0,1,2.440699
-1.0,1,2.441624
-1.0,1,2.44555
-1.0,1,2.446763
1.0,1,2.447913
1.0,1,2.448943
-1.0,1,2.453107
-1.0,1,2.454447
1.0,2,2.457013
-1.0,1,2.461778
-1.0,1,2.462882
0.0,2,2.464987
-1.0,2,2.470813
-1.0,2,2.473377
-1.0,1,2.477738
1.0,1,2.479103
-1.0,1,2.480129
1.0,1,2.481704
-1.0,1,2.486262
-1.0,1,2.487383
-1.0,1,2.488215
-1.0,1,2.489134
-1.0,1,2.493129
-1.0,1,2.494164
1.0,1,2.495159
1.0,1,2.495949
-1.0,1,2.49991
1.0,1,2.501045
1.0,1,2.502523
-1.0,1,2.503211
1.0,1,2.507614
-1.0,1,2.508806
1.0,3,2.516057
-1.0,1,2.517205
1.0,1,2.518507
1.0,1,2.523417
1.0,1,2.527788
0.0,1,2.529129
1.0,2,2.532397
1.0,2,2.539001
1.0,1,2.540254
-1.0,2,2.546538
-1.0,1,2.548037
-1.0,1,2.549032
1.0,1,2.549988
0.0,1,2.55379
1.0,1,2.555367
-1.0,1,2.556585
1.0,1,2.557954
1.0,1,2.566123
-1.0,3,2.569354
1.0,1,2.573719
-1.0,1,2.575039
-1.0,1,2.576196
1.0,1,2.577493
-1.0,1,2.581726
1.0,2,2.583676
-1.0,1,2.584485
-1.0,1,2.588276
1.0,1,2.589545
-1.0,1,2.591851
-1.0,1,2.593485
-1.0,1,2.598134
-1.0,1,2.59946
-1.0,2,2.60168
-1.0,1,2.605542
-1.0,1,2.606889
1.0,2,2.609001
1.0,1,2.612827
-1.0,1,2.614314
-1.0,1,2.615305
-1.0,1,2.616235
-1.0,1,2.620081
1.0,1,2.621288
-1.0,2,2.627908
-1.0,1,2.633405
-1.0,1,2.635077
1.0,3,2.642891
-1.0,2,2.645915
-1.0,1,2.647178
1.0,2,2.6527
1.0,2,2.655462
-1.0,1,2.659661
-1.0,1,2.661582
-1.0,1,2.662978
-1.0,1,2.664188
-1.0,2,2.66908
-1.0,2,2.671531
-1.0,1,2.675648
1.0,1,2.677307
-1.0,1,2.678453
-1.0,1,2.679553
-1.0,1,2.683405
-1.0,1,2.684807
-1.0,1,2.686421
-1.0,1,2.68791
-1.0,3,2.695015
-1.0,1,2.696273
1.0,4,2.703892
-1.0,1,2.707762
-1.0,3,2.71174
1.0,1,2.715851
1.0,1,2.716851
1.0,1,2.717987
-1.0,1,2.719226
-1.0,2,2.725473
-1.0,2,2.732584
1.0,1,2.73802
-1.0,1,2.739316
-1.0,2,2.741563
1.0,1,2.746017
-1.0,2,2.748144
-1.0,2,2.753492
1.0,1,2.754631
1.0,1,2.755728
-1.0,1,2.756701
-1.0,1,2.760424
1.0,3,2.763734
-1.0,1,2.768375
-1.0,1,2.769571
1.0,1,2.770985
-1.0,1,2.772361
1.0,2,2.777824
-1.0,2,2.780144
-1.0,1,2.784356
0.0,1,2.785653
1.0,1,2.786814
1.0,2,2.792821
1.0,2,2.79622
-1.0,1,2.797682
1.0,3,2.804895
-1.0,1,2.806253
-1.0,2,2.811581
1.0,1,2.812822
1.0,1,2.813837
-1.0,2,2.819086
1.0,1,2.820251
-1.0,1,2.821103
-1.0,1,2.825499
1.0,1,2.826749
1.0,2,2.82857
-1.0,1,2.835137
-1.0,1,2.836677
-1.0,1,2.838272
1.0,1,2.839537
-1.0,1,2.84392
1.0,3,2.84839
0.0,1,2.852866
-1.0,1,2.854196
1.0,1,2.85614
-1.0,1,2.857208
1.0,1,2.861639
-1.0,1,2.863059
-1.0,1,2.864944
-1.0,1,2.86629
-1.0,2,2.872219
0.0,1,2.873257
-1.0,2,2.877979
-1.0,2,2.881068
-1.0,2,2.886055
-1.0,2,2.888797
1.0,1,2.890407
1.0,1,2.895188
-1.0,2,2.897923
-1.0,1,2.899212
-1.0,1,2.903217
-1.0,1,2.904283
-1.0,1,2.905713
-1.0,1,2.906687
-1.0,3,2.913941
-1.0,1,2.915979
-1.0,1,2.92003
-1.0,2,2.922984
1.0,1,2.923884
1.0,2,2.929721
-1.0,1,2.93103
-1.0,1,2.93208
1.0,3,2.944321
-1.0,1,2.945303
-1.0,1,2.949436
-1.0,1,2.95072
0.0,2,2.953895
1.0,1,2.958104
-1.0,1,2.959863
-1.0,1,2.961112
-1.0,1,2.962496
0.0,1,2.966824
1.0,1,2.968304
-1.0,1,2.969493
-1.0,2,2.974611
-1.0,1,2.97604
1.0,1,2.977487
-1.0,1,2.978987
-1.0,2,2.985034
-1.0,1,2.986192
-1.0,1,2.986994
1.0,1,2.992377
-1.0,2,2.994915
-1.0,1,2.996277
-1.0,2,3.001754
-1.0,1,3.003462
1.0,2,3.009353
1.0,4,3.018142
1.0,1,3.019648
1.0,2,3.02222
-1.0,1,3.026322
-1.0,1,3.027383
-1.0,1,3.028703
-1.0,1,3.02956
-1.0,1,3.033858
-1.0,2,3.036018
-1.0,1,3.036861
-1.0,1,3.044662
-1.0,1,3.046402
-1.0,1,3.047797
-1.0,1,3.049265
1.0,2,3.055337
-1.0,1,3.056376
0.0,1,3.057961
1.0,1,3.062473
-1.0,1,3.064247
1.0,1,3.065728
-1.0,2,3.071558
1.0,2,3.075022
-1.0,2,3.080859
-1.0,2,3.084747
-1.0,1,3.08678
-1.0,2,3.094082
-1.0,1,3.095285
-1.0,2,3.100569
-1.0,1,3.101906
-1.0,1,3.102748
1.0,1,3.103739
-1.0,1,3.10745
1.0,1,3.108628
1.0,1,3.109549
-1.0,2,3.11512
1.0,1,3.116552
-1.0,1,3.117877
-1.0,1,3.119236
-1.0,1,3.123362
-1.0,1,3.124471
-1.0,1,3.126154
-1.0,1,3.127399
-1.0,1,3.131729
-1.0,1,3.132996
-1.0,1,3.13401
-1.0,1,3.135031
-1.0,1,3.139251
-1.0,1,3.140283
-1.0,1,3.146751
-1.0,1,3.14836
-1.0,2,3.155478
-1.0,2,3.157646
-1.0,3,3.165272
1.0,2,3.171237
-1.0,1,3.172812
0.0,1,3.174014
0.0,1,3.175324
1.0,2,3.181185
1.0,1,3.182264
-1.0,1,3.183363
-1.0,1,3.187363
1.0,1,3.188504
-1.0,1,3.189415
1.0,1,3.190315
0.0,2,3.196842
-1.0,2,3.199177
1.0,2,3.204842
-1.0,2,3.207727
-1.0,2,3.213262
-1.0,1,3.214451
-1.0,3,3.22147
-1.0,1,3.222692
1.0,2,3.228711
-1.0,2,3.231248
-1.0,1,3.232291
1.0,1,3.236203
-1.0,2,3.238072
1.0,2,3.243067
-1.0,2,3.245916
1.0,2,3.254301
-1.0,1,3.256548
1.0,1,3.258426
1.0,1,3.259842
1.0,2,3.267054
-1.0,1,3.267929
1.0,1,3.26884
-1.0,1,3.273052
1.0,2,3.275623
-1.0,1,3.276805
1.0,1,3.28107
1.0,1,3.282387
-1.0,2,3.284961
1.0,1,3.288988
-1.0,1,3.289964
1.0,1,3.291509
-1.0,1,3.292775
-1.0,2,3.298994
-1.0,1,3.300227
-1.0,1,3.301614
-1.0,1,3.306279
0.0,1,3.307819
-1.0,1,3.308911
-1.0,1,3.309851
1.0,1,3.314018
-1.0,2,3.316356
1.0,2,3.321799
-1.0,2,3.324046
-1.0,2,3.330124
-1.0,1,3.331359
-1.0,1,3.332494
-1.0,2,3.337606
-1.0,2,3.340206
-1.0,1,3.341341
-1.0,1,3.345762
-1.0,1,3.347029
1.0,2,3.349513
-1.0,2,3.360635
-1.0,3,3.368899
-1.0,1,3.37038
-1.0,1,3.372047
0.0,1,3.37305
-1.0,1,3.377093
-1.0,1,3.378493
-1.0,2,3.38067
1.0,1,3.384955
1.0,1,3.386266
1.0,1,3.388043
-1.0,1,3.38974
-1.0,2,3.395585
-1.0,1,3.397635
-1.0,1,3.398861
-1.0,1,3.403402
-1.0,2,3.405931
1.0,1,3.407444
-1.0,1,3.412157
-1.0,1,3.413335
1.0,1,3.414902
-1.0,1,3.41615
-1.0,1,3.420422
-1.0,1,3.421567
-1.0,1,3.422692
-1.0,3,3.428822
1.0,1,3.430103
1.0,1,3.43134
-1.0,1,3.435385
-1.0,1,3.436431
-1.0,1,3.437297
-1.0,2,3.443099
-1.0,1,3.444599
-1.0,1,3.445611
-1.0,1,3.446781
1.0,1,3.450812
-1.0,2,3.452969
-1.0,1,3.453816
1.0,2,3.465928
-1.0,1,3.46764
-1.0,1,3.468806
-1.0,1,3.473239
-1.0,1,3.474483
-1.0,1,3.476017
-1.0,1,3.477503
-1.0,1,3.482095
-1.0,3,3.485861
1.0,2,3.492039
-1.0,1,3.493232
-1.0,1,3.494263
-1.0,1,3.498535
-1.0,2,3.501263
-1.0,2,3.507693
-1.0,1,3.509047
-1.0,1,3.509908
1.0,1,3.510877
-1.0,1,3.515034
-1.0,1,3.516408
1.0,1,3.517331
1.0,1,3.518847
1.0,1,3.523002
-1.0,1,3.524478
1.0,2,3.52731
-1.0,2,3.533752
-1.0,1,3.534761
-1.0,3,3.540895
-1.0,2,3.543184
-1.0,1,3.54765
1.0,2,3.550449
-1.0,1,3.552091
-1.0,1,3.556371
1.0,1,3.558516
1.0,1,3.564388
-1.0,2,3.570471
-1.0,1,3.571903
1.0,1,3.573607
1.0,2,3.579787
-1.0,1,3.580995
-1.0,1,3.582206
1.0,1,3.583607
-1.0,1,3.588259
-1.0,1,3.589712
-1.0,1,3.590983
-1.0,1,3.592619
1.0,1,3.597067
-1.0,1,3.598219
-1.0,1,3.599851
-1.0,2,3.606366
1.0,3,3.610243
1.0,1,3.614514
-1.0,1,3.615795
0.0,1,3.616686
-1.0,3,3.623168
1.0,1,3.624307
-1.0,3,3.634225
-1.0,1,3.635308
-1.0,2,3.646473
-1.0,2,3.650731
-1.0,1,3.65356
-1.0,1,3.659969
1.0,1,3.661391
-1.0,1,3.662558
-1.0,2,3.672297
1.0,1,3.674186
-1.0,1,3.675493
-1.0,1,3.676414
1.0,2,3.682065
1.0,1,3.684682
1.0,1,3.686074
-1.0,1,3.690484
-1.0,1,3.691849
-1.0,2,3.694378
-1.0,1,3.698415
1.0,1,3.699496
-1.0,1,3.700945
-1.0,1,3.702676
1.0,2,3.708602
-1.0,1,3.709934
-1.0,1,3.711057
-1.0,2,3.716745
-1.0,1,3.71795
1.0,2,3.723343
-1.0,1,3.724431
-1.0,1,3.725878
-1.0,2,3.731333
1.0,2,3.734099
1.0,1,3.735621
-1.0,1,3.740064
-1.0,1,3.741498
1.0,1,3.743413
-1.0,2,3.748878
-1.0,1,3.751253
1.0,1,3.752539
-1.0,1,3.753648
-1.0,2,3.759342
-1.0,1,3.760649
-1.0,1,3.761923
-1.0,3,3.774243
-1.0,1,3.775296
-1.0,1,3.780282
-1.0,1,3.781803
-1.0,1,3.783164
0.0,1,3.785021
1.0,2,3.796127
1.0,2,3.801377
-1.0,1,3.80621
-1.0,1,3.807685
-1.0,1,3.809228
1.0,1,3.810548
-1.0,3,3.817803
-1.0,1,3.819064
-1.0,1,3.823347
1.0,1,3.824433
1.0,1,3.825187
-1.0,3,3.832302
-1.0,1,3.83347
-1.0,1,3.834772
1.0,1,3.838681
-1.0,2,3.841149
-1.0,1,3.842292
-1.0,2,3.84763
-1.0,3,3.854476
1.0,2,3.856943
-1.0,3,3.86364
-1.0,1,3.864818
-1.0,1,3.866243
1.0,1,3.870325
0.0,2,3.875824
-1.0,1,3.877398
1.0,2,3.883995
-1.0,1,3.885559
-1.0,2,3.891371
1.0,2,3.894272
-1.0,1,3.896142
-1.0,1,3.900758
-1.0,2,3.903819
-1.0,1,3.906266
1.0,1,3.914904
-1.0,1,3.917106
-1.0,1,3.923257
-1.0,1,3.924993
-1.0,1,3.930053
-1.0,2,3.933074
1.0,1,3.934887
1.0,1,3.939742
-1.0,1,3.941022
-1.0,1,3.943002
-1.0,2,3.949003
-1.0,1,3.950542
-1.0,1,3.951951
1.0,1,3.953142
1.0,2,3.958931
0.0,2,3.961572
1.0,1,3.966053
-1.0,1,3.967457
1.0,2,3.970092
-1.0,1,3.974199
-1.0,1,3.975687
-1.0,1,3.979706
-1.0,2,3.984942
-1.0,1,3.986224
-1.0,2,3.988777
-1.0,2,3.995439
1.0,2,3.99968
1.0,1,4.00672
-1.0,1,4.008095
-1.0,1,4.009507
0.0,1,4.011701
-1.0,1,4.016191
0.0,1,4.017815
-1.0,1,4.019
-1.0,2,4.024675
-1.0,1,4.025884
-1.0,1,4.027099
1.0,1,4.028889
1.0,1,4.033205
-1.0,2,4.036162
1.0,1,4.037732
1.0,1,4.042258
-1.0,1,4.043402
-1.0,1,4.044682
-1.0,1,4.045867
-1.0,1,4.050612
1.0,2,4.054959
1.0,1,4.056381
-1.0,1,4.061085
1.0,1,4.062774
-1.0,1,4.064029
1.0,2,4.069651
-1.0,2,4.072716
-1.0,1,4.074933
-1.0,3,4.087089
1.0,2,4.093033
1.0,1,4.094639
-1.0,1,4.096253
-1.0,1,4.097292
-1.0,1,4.101687
0.0,2,4.104263
-1.0,2,4.11762
-1.0,2,4.120533
-1.0,2,4.126564
-1.0,3,4.12925
1.0,1,4.141924
-1.0,1,4.143456
-1.0,1,4.145185
-1.0,2,4.151191
1.0,2,4.154489
1.0,1,4.155551
-1.0,1,4.160303
-1.0,1,4.161691
-1.0,1,4.162935
-1.0,1,4.16462
-1.0,1,4.168576
-1.0,1,4.169988
1.0,2,4.172785
-1.0,1,4.178453
-1.0,2,4.181387
1.0,2,4.190554
-1.0,1,4.191618
-1.0,3,4.197949
-1.0,1,4.200218
-1.0,2,4.203627
-1.0,1,4.209256
1.0,1,4.211626
-1.0,1,4.213566
1.0,1,4.216842
-1.0,3,4.223661
1.0,1,4.224841
0.0,1,4.229709
-1.0,2,4.232827
-1.0,2,4.238959
0.0,1,4.240465
-1.0,1,4.241676
-1.0,1,4.242756
-1.0,2,4.248665
1.0,1,4.250162
1.0,1,4.251311
-1.0,1,4.255939
1.0,1,4.257498
-1.0,2,4.26069
-1.0,2,4.266561
1.0,2,4.269121
1.0,2,4.275313
-1.0,1,4.27646
-1.0,1,4.277681
-1.0,1,4.282248
-1.0,1,4.283407
-1.0,1,4.285423
1.0,1,4.286571
-1.0,1,4.295035
-1.0,1,4.296455
1.0,1,4.29784
-1.0,1,4.299388
1.0,1,4.304335
1.0,1,4.305765
-1.0,1,4.306996
-1.0,1,4.308284
-1.0,1,4.312347
-1.0,3,4.316288
-1.0,2,4.321141
-1.0,1,4.322222
1.0,1,4.323894
-1.0,1,4.328395
-1.0,1,4.330179
-1.0,2,4.333695
-1.0,1,4.33881
-1.0,1,4.340084
-1.0,1,4.341141
-1.0,1,4.342294
-1.0,1,4.347161
-1.0,1,4.349185
0.0,2,4.352981
-1.0,2,4.359789
-1.0,1,4.361099
-1.0,1,4.362356
0.0,1,4.36656
-1.0,2,4.369081
-1.0,1,4.370933
-1.0,1,4.375591
1.0,1,4.37692
1.0,2,4.379523
-1.0,1,4.383781
1.0,2,4.386637
1.0,1,4.388185
-1.0,1,4.396189
-1.0,1,4.397677
1.0,1,4.399117
-1.0,2,4.405742
1.0,1,4.407528
-1.0,3,4.41761
1.0,2,4.420138
-1.0,2,4.425172
-1.0,1,4.426486
0.0,1,4.427424
-1.0,1,4.428345
-1.0,1,4.432843
0.0,1,4.433609
-1.0,2,4.435456
-1.0,1,4.439467
1.0,1,4.441379
1.0,1,4.44277
-1.0,1,4.444175
-1.0,1,4.448762
1.0,1,4.450055
