#{"t_start": 1734366089.0450938, "env_id": "Blackjack-v1"}
r,l,t
0.0,3,1.468786
1.0,1,1.472865
-1.0,1,1.47392
-1.0,2,1.475756
-1.0,1,1.479203
-1.0,2,1.48083
1.0,1,1.481575
-1.0,2,1.485896
-1.0,1,1.486726
1.0,1,1.487497
1.0,1,1.491073
-1.0,2,1.49544
-1.0,2,1.503461
-1.0,2,1.50562
-1.0,1,1.508725
-1.0,1,1.515349
-1.0,1,1.516381
-1.0,2,1.518485
-1.0,1,1.522058
-1.0,1,1.523251
-1.0,2,1.52622
-1.0,1,1.53734
1.0,2,1.541505
-1.0,1,1.543558
1.0,1,1.550255
1.0,1,1.551376
1.0,2,1.553271
1.0,2,1.560563
-1.0,2,1.563972
-1.0,3,1.569822
-1.0,1,1.570674
-1.0,1,1.574244
-1.0,2,1.575913
1.0,1,1.576816
-1.0,1,1.58035
-1.0,2,1.583292
1.0,1,1.584159
-1.0,1,1.588075
1.0,1,1.58906
-1.0,1,1.58994
-1.0,1,1.590693
-1.0,1,1.595037
-1.0,1,1.596122
-1.0,2,1.597752
0.0,1,1.601311
-1.0,1,1.602218
1.0,1,1.603097
1.0,1,1.603952
1.0,1,1.607376
-1.0,3,1.609992
1.0,1,1.613366
-1.0,2,1.61573
1.0,2,1.620499
-1.0,1,1.621369
1.0,1,1.622196
-1.0,1,1.623122
-1.0,1,1.626475
-1.0,2,1.628147
-1.0,1,1.629057
-1.0,1,1.632519
-1.0,1,1.639553
-1.0,2,1.641934
-1.0,1,1.646906
1.0,1,1.648186
-1.0,1,1.649372
-1.0,1,1.650259
-1.0,1,1.653811
-1.0,1,1.654743
-1.0,2,1.656464
-1.0,1,1.659775
-1.0,4,1.66655
-1.0,2,1.668348
-1.0,2,1.672698
1.0,1,1.674106
1.0,5,1.683158
-1.0,1,1.684785
-1.0,2,1.693376
1.0,1,1.694438
-1.0,1,1.695382
-1.0,1,1.69978
-1.0,1,1.70086
-1.0,1,1.701877
-1.0,1,1.702902
-1.0,1,1.706695
1.0,2,1.708329
-1.0,2,1.712909
-1.0,2,1.714614
-1.0,1,1.715437
1.0,1,1.718927
-1.0,1,1.719794
1.0,1,1.720661
1.0,3,1.725841
1.0,1,1.726728
-1.0,1,1.72759
0.0,1,1.730924
-1.0,2,1.73282
-1.0,1,1.733571
1.0,1,1.737522
-1.0,1,1.738769
-1.0,2,1.745581
-1.0,1,1.750522
1.0,1,1.75176
1.0,1,1.752819
-1.0,1,1.754463
-1.0,1,1.75813
1.0,2,1.759883
0.0,1,1.760777
-1.0,3,1.766799
1.0,3,1.772414
1.0,1,1.77332
-1.0,1,1.774155
1.0,1,1.777774
-1.0,2,1.779823
1.0,1,1.781448
-1.0,1,1.78515
1.0,2,1.787148
-1.0,1,1.788023
-1.0,2,1.792613
1.0,1,1.793441
-1.0,1,1.794313
1.0,2,1.798888
-1.0,2,1.800745
-1.0,1,1.804321
-1.0,2,1.806813
-1.0,2,1.811365
1.0,2,1.813092
-1.0,1,1.813888
-1.0,1,1.817352
-1.0,1,1.818244
-1.0,2,1.81991
1.0,1,1.82341
1.0,2,1.825179
1.0,1,1.826142
-1.0,1,1.829656
-1.0,1,1.830603
-1.0,2,1.832279
-1.0,1,1.835755
-1.0,1,1.83668
-1.0,1,1.837595
-1.0,2,1.842202
-1.0,1,1.84308
1.0,1,1.843987
-1.0,4,1.857555
1.0,1,1.859202
-1.0,1,1.863562
-1.0,1,1.865211
-1.0,1,1.867152
-1.0,1,1.869384
-1.0,2,1.877684
-1.0,1,1.879172
1.0,1,1.881211
0.0,2,1.888943
-1.0,2,1.891339
1.0,1,1.895254
-1.0,1,1.896148
1.0,3,1.901484
1.0,1,1.902413
1.0,2,1.904093
-1.0,1,1.907873
-1.0,1,1.908769
1.0,1,1.909697
-1.0,2,1.914147
1.0,2,1.915907
1.0,1,1.916799
1.0,1,1.920642
-1.0,1,1.921699
-1.0,1,1.922559
0.0,3,1.928728
-1.0,1,1.929502
0.0,2,1.933724
-1.0,1,1.934634
-1.0,1,1.935584
-1.0,2,1.940353
-1.0,1,1.941464
1.0,1,1.94241
-1.0,1,1.943302
-1.0,1,1.94717
1.0,1,1.948225
-1.0,1,1.949435
-1.0,1,1.950532
-1.0,2,1.961754
0.0,2,1.964428
-1.0,1,1.969328
-1.0,1,1.970333
-1.0,1,1.971278
-1.0,1,1.972619
-1.0,3,1.977898
-1.0,1,1.978868
-1.0,1,1.982354
-1.0,1,1.983456
0.0,1,1.984591
-1.0,1,1.986099
1.0,2,1.990788
-1.0,1,1.991731
-1.0,2,1.996277
-1.0,1,1.998651
1.0,1,2.001695
1.0,1,2.004077
-1.0,1,2.00823
-1.0,1,2.009459
-1.0,1,2.010541
-1.0,2,2.015361
-1.0,3,2.017877
-1.0,2,2.022232
-1.0,1,2.023249
-1.0,2,2.02847
-1.0,1,2.029501
-1.0,2,2.03128
1.0,1,2.034993
-1.0,2,2.036805
-1.0,1,2.037762
-1.0,1,2.041365
-1.0,2,2.044635
1.0,1,2.045594
-1.0,1,2.049428
-1.0,1,2.050298
-1.0,1,2.051166
-1.0,1,2.052484
-1.0,2,2.062395
1.0,1,2.063906
1.0,1,2.065056
-1.0,1,2.069502
-1.0,1,2.070829
-1.0,3,2.077364
1.0,2,2.079115
-1.0,1,2.079974
1.0,1,2.083742
0.0,2,2.085766
-1.0,2,2.090284
-1.0,1,2.09128
1.0,2,2.093176
-1.0,1,2.096673
1.0,1,2.097731
1.0,2,2.099406
-1.0,1,2.102888
0.0,2,2.106565
-1.0,1,2.107522
1.0,1,2.11169
-1.0,1,2.112675
1.0,1,2.113558
-1.0,1,2.114526
-1.0,1,2.118146
1.0,1,2.119268
1.0,2,2.121058
1.0,1,2.124478
-1.0,1,2.125402
1.0,1,2.126328
1.0,2,2.1307
1.0,1,2.131949
-1.0,1,2.13274
-1.0,1,2.134037
-1.0,1,2.138438
1.0,1,2.139496
-1.0,1,2.140376
1.0,1,2.141707
1.0,1,2.146079
-1.0,1,2.147321
1.0,1,2.14868
-1.0,1,2.149505
-1.0,1,2.153913
-1.0,2,2.156278
-1.0,1,2.157048
-1.0,1,2.161384
-1.0,1,2.162712
1.0,1,2.169279
1.0,1,2.170484
-1.0,1,2.175916
1.0,1,2.17733
0.0,2,2.179318
0.0,1,2.183642
-1.0,1,2.184574
-1.0,1,2.18573
1.0,1,2.187115
-1.0,2,2.19238
-1.0,1,2.193716
-1.0,1,2.195151
1.0,2,2.20067
-1.0,1,2.201894
-1.0,1,2.203079
-1.0,2,2.208671
1.0,1,2.209535
1.0,1,2.210444
-1.0,1,2.213903
-1.0,1,2.215048
-1.0,2,2.217387
1.0,1,2.221362
-1.0,2,2.223804
1.0,1,2.225385
-1.0,1,2.229295
-1.0,1,2.230562
-1.0,3,2.236498
-1.0,1,2.237391
-1.0,2,2.240134
-1.0,1,2.244933
-1.0,1,2.246382
1.0,2,2.248729
-1.0,1,2.252558
0.0,1,2.253729
-1.0,1,2.254865
1.0,1,2.256057
-1.0,1,2.260353
-1.0,2,2.262283
-1.0,1,2.263398
1.0,1,2.267603
1.0,1,2.268878
-1.0,1,2.27425
-1.0,1,2.275299
-1.0,1,2.279483
-1.0,2,2.281415
-1.0,2,2.286312
0.0,2,2.289308
-1.0,3,2.297348
-1.0,1,2.299122
1.0,2,2.306119
-1.0,1,2.307514
1.0,1,2.308606
-1.0,1,2.309513
-1.0,2,2.315286
-1.0,1,2.31651
-1.0,1,2.317488
1.0,2,2.322211
-1.0,1,2.323241
1.0,1,2.324511
-1.0,2,2.329947
1.0,1,2.331101
-1.0,1,2.332346
-1.0,1,2.336258
-1.0,1,2.337486
-1.0,2,2.339472
1.0,1,2.343468
-1.0,2,2.345911
-1.0,2,2.351482
-1.0,2,2.354358
-1.0,1,2.355787
-1.0,1,2.35953
1.0,2,2.361919
-1.0,1,2.362962
-1.0,1,2.367482
1.0,3,2.371678
-1.0,2,2.38364
-1.0,2,2.386277
-1.0,1,2.391839
-1.0,1,2.393228
-1.0,1,2.394564
-1.0,1,2.395627
1.0,1,2.400019
-1.0,1,2.401046
1.0,1,2.402244
-1.0,2,2.406992
-1.0,1,2.408333
-1.0,1,2.409377
1.0,1,2.41046
-1.0,1,2.414719
-1.0,1,2.415952
-1.0,1,2.417017
1.0,1,2.418565
-1.0,2,2.424408
1.0,2,2.426664
-1.0,1,2.431169
-1.0,1,2.432371
-1.0,1,2.43364
-1.0,1,2.434921
-1.0,3,2.441848
1.0,1,2.443454
-1.0,1,2.447936
-1.0,2,2.449806
-1.0,1,2.450647
-1.0,1,2.454598
1.0,1,2.455676
1.0,2,2.457569
-1.0,1,2.461483
1.0,1,2.462635
-1.0,3,2.468962
1.0,1,2.470437
0.0,1,2.471732
1.0,2,2.477577
-1.0,3,2.484987
1.0,1,2.489176
-1.0,2,2.492367
1.0,1,2.493964
-1.0,1,2.49859
-1.0,1,2.500505
1.0,1,2.501819
0.0,1,2.503366
1.0,1,2.508365
0.0,1,2.5095
-1.0,2,2.511517
-1.0,1,2.515324
-1.0,1,2.51686
-1.0,1,2.518075
-1.0,2,2.527554
1.0,1,2.528919
-1.0,1,2.529964
1.0,2,2.535266
-1.0,1,2.536526
-1.0,1,2.53768
-1.0,1,2.539051
-1.0,1,2.543169
0.0,3,2.545989
-1.0,1,2.549841
-1.0,3,2.555237
-1.0,1,2.559788
-1.0,1,2.56122
-1.0,2,2.563202
-1.0,2,2.568428
-1.0,4,2.575751
1.0,1,2.576794
1.0,2,2.581784
-1.0,1,2.583008
-1.0,2,2.589675
1.0,1,2.595116
-1.0,2,2.598726
-1.0,2,2.604534
0.0,1,2.605968
-1.0,2,2.608767
-1.0,1,2.613062
1.0,1,2.614433
-1.0,1,2.616024
1.0,2,2.62118
-1.0,1,2.623308
-1.0,1,2.624576
1.0,1,2.625801
-1.0,1,2.629655
-1.0,2,2.632188
-1.0,1,2.63307
-1.0,2,2.63876
1.0,1,2.639978
1.0,1,2.640891
-1.0,3,2.648119
-1.0,1,2.649527
1.0,1,2.654345
-1.0,1,2.65542
-1.0,1,2.656702
1.0,2,2.662135
-1.0,1,2.663065
-1.0,1,2.664315
1.0,4,2.672212
-1.0,1,2.673244
-1.0,1,2.677261
-1.0,1,2.67851
-1.0,2,2.680812
-1.0,1,2.685712
-1.0,2,2.692617
-1.0,1,2.694349
-1.0,3,2.701993
-1.0,1,2.703024
-1.0,1,2.707657
-1.0,1,2.708788
1.0,2,2.71118
-1.0,1,2.715214
-1.0,2,2.717396
-1.0,1,2.71821
-1.0,2,2.723011
1.0,1,2.724204
1.0,1,2.725446
-1.0,1,2.730008
-1.0,1,2.731171
-1.0,2,2.733945
-1.0,2,2.739263
-1.0,1,2.740497
-1.0,1,2.741385
-1.0,2,2.747257
-1.0,1,2.748353
-1.0,1,2.750365
-1.0,1,2.754364
-1.0,2,2.75793
-1.0,1,2.759217
-1.0,1,2.763557
-1.0,1,2.765253
-1.0,2,2.767766
-1.0,2,2.773014
1.0,3,2.779419
1.0,1,2.780679
1.0,1,2.781791
1.0,2,2.78713
1.0,1,2.788281
-1.0,1,2.789218
-1.0,2,2.79676
-1.0,2,2.799899
-1.0,1,2.801049
-1.0,1,2.805577
0.0,1,2.806986
0.0,2,2.810015
1.0,1,2.814507
-1.0,1,2.815834
-1.0,1,2.817638
-1.0,1,2.818689
1.0,2,2.824574
-1.0,1,2.826416
1.0,1,2.828018
-1.0,1,2.832696
-1.0,1,2.83373
-1.0,1,2.834781
-1.0,1,2.835668
-1.0,1,2.839791
1.0,1,2.841369
-1.0,1,2.842568
-1.0,1,2.843782
-1.0,1,2.84766
-1.0,2,2.850235
-1.0,1,2.851954
1.0,1,2.856647
-1.0,1,2.858012
-1.0,1,2.85927
-1.0,1,2.860628
1.0,3,2.867141
1.0,1,2.868331
-1.0,1,2.872581
-1.0,1,2.874254
1.0,2,2.877425
1.0,1,2.881558
1.0,1,2.883414
1.0,1,2.884502
-1.0,1,2.885436
-1.0,1,2.889948
-1.0,1,2.891279
1.0,3,2.902998
-1.0,2,2.905812
-1.0,1,2.906932
-1.0,1,2.910986
1.0,3,2.915425
-1.0,1,2.919771
-1.0,1,2.921272
-1.0,1,2.922674
-1.0,1,2.924028
-1.0,1,2.928431
-1.0,1,2.929825
-1.0,1,2.930966
1.0,1,2.93203
-1.0,1,2.936135
1.0,1,2.937593
-1.0,2,2.940444
-1.0,1,2.945332
-1.0,1,2.946528
1.0,1,2.947704
1.0,2,2.953712
-1.0,1,2.955052
1.0,1,2.956376
1.0,2,2.96182
-1.0,1,2.96348
-1.0,1,2.964984
-1.0,3,2.972102
-1.0,1,2.973302
-1.0,2,2.979589
1.0,1,2.981014
-1.0,1,2.982517
-1.0,1,2.98374
-1.0,2,2.989166
-1.0,1,2.990167
0.0,1,2.991173
1.0,1,2.995355
-1.0,1,2.996593
1.0,1,2.997517
1.0,1,2.998398
-1.0,1,3.00631
1.0,1,3.007895
1.0,2,3.010814
-1.0,2,3.016873
-1.0,1,3.017813
-1.0,1,3.019508
1.0,1,3.023981
-1.0,1,3.025753
-1.0,1,3.027251
1.0,3,3.035122
-1.0,1,3.036625
1.0,1,3.037887
-1.0,1,3.042401
-1.0,1,3.044056
0.0,2,3.0485
0.0,1,3.054249
-1.0,1,3.055592
-1.0,2,3.058018
1.0,2,3.063432
1.0,2,3.065226
1.0,1,3.069023
1.0,2,3.071146
-1.0,2,3.076673
1.0,1,3.078075
1.0,2,3.080817
-1.0,1,3.084963
-1.0,2,3.087504
1.0,1,3.088853
-1.0,1,3.093272
-1.0,3,3.096593
1.0,1,3.100605
1.0,2,3.108216
-1.0,2,3.11489
-1.0,3,3.119224
-1.0,1,3.123769
1.0,1,3.125325
-1.0,1,3.126817
-1.0,1,3.128065
-1.0,2,3.134358
1.0,1,3.135646
-1.0,2,3.141116
-1.0,1,3.142662
-1.0,1,3.143697
-1.0,1,3.144918
-1.0,2,3.149927
0.0,1,3.150854
-1.0,2,3.156216
-1.0,2,3.159529
0.0,1,3.160681
-1.0,1,3.164993
-1.0,1,3.166391
-1.0,1,3.167992
-1.0,2,3.173693
-1.0,1,3.174865
-1.0,1,3.176009
-1.0,1,3.177356
-1.0,5,3.190155
1.0,1,3.191569
-1.0,1,3.192786
-1.0,1,3.193848
1.0,1,3.197719
-1.0,2,3.199576
-1.0,1,3.200645
1.0,2,3.205971
-1.0,2,3.211424
-1.0,3,3.219882
-1.0,2,3.227226
1.0,1,3.22858
1.0,1,3.229483
1.0,1,3.230359
1.0,1,3.234411
-1.0,1,3.235763
-1.0,1,3.237236
1.0,1,3.23827
-1.0,2,3.243585
-1.0,2,3.246525
1.0,2,3.251786
-1.0,1,3.252958
-1.0,2,3.259305
1.0,1,3.260529
1.0,1,3.261747
-1.0,1,3.26342
-1.0,1,3.267962
-1.0,1,3.269211
1.0,1,3.270447
1.0,1,3.271374
-1.0,1,3.275429
-1.0,2,3.277876
1.0,2,3.28339
-1.0,3,3.287465
-1.0,1,3.29163
-1.0,1,3.292894
-1.0,2,3.294909
-1.0,1,3.29901
-1.0,1,3.300427
1.0,1,3.301717
-1.0,1,3.302837
-1.0,2,3.308679
-1.0,1,3.30985
1.0,1,3.315786
1.0,1,3.320755
-1.0,1,3.322122
1.0,1,3.3236
-1.0,1,3.325025
1.0,2,3.331866
-1.0,1,3.333441
-1.0,1,3.334559
1.0,3,3.341109
1.0,1,3.342177
1.0,2,3.347828
-1.0,1,3.349694
-1.0,2,3.35583
-1.0,1,3.357191
-1.0,1,3.359103
0.0,2,3.364833
-1.0,1,3.366354
-1.0,1,3.367493
1.0,1,3.369076
-1.0,1,3.373662
-1.0,2,3.376418
-1.0,3,3.383132
-1.0,1,3.384233
1.0,1,3.385331
-1.0,1,3.38921
-1.0,1,3.390424
1.0,2,3.392863
-1.0,1,3.396778
-1.0,2,3.398801
-1.0,1,3.400039
-1.0,1,3.404661
1.0,1,3.406183
1.0,1,3.407223
1.0,2,3.412332
1.0,3,3.415425
-1.0,1,3.424417
-1.0,1,3.427634
1.0,1,3.429103
-1.0,1,3.430416
1.0,1,3.434563
1.0,1,3.436124
-1.0,1,3.4375
-1.0,1,3.439012
-1.0,1,3.443529
-1.0,2,3.446252
1.0,1,3.447439
-1.0,2,3.453455
-1.0,2,3.455775
1.0,2,3.461521
-1.0,1,3.4628
-1.0,1,3.464386
-1.0,1,3.469283
-1.0,1,3.470436
-1.0,1,3.471458
1.0,2,3.476753
-1.0,1,3.477815
-1.0,1,3.478796
1.0,1,3.480429
-1.0,3,3.487597
1.0,1,3.488868
-1.0,1,3.493788
-1.0,1,3.49511
-1.0,1,3.496308
-1.0,1,3.497148
-1.0,2,3.502462
-1.0,1,3.503693
1.0,1,3.504769
1.0,1,3.509104
-1.0,1,3.510729
1.0,1,3.511979
0.0,3,3.519941
-1.0,1,3.525875
1.0,2,3.532064
-1.0,1,3.533353
1.0,2,3.536797
0.0,2,3.542571
1.0,2,3.545144
-1.0,1,3.549693
1.0,2,3.552522
1.0,1,3.55424
1.0,1,3.558606
1.0,1,3.559835
1.0,1,3.561379
-1.0,1,3.5635
-1.0,1,3.567895
-1.0,1,3.569059
-1.0,1,3.570303
-1.0,1,3.571763
-1.0,3,3.578178
1.0,1,3.579082
-1.0,1,3.583255
-1.0,2,3.585741
-1.0,1,3.586774
-1.0,1,3.593883
-1.0,2,3.596833
1.0,1,3.598062
1.0,2,3.610303
-1.0,2,3.615305
-1.0,2,3.622777
-1.0,1,3.624021
-1.0,1,3.629019
-1.0,1,3.633835
1.0,1,3.635784
1.0,3,3.642285
-1.0,1,3.643579
1.0,1,3.646187
-1.0,1,3.647553
-1.0,3,3.654594
-1.0,1,3.655941
1.0,2,3.661181
-1.0,1,3.662506
-1.0,2,3.668637
-1.0,1,3.670163
-1.0,2,3.672626
-1.0,1,3.67669
-1.0,1,3.678195
-1.0,1,3.679577
-1.0,1,3.680683
-1.0,1,3.684883
-1.0,1,3.685973
-1.0,1,3.687386
0.0,1,3.688554
-1.0,2,3.694221
-1.0,1,3.69554
-1.0,1,3.697031
-1.0,1,3.701536
-1.0,1,3.702987
0.0,1,3.704863
1.0,1,3.706511
1.0,1,3.710502
-1.0,2,3.714046
-1.0,2,3.71948
-1.0,2,3.72208
-1.0,2,3.72755
-1.0,1,3.734097
-1.0,2,3.736882
1.0,2,3.743457
-1.0,1,3.744841
1.0,2,3.755485
-1.0,1,3.757764
-1.0,1,3.759993
-1.0,1,3.762905
-1.0,1,3.76774
-1.0,1,3.769152
-1.0,2,3.772081
-1.0,1,3.776606
1.0,1,3.778002
1.0,3,3.784822
-1.0,2,3.786679
-1.0,1,3.787878
-1.0,1,3.792704
-1.0,1,3.793905
-1.0,1,3.79489
-1.0,2,3.800167
-1.0,1,3.801524
1.0,1,3.802711
-1.0,2,3.807931
-1.0,1,3.809116
1.0,1,3.810641
-1.0,1,3.8119
1.0,1,3.81606
-1.0,1,3.817224
-1.0,1,3.818413
-1.0,1,3.819731
-1.0,1,3.823883
-1.0,1,3.82515
-1.0,2,3.827669
1.0,1,3.831903
-1.0,1,3.833062
-1.0,1,3.837109
-1.0,1,3.83883
-1.0,1,3.843422
1.0,1,3.84553
-1.0,1,3.847119
1.0,1,3.848393
-1.0,1,3.852905
1.0,1,3.854395
1.0,1,3.855891
1.0,2,3.862266
-1.0,1,3.863445
1.0,2,3.86807
-1.0,1,3.876486
1.0,1,3.878828
1.0,1,3.884827
-1.0,1,3.88645
-1.0,1,3.891576
-1.0,1,3.893232
-1.0,1,3.894615
-1.0,1,3.896393
1.0,1,3.901237
-1.0,2,3.904491
1.0,1,3.905944
-1.0,2,3.912004
-1.0,2,3.91468
-1.0,2,3.920458
-1.0,1,3.921752
-1.0,1,3.922916
-1.0,1,3.927608
-1.0,1,3.928959
1.0,1,3.930195
1.0,2,3.935878
-1.0,2,3.941296
-1.0,1,3.942348
-1.0,2,3.947651
1.0,1,3.949061
1.0,1,3.950316
1.0,1,3.954758
-1.0,1,3.957145
1.0,1,3.958977
-1.0,1,3.96132
1.0,1,3.96828
-1.0,1,3.969726
-1.0,2,3.973209
0.0,1,3.97793
-1.0,1,3.979171
-1.0,1,3.980524
-1.0,2,3.98624
-1.0,1,3.987414
-1.0,1,3.988453
-1.0,2,3.994681
-1.0,2,3.997795
1.0,2,4.003786
-1.0,1,4.004957
-1.0,1,4.006221
1.0,1,4.007542
-1.0,1,4.012072
-1.0,1,4.014443
-1.0,1,4.016468
-1.0,1,4.017881
-1.0,1,4.022943
1.0,1,4.02421
1.0,2,4.026976
-1.0,1,4.031161
-1.0,2,4.034333
-1.0,1,4.036388
-1.0,3,4.048642
1.0,1,4.05016
1.0,1,4.054524
-1.0,2,4.057674
-1.0,1,4.058788
-1.0,1,4.06316
-1.0,2,4.065842
-1.0,1,4.067171
1.0,1,4.079173
0.0,1,4.080705
-1.0,1,4.082097
1.0,1,4.083344
1.0,2,4.089156
1.0,1,4.089983
-1.0,1,4.090777
1.0,1,4.10341
1.0,1,4.104804
1.0,1,4.106441
1.0,2,4.112516
-1.0,1,4.114638
-1.0,2,4.11717
1.0,1,4.121737
-1.0,1,4.122961
1.0,1,4.124341
-1.0,1,4.125982
-1.0,1,4.130034
-1.0,1,4.131445
0.0,2,4.134037
1.0,2,4.141469
-1.0,1,4.142884
-1.0,1,4.144125
-1.0,1,4.151957
-1.0,2,4.154209
1.0,1,4.155052
1.0,2,4.161651
1.0,1,4.163952
-1.0,1,4.165166
-1.0,2,4.172894
-1.0,2,4.178202
-1.0,2,4.183873
-1.0,1,4.18507
-1.0,1,4.186238
-1.0,2,4.1929
1.0,2,4.195745
-1.0,1,4.200268
0.0,2,4.203055
-1.0,1,4.204296
-1.0,1,4.20864
1.0,1,4.210354
1.0,1,4.211703
1.0,1,4.212855
1.0,1,4.217425
1.0,1,4.218911
-1.0,1,4.22077
-1.0,1,4.222247
-1.0,1,4.22685
-1.0,1,4.228141
-1.0,1,4.229411
-1.0,1,4.23054
-1.0,1,4.23524
-1.0,1,4.23669
1.0,1,4.238037
-1.0,1,4.239292
-1.0,2,4.244901
-1.0,2,4.248153
-1.0,1,4.256579
-1.0,1,4.257941
1.0,3,4.265814
-1.0,1,4.267307
1.0,1,4.268597
-1.0,2,4.273918
1.0,1,4.275562
1.0,1,4.276734
-1.0,2,4.281697
-1.0,2,4.283939
-1.0,1,4.285224
0.0,1,4.289909
1.0,1,4.291721
-1.0,2,4.295167
-1.0,1,4.300344
1.0,1,4.301615
-1.0,2,4.30377
1.0,2,4.311078
-1.0,3,4.319568
-1.0,1,4.32129
-1.0,1,4.322595
-1.0,1,4.323825
1.0,2,4.329212
-1.0,1,4.330513
-1.0,1,4.332582
1.0,2,4.338449
-1.0,2,4.341042
1.0,1,4.345326
-1.0,2,4.347989
-1.0,1,4.349755
-1.0,2,4.359217
-1.0,1,4.36055
1.0,1,4.362509
-1.0,1,4.367305
1.0,1,4.36907
1.0,2,4.37213
-1.0,2,4.380538
1.0,1,4.381563
1.0,1,4.382657
1.0,1,4.38673
1.0,1,4.388029
1.0,3,4.394314
-1.0,1,4.395112
-1.0,1,4.396099
-1.0,2,4.401287
-1.0,1,4.40299
1.0,1,4.4046
0.0,1,4.405748
-1.0,1,4.410379
-1.0,1,4.411561
1.0,4,4.420123
-1.0,1,4.421154
1.0,2,4.426303
-1.0,2,4.428647
-1.0,1,4.429792
0.0,1,4.433643
-1.0,1,4.434605
1.0,1,4.435407
