#{"t_start": 1734366089.124414, "env_id": "Blackjack-v1"}
r,l,t
1.0,1,1.790282
-1.0,2,1.798414
-1.0,1,1.799996
-1.0,2,1.808504
-1.0,1,1.809716
1.0,2,1.812083
1.0,1,1.81598
1.0,1,1.816986
-1.0,1,1.817898
1.0,1,1.818731
-1.0,2,1.823104
-1.0,2,1.824754
0.0,1,1.828588
1.0,1,1.829479
-1.0,1,1.830432
-1.0,1,1.831301
-1.0,1,1.834934
1.0,2,1.836663
-1.0,2,1.841383
1.0,2,1.843267
-1.0,1,1.844214
-1.0,1,1.848572
-1.0,1,1.84941
1.0,2,1.850986
-1.0,1,1.854512
-1.0,1,1.855364
-1.0,2,1.857294
1.0,2,1.862224
-1.0,1,1.863105
1.0,1,1.864002
1.0,1,1.867972
1.0,1,1.869165
1.0,1,1.870305
1.0,2,1.880998
1.0,1,1.882542
1.0,1,1.883842
-1.0,2,1.889961
1.0,2,1.891923
-1.0,1,1.893312
-1.0,2,1.897793
-1.0,1,1.898639
-1.0,1,1.899571
-1.0,1,1.903209
-1.0,1,1.904192
-1.0,3,1.910581
-1.0,1,1.911576
1.0,1,1.912531
-1.0,2,1.91694
-1.0,1,1.919594
-1.0,2,1.924842
-1.0,1,1.928966
-1.0,1,1.930185
-1.0,1,1.931412
-1.0,2,1.936133
-1.0,1,1.937078
-1.0,2,1.938615
1.0,1,1.942117
1.0,1,1.943081
-1.0,1,1.944006
-1.0,1,1.94492
-1.0,1,1.949284
0.0,2,1.951179
-1.0,1,1.951956
1.0,1,1.955725
-1.0,4,1.962219
-1.0,1,1.963382
-1.0,1,1.965275
1.0,1,1.966336
-1.0,1,1.97015
-1.0,1,1.971056
-1.0,1,1.971956
1.0,1,1.973223
-1.0,2,1.983183
1.0,1,1.984742
1.0,2,1.990375
-1.0,1,1.991721
0.0,1,1.993534
-1.0,1,1.994456
-1.0,1,1.998025
1.0,2,1.999818
-1.0,2,2.004493
-1.0,1,2.005458
-1.0,1,2.006504
1.0,1,2.007441
1.0,2,2.012018
-1.0,1,2.012999
-1.0,2,2.017422
-1.0,2,2.019359
-1.0,2,2.023547
1.0,1,2.026306
-1.0,1,2.027296
-1.0,2,2.032362
1.0,1,2.033422
-1.0,1,2.034324
-1.0,1,2.035227
-1.0,2,2.039988
-1.0,1,2.040915
-1.0,2,2.045269
-1.0,2,2.047039
1.0,1,2.047978
1.0,1,2.051565
-1.0,2,2.0535
1.0,3,2.060246
-1.0,1,2.061146
0.0,1,2.062399
-1.0,4,2.0703
1.0,2,2.07604
-1.0,2,2.077774
1.0,1,2.082282
0.0,1,2.083528
-1.0,1,2.09005
1.0,1,2.091334
-1.0,1,2.096517
1.0,2,2.099199
-1.0,2,2.104244
-1.0,2,2.106714
-1.0,4,2.114728
-1.0,1,2.116209
-1.0,1,2.120336
-1.0,1,2.1216
-1.0,1,2.122799
1.0,1,2.12394
-1.0,2,2.129304
-1.0,1,2.130294
-1.0,1,2.131135
-1.0,1,2.13459
-1.0,1,2.135919
-1.0,1,2.137097
1.0,1,2.138156
1.0,1,2.142098
0.0,3,2.146122
-1.0,1,2.150052
1.0,1,2.151333
-1.0,1,2.152215
-1.0,1,2.153211
-1.0,1,2.157208
-1.0,2,2.159602
-1.0,1,2.160846
-1.0,3,2.168338
-1.0,1,2.169451
1.0,1,2.173335
-1.0,2,2.175592
1.0,1,2.176911
1.0,1,2.180948
-1.0,1,2.182001
1.0,1,2.183177
-1.0,1,2.184101
-1.0,2,2.193656
-1.0,1,2.19486
-1.0,4,2.2022
1.0,2,2.20711
-1.0,2,2.21011
1.0,1,2.211134
1.0,1,2.215014
-1.0,1,2.21817
-1.0,1,2.219958
0.0,2,2.226806
-1.0,1,2.227944
-1.0,2,2.230257
-1.0,1,2.234675
-1.0,1,2.236043
1.0,1,2.2373
0.0,1,2.23824
1.0,1,2.242102
1.0,2,2.243979
-1.0,1,2.245232
-1.0,2,2.250685
1.0,1,2.251795
-1.0,1,2.253057
-1.0,1,2.257007
0.0,2,2.259321
1.0,1,2.260269
1.0,2,2.265272
1.0,1,2.26657
-1.0,2,2.272314
-1.0,2,2.275165
-1.0,1,2.276599
-1.0,1,2.280275
1.0,1,2.281531
1.0,1,2.282651
-1.0,1,2.283783
-1.0,1,2.288144
1.0,1,2.289492
-1.0,1,2.291125
1.0,1,2.292553
-1.0,2,2.304276
-1.0,1,2.305743
-1.0,1,2.307026
-1.0,2,2.314095
-1.0,1,2.315304
1.0,2,2.320841
-1.0,1,2.321751
1.0,1,2.322993
-1.0,3,2.329029
1.0,1,2.33027
-1.0,1,2.331191
-1.0,1,2.335529
-1.0,1,2.336615
-1.0,1,2.337592
-1.0,2,2.343858
-1.0,1,2.345108
-1.0,1,2.346265
-1.0,2,2.351942
-1.0,1,2.353098
-1.0,1,2.354284
-1.0,1,2.355717
-1.0,2,2.361367
-1.0,4,2.369561
1.0,1,2.370521
1.0,1,2.371333
-1.0,1,2.375361
1.0,1,2.376433
-1.0,1,2.377371
1.0,2,2.382194
-1.0,1,2.38333
-1.0,1,2.384684
-1.0,1,2.385502
-1.0,1,2.38963
-1.0,1,2.391077
1.0,1,2.392457
-1.0,1,2.393717
-1.0,1,2.398304
1.0,1,2.399609
1.0,2,2.405695
1.0,1,2.410177
-1.0,1,2.411646
-1.0,1,2.413031
1.0,1,2.414687
1.0,1,2.419419
-1.0,1,2.421102
-1.0,1,2.422684
-1.0,1,2.424379
-1.0,1,2.428991
-1.0,1,2.430261
-1.0,1,2.431258
-1.0,2,2.436251
-1.0,1,2.437665
-1.0,1,2.438888
0.0,3,2.449632
-1.0,1,2.450677
1.0,2,2.455907
1.0,2,2.458562
1.0,1,2.459768
-1.0,1,2.463907
-1.0,1,2.464995
1.0,1,2.465855
1.0,1,2.466778
1.0,1,2.470636
-1.0,1,2.472208
0.0,2,2.475889
-1.0,1,2.480699
-1.0,2,2.483013
-1.0,1,2.483931
-1.0,1,2.488051
-1.0,1,2.489297
-1.0,1,2.490321
-1.0,2,2.495247
-1.0,1,2.496506
-1.0,1,2.497508
-1.0,1,2.498357
-1.0,2,2.50375
1.0,1,2.508737
1.0,2,2.515775
1.0,1,2.517644
0.0,4,2.52672
-1.0,1,2.528213
-1.0,1,2.529502
-1.0,1,2.533741
1.0,1,2.535232
-1.0,1,2.536697
-1.0,1,2.537901
1.0,1,2.542123
-1.0,1,2.543965
-1.0,2,2.546471
1.0,1,2.55034
-1.0,1,2.551432
-1.0,2,2.553839
1.0,1,2.557825
1.0,3,2.561598
0.0,2,2.567134
-1.0,1,2.568797
-1.0,1,2.570319
-1.0,2,2.576065
-1.0,1,2.57735
1.0,1,2.578637
-1.0,1,2.582835
-1.0,2,2.585101
-1.0,1,2.58611
-1.0,1,2.589993
-1.0,1,2.591293
-1.0,1,2.59285
-1.0,1,2.593944
1.0,2,2.599347
-1.0,2,2.601706
-1.0,1,2.606657
-1.0,1,2.607816
-1.0,1,2.613377
-1.0,1,2.615117
-1.0,1,2.620401
-1.0,1,2.621754
1.0,1,2.622747
1.0,1,2.623818
-1.0,1,2.628238
-1.0,1,2.629473
-1.0,1,2.630454
1.0,1,2.631865
-1.0,1,2.6359
1.0,3,2.638992
-1.0,2,2.643646
-1.0,1,2.644947
1.0,2,2.650796
1.0,3,2.654752
1.0,1,2.659042
1.0,2,2.661077
-1.0,2,2.666596
1.0,1,2.66794
1.0,1,2.669188
-1.0,1,2.67104
-1.0,1,2.675243
-1.0,2,2.678646
1.0,1,2.680005
-1.0,1,2.684358
-1.0,1,2.685959
1.0,1,2.687206
-1.0,2,2.692728
0.0,1,2.693883
-1.0,1,2.694993
1.0,2,2.700209
-1.0,1,2.701312
-1.0,1,2.702312
-1.0,1,2.703331
-1.0,1,2.707847
-1.0,1,2.708912
1.0,1,2.709937
-1.0,1,2.71078
0.0,2,2.718939
-1.0,1,2.720575
1.0,2,2.726327
0.0,1,2.727767
1.0,1,2.729113
-1.0,1,2.730756
-1.0,1,2.735121
-1.0,1,2.736639
-1.0,1,2.738476
-1.0,1,2.739562
-1.0,1,2.743837
-1.0,2,2.747249
1.0,1,2.748773
-1.0,1,2.753433
1.0,1,2.754598
-1.0,1,2.755451
-1.0,2,2.760473
-1.0,1,2.762011
1.0,1,2.763294
-1.0,2,2.76858
-1.0,1,2.769787
-1.0,1,2.771195
-1.0,1,2.772633
-1.0,2,2.778916
1.0,1,2.780217
-1.0,1,2.781289
-1.0,1,2.785547
-1.0,2,2.787967
1.0,1,2.788931
1.0,3,2.796211
1.0,1,2.798184
-1.0,1,2.80226
-1.0,1,2.804224
1.0,1,2.805175
-1.0,1,2.806171
-1.0,1,2.810828
-1.0,1,2.811943
-1.0,2,2.814257
-1.0,1,2.823743
-1.0,3,2.827608
-1.0,1,2.831764
-1.0,1,2.833035
-1.0,1,2.834674
1.0,1,2.835987
-1.0,2,2.842057
1.0,1,2.843269
-1.0,2,2.849247
1.0,2,2.851707
-1.0,1,2.85276
-1.0,2,2.858119
-1.0,1,2.859557
-1.0,2,2.865991
1.0,1,2.867387
-1.0,1,2.868467
0.0,2,2.874679
-1.0,1,2.875782
1.0,2,2.878435
1.0,1,2.882713
1.0,1,2.884023
-1.0,1,2.885754
-1.0,1,2.887299
-1.0,1,2.891575
-1.0,1,2.892811
-1.0,3,2.900368
1.0,1,2.901847
-1.0,1,2.90298
-1.0,1,2.904524
-1.0,1,2.908613
-1.0,1,2.909829
1.0,3,2.915842
-1.0,1,2.917227
-1.0,2,2.919148
-1.0,1,2.926923
1.0,1,2.92862
1.0,1,2.930141
1.0,2,2.936427
-1.0,2,2.938457
-1.0,1,2.940258
1.0,1,2.944779
-1.0,1,2.946351
-1.0,1,2.948104
1.0,2,2.953669
1.0,1,2.955938
-1.0,2,2.958533
-1.0,2,2.964843
-1.0,1,2.967328
-1.0,1,2.96919
-1.0,1,2.975095
1.0,3,2.978807
-1.0,1,2.982781
-1.0,3,2.985961
1.0,1,2.989764
1.0,1,2.99094
-1.0,1,2.992037
1.0,1,2.993299
0.0,1,2.997429
1.0,1,2.998853
1.0,1,3.000303
-1.0,2,3.005758
1.0,1,3.006732
1.0,1,3.008191
1.0,1,3.009683
1.0,1,3.014017
1.0,1,3.01503
-1.0,2,3.017316
1.0,1,3.02134
1.0,1,3.022467
-1.0,1,3.028967
-1.0,1,3.030373
-1.0,1,3.035749
1.0,1,3.037665
-1.0,4,3.04608
1.0,2,3.049018
-1.0,1,3.053633
-1.0,2,3.056532
1.0,2,3.062034
1.0,3,3.065665
-1.0,2,3.070675
-1.0,1,3.071648
1.0,1,3.072545
-1.0,1,3.076985
-1.0,1,3.079014
-1.0,2,3.08145
-1.0,1,3.085706
1.0,1,3.08721
-1.0,1,3.088708
-1.0,1,3.090034
-1.0,1,3.094433
-1.0,1,3.095537
-1.0,1,3.096782
-1.0,1,3.097776
-1.0,1,3.102439
-1.0,1,3.103556
1.0,1,3.10511
-1.0,2,3.110848
-1.0,1,3.112399
-1.0,1,3.113486
-1.0,1,3.114636
-1.0,2,3.119416
-1.0,1,3.12033
-1.0,1,3.121395
1.0,1,3.125341
0.0,1,3.126364
-1.0,3,3.136674
-1.0,1,3.13892
-1.0,1,3.140693
-1.0,2,3.148146
-1.0,2,3.150132
1.0,1,3.151107
-1.0,1,3.155303
-1.0,1,3.156667
-1.0,1,3.157855
1.0,1,3.159117
-1.0,1,3.163272
-1.0,2,3.166298
-1.0,1,3.167315
-1.0,1,3.171235
1.0,1,3.172537
-1.0,1,3.173729
-1.0,1,3.174817
1.0,2,3.181169
1.0,1,3.182561
1.0,1,3.184004
-1.0,1,3.188657
-1.0,1,3.189839
-1.0,1,3.191087
-1.0,2,3.196234
-1.0,2,3.198609
-1.0,2,3.204031
-1.0,2,3.206222
-1.0,1,3.208296
1.0,1,3.212146
-1.0,1,3.21351
-1.0,1,3.214728
-1.0,1,3.215662
-1.0,2,3.221202
-1.0,1,3.222214
-1.0,1,3.223554
1.0,3,3.230327
-1.0,1,3.236468
1.0,2,3.24292
-1.0,1,3.244379
-1.0,1,3.245885
1.0,1,3.251423
-1.0,1,3.252697
-1.0,1,3.254232
1.0,1,3.255327
0.0,2,3.260854
-1.0,1,3.261744
-1.0,1,3.262853
-1.0,1,3.267119
-1.0,1,3.268635
1.0,1,3.270411
-1.0,1,3.272074
-1.0,2,3.278013
-1.0,1,3.280073
-1.0,2,3.285665
-1.0,3,3.289737
1.0,1,3.294436
-1.0,2,3.29719
1.0,1,3.298491
-1.0,1,3.302682
-1.0,1,3.303852
-1.0,1,3.304903
-1.0,2,3.309919
-1.0,1,3.311062
-1.0,1,3.312406
-1.0,1,3.313563
-1.0,1,3.317517
-1.0,3,3.320795
-1.0,1,3.325363
-1.0,1,3.326843
-1.0,1,3.328139
-1.0,1,3.32909
1.0,1,3.333213
-1.0,1,3.334263
-1.0,2,3.336044
1.0,1,3.345252
1.0,1,3.348106
-1.0,2,3.351201
-1.0,1,3.355431
-1.0,2,3.358413
-1.0,2,3.364426
-1.0,1,3.365565
1.0,1,3.366859
1.0,1,3.368132
-1.0,1,3.372739
-1.0,1,3.374274
-1.0,1,3.375519
1.0,1,3.376602
-1.0,1,3.380801
1.0,1,3.382384
-1.0,1,3.38357
-1.0,2,3.389906
-1.0,1,3.391167
-1.0,2,3.392984
-1.0,1,3.397342
1.0,2,3.399676
-1.0,1,3.401218
-1.0,1,3.405265
-1.0,1,3.406843
-1.0,3,3.414726
1.0,2,3.417039
0.0,1,3.417937
-1.0,2,3.423286
-1.0,2,3.425507
-1.0,1,3.429977
-1.0,1,3.431488
0.0,1,3.432739
-1.0,1,3.434413
-1.0,1,3.438855
-1.0,1,3.440859
1.0,1,3.446723
-1.0,1,3.447957
-1.0,2,3.454143
1.0,1,3.456056
-1.0,1,3.457502
-1.0,2,3.463305
1.0,1,3.464556
-1.0,1,3.465931
0.0,1,3.47049
-1.0,1,3.471905
-1.0,1,3.473199
1.0,1,3.475001
1.0,1,3.479262
-1.0,1,3.480535
-1.0,1,3.482157
0.0,1,3.484011
-1.0,1,3.488675
-1.0,1,3.489769
-1.0,2,3.492481
1.0,3,3.498954
-1.0,1,3.499868
-1.0,1,3.504014
-1.0,1,3.505462
-1.0,1,3.506477
-1.0,2,3.514762
-1.0,1,3.516464
-1.0,1,3.517566
-1.0,1,3.518619
-1.0,1,3.528821
-1.0,1,3.531247
-1.0,1,3.533195
-1.0,2,3.542348
-1.0,1,3.543669
-1.0,1,3.544787
-1.0,1,3.549591
-1.0,1,3.554368
1.0,1,3.556548
1.0,1,3.557763
-1.0,2,3.563087
1.0,1,3.564366
-1.0,2,3.568167
-1.0,1,3.572869
-1.0,1,3.574136
1.0,3,3.580558
-1.0,2,3.583384
-1.0,1,3.584973
-1.0,1,3.589518
1.0,1,3.59097
-1.0,1,3.592164
0.0,2,3.597305
-1.0,1,3.598967
-1.0,2,3.601505
-1.0,1,3.605662
-1.0,1,3.606827
1.0,1,3.608057
1.0,2,3.613635
-1.0,2,3.616351
1.0,1,3.61796
-1.0,1,3.622328
-1.0,1,3.623904
-1.0,1,3.62562
-1.0,2,3.631265
-1.0,1,3.633532
1.0,2,3.636063
-1.0,1,3.640105
1.0,1,3.641458
-1.0,3,3.648302
-1.0,1,3.654885
-1.0,3,3.662619
-1.0,2,3.665718
-1.0,1,3.667314
-1.0,2,3.678531
-1.0,1,3.681033
-1.0,1,3.683856
-1.0,1,3.68863
-1.0,1,3.690008
-1.0,1,3.691496
-1.0,1,3.692851
-1.0,1,3.69736
-1.0,1,3.698803
-1.0,2,3.701416
1.0,1,3.705562
-1.0,1,3.706585
-1.0,1,3.707452
-1.0,1,3.708676
1.0,1,3.7134
-1.0,2,3.715655
-1.0,1,3.717045
1.0,1,3.720837
1.0,1,3.722309
-1.0,1,3.723492
-1.0,1,3.72467
1.0,1,3.728673
-1.0,1,3.729945
1.0,2,3.732683
-1.0,1,3.736757
1.0,2,3.739216
1.0,1,3.740514
-1.0,1,3.744592
-1.0,2,3.747189
1.0,3,3.753887
1.0,1,3.757905
-1.0,2,3.764146
1.0,1,3.766444
-1.0,1,3.767788
-1.0,1,3.769157
-1.0,2,3.774977
1.0,1,3.776615
-1.0,1,3.77854
1.0,2,3.784332
-1.0,1,3.786069
1.0,2,3.797254
-1.0,1,3.799718
-1.0,1,3.805464
-1.0,1,3.807293
-1.0,2,3.813973
-1.0,1,3.815379
-1.0,1,3.817193
-1.0,1,3.822036
-1.0,1,3.82319
1.0,1,3.825342
-1.0,2,3.83146
-1.0,1,3.832711
-1.0,1,3.834201
-1.0,2,3.839767
-1.0,1,3.841159
-1.0,1,3.842295
-1.0,1,3.84355
1.0,2,3.849652
0.0,2,3.852323
1.0,3,3.861912
-1.0,1,3.863096
1.0,1,3.867245
-1.0,2,3.86957
1.0,2,3.875773
-1.0,1,3.877949
1.0,1,3.879974
1.0,1,3.881907
1.0,1,3.888878
1.0,2,3.891639
-1.0,1,3.893902
-1.0,1,3.898558
-1.0,1,3.900096
-1.0,2,3.902329
1.0,2,3.908112
-1.0,2,3.910934
-1.0,1,3.915441
-1.0,2,3.918568
1.0,1,3.92004
1.0,3,3.926969
1.0,1,3.928247
1.0,3,3.937323
-1.0,1,3.938669
1.0,2,3.945053
-1.0,1,3.946176
-1.0,1,3.947712
-1.0,1,3.951971
-1.0,1,3.953756
-1.0,2,3.957149
1.0,1,3.966496
0.0,1,3.967994
0.0,1,3.969319
1.0,1,3.970895
1.0,1,3.975358
1.0,2,3.978498
-1.0,1,3.979553
-1.0,1,3.983822
-1.0,1,3.985167
-1.0,1,3.98653
-1.0,1,3.988029
1.0,1,3.99994
-1.0,1,4.001401
-1.0,2,4.004189
-1.0,1,4.008838
1.0,1,4.009905
-1.0,1,4.010639
-1.0,1,4.011458
-1.0,1,4.024215
1.0,2,4.027424
1.0,1,4.029029
-1.0,1,4.033332
-1.0,1,4.03526
-1.0,1,4.036746
1.0,2,4.04256
1.0,1,4.044039
-1.0,1,4.045262
1.0,1,4.046869
-1.0,3,4.053812
-1.0,1,4.054965
1.0,2,4.062375
1.0,1,4.063744
-1.0,1,4.064829
1.0,2,4.073907
1.0,4,4.082467
1.0,1,4.08466
-1.0,1,4.085888
-1.0,2,4.093901
-1.0,1,4.095952
-1.0,1,4.099246
1.0,2,4.104796
-1.0,1,4.105979
-1.0,1,4.107095
1.0,1,4.112264
-1.0,2,4.115177
1.0,2,4.121456
1.0,1,4.122813
-1.0,2,4.125203
-1.0,2,4.130926
-1.0,2,4.13352
-1.0,2,4.139462
1.0,1,4.141475
1.0,2,4.147708
-1.0,1,4.148871
-1.0,1,4.150164
-1.0,3,4.157556
1.0,3,4.164585
1.0,1,4.165631
-1.0,1,4.167833
-1.0,1,4.169063
-1.0,2,4.1785
-1.0,1,4.180144
-1.0,2,4.186643
1.0,2,4.189224
-1.0,2,4.194735
1.0,1,4.196249
-1.0,1,4.197538
-1.0,2,4.20244
-1.0,2,4.204691
0.0,1,4.206124
-1.0,1,4.210585
-1.0,2,4.214402
-1.0,1,4.215916
-1.0,1,4.221088
-1.0,2,4.223345
-1.0,1,4.224499
-1.0,1,4.229343
1.0,2,4.233725
1.0,2,4.239998
-1.0,1,4.242229
-1.0,1,4.243418
0.0,2,4.248928
-1.0,2,4.251369
-1.0,1,4.253132
-1.0,3,4.260055
-1.0,2,4.266104
1.0,1,4.267673
-1.0,1,4.268961
-1.0,1,4.270511
-1.0,1,4.278482
-1.0,2,4.281461
1.0,1,4.283221
-1.0,1,4.288016
-1.0,2,4.290792
-1.0,2,4.299913
