neuron,iou,feature_length,best lab,w_nothing,w_left,w_main,w_right
496,0.438979447200567,7,(((((NOT Left Leg reach ground) AND V_x Low) OR V_x High) AND (NOT V_y High)) OR V_x High),-0.17816757,-0.22022234,-0.37109852,-0.121699184
435,0.437821442700778,4,((Angle Near 0 OR V_y Upward) AND (NOT Right Leg reach ground)),-0.7122824,-0.38480854,-0.7848799,-0.7388938
78,0.4308126764982742,6,((((V_y Low AND Y Coord Near Ground) OR X Coord Outside Wider Center) AND (NOT V_y High)) OR Left Leg reach ground),-0.43547,-0.4422278,-0.4216785,-0.44264552
251,0.4307065217391304,3,((V_y Low AND Y Coord Far From Ground) AND V_y High),-0.22257738,-0.20624664,-0.24315168,-0.23547362
341,0.4287703016241299,7,(((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND Angle Near 0) AND V_x Low) AND (NOT Left Leg reach ground)),-0.29649013,-0.22381592,-0.24474324,-0.20714056
456,0.4264453348597596,6,((((NOT V_y High) AND (X Coord In Center AND Y Coord Near Ground)) AND Angle Near 0) OR Right Leg reach ground),0.15279688,0.10366127,0.19178826,0.11738022
202,0.4257730289784685,6,((((NOT Right Leg reach ground) AND V_y Low) AND Angle Near 0) AND (NOT Left Leg reach ground)),-0.25275427,-0.2653288,-0.1833874,-0.24978405
247,0.4244186046511627,6,((((NOT Right Leg reach ground) AND Left Leg reach ground) OR V_x High) AND (NOT Y Coord Far From Ground)),0.07891415,0.16260377,0.08075787,-0.092336215
487,0.422177009155646,3,((V_y Low AND Y Coord Far From Ground) AND Angle Near 0),-0.3018676,-0.46341303,-0.27750003,-0.17767704
112,0.4163701067615658,6,((((V_y High OR X Coord Outside Wider Center) AND Angle Near 0) AND V_x Low) AND (NOT Right Leg reach ground)),-0.25519633,-0.21907948,-0.19317676,-0.19654769
178,0.3944687045123726,3,((V_x High AND V_y Low) AND Y Coord Far From Ground),-0.39155284,-0.27715582,-0.47498032,-0.574233
321,0.3916739319965126,8,(((((NOT Right Leg reach ground) AND Angle Near 0) AND (NOT V_y High)) AND (NOT V_y Upward)) AND V_x Low),-0.6185186,-0.6770583,-0.6117378,-0.29565048
413,0.3885869565217391,8,(((((NOT Right Leg reach ground) AND Angle Near 0) AND V_x Low) AND (NOT Left Leg reach ground)) AND (NOT X Coord Outside Wider Center)),-0.22379136,-0.29768986,-0.11120276,-0.16225535
71,0.3844393592677345,2,(Right Leg reach ground AND X Coord In Center),-0.48725435,-0.05636006,-0.17783676,-0.09062591
304,0.3835034013605442,8,(((((NOT V_y Low) AND Y Coord Near Ground) OR Large Angle) AND (NOT X Coord Outside Wider Center)) AND (NOT Left Leg reach ground)),-0.38861457,-0.3290736,-0.43019527,-0.15075208
486,0.3806875631951466,3,((V_x Low AND V_y High) AND Angle Near 0),-0.35420483,-0.2148291,-0.5065854,-0.4029348
404,0.3738367455463972,7,(((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND V_y Low) AND Angle Near 0) AND (NOT V_y High)),-0.14229925,-0.6071766,-0.50582343,-0.50940174
311,0.371520874751491,3,((Angle Near 0 AND Y Coord Far From Ground) OR V_x High),-0.21837507,-0.27170992,-0.11292584,-0.07639544
160,0.3667578999751182,6,(((Large Angle OR V_y High) AND (NOT Left Leg reach ground)) AND (NOT V_y Upward)),-0.005405233,-0.38821942,-0.39167315,-0.16634353
511,0.3656683057666517,5,(((Left Leg reach ground OR X Coord Outside Wider Center) AND V_x Low) AND (NOT Y Coord Far From Ground)),-0.2780895,-0.46693,-0.4235564,-0.51846695
346,0.3633850407003532,5,(((Large Angle OR Y Coord Near Ground) AND (NOT Left Leg reach ground)) OR V_x High),-0.33668587,-0.28764004,-0.2676829,-0.20214966
377,0.3572949074832159,5,(((Large Angle OR Y Coord Near Ground) AND (NOT Left Leg reach ground)) OR X Coord Outside Wider Center),-0.23844144,-0.31299475,-0.1666867,-0.14154601
466,0.3525258011950027,5,(((Large Angle OR V_y Upward) AND (NOT Left Leg reach ground)) OR Angular Velocity High),-0.54899645,-0.21836297,-0.19810079,-0.16414292
186,0.3498246261768507,6,((((NOT Left Leg reach ground) AND Y Coord Near Ground) OR Angular Velocity High) AND (NOT Y Coord Far From Ground)),-0.10778785,-0.21213908,-0.19395022,-0.1593693
269,0.3441926345609065,6,((((Angular Velocity High OR Left Leg reach ground) AND V_x Low) AND (NOT Y Coord Far From Ground)) OR V_y Upward),-0.2679718,-0.7485882,-0.22989833,-0.26858243
502,0.3398092546803249,5,((((Large Angle OR V_y High) AND Angular Velocity Low) AND V_x Low) AND V_y Low),-0.35986137,-0.28475443,-0.025685083,0.024836108
239,0.3227083745792912,7,(((((NOT Left Leg reach ground) AND Y Coord Near Ground) AND (NOT Right Leg reach ground)) OR X Coord Outside Wider Center) AND V_y Low),-0.344337,-0.29556558,-0.3577169,-0.11541396
388,0.3172945982750794,5,(((Angle Near 0 AND V_y High) AND (NOT X Coord Outside Wider Center)) AND Angular Velocity Low),-0.17854138,-0.21888196,-0.22965106,-0.18360917
34,0.306184012066365,3,((V_x Low AND V_y High) AND Angle Near 0),-0.19979899,-0.036954187,-0.10486966,-0.4344358
400,0.2657290895632864,6,(((Angular Velocity Low AND Large Angle) AND (NOT Left Leg reach ground)) AND (NOT V_y Upward)),-0.19911315,-0.23108104,-0.38641605,-0.49369848
316,0.2520385470719051,7,(((((NOT X Coord In Center) AND Y Coord Near Ground) AND Angle Near 0) AND (NOT V_y High)) AND V_y Low),-0.24265632,-0.15453126,-0.17480922,-0.28120145
62,0.2272047832585949,8,(((((NOT Right Leg reach ground) AND Angle Near 0) AND V_y Low) AND (NOT Y Coord Far From Ground)) AND (NOT Left Leg reach ground)),-0.33661425,-0.24869835,-0.20411201,-0.35784972
198,0.2154471544715447,4,(((V_x Low AND V_y High) AND Y Coord Far From Ground) AND Angle Near 0),-0.16729107,-0.30815005,-0.18600428,-0.19605616
498,0.1421850496602195,8,((((Angular Velocity High OR X Coord Outside Wider Center) AND (NOT Left Leg reach ground)) AND (NOT V_y High)) AND (NOT Right Leg reach ground)),-0.55629236,-0.6666422,-0.15782855,-0.64789265
