neuron,iou,feature_length,best lab,w_nothing,w_left,w_main,w_right
77,0.47587075115400757,5,((((NOT Left Leg reach ground) AND Y Coord Near Ground) AND Angle Near 0) AND V_x Low),-0.3109325,-0.524995,-0.337058,-0.513656
102,0.0,1,Null,-0.034265,-0.027645193,-0.047430456,-0.13065219
103,0.0,1,Null,-0.22181438,-0.2548383,-0.25012305,-0.2509763
104,0.0,1,Null,-0.020208683,0.0077126008,-0.0021092133,0.0015923162
105,0.0,1,Null,0.01431095,0.012969365,0.0141391745,-0.024708724
106,0.0,1,Null,0.047233082,-0.26052237,-0.43636233,-0.013167122
107,0.0,1,Null,-0.008244111,0.013176774,0.025437167,0.01842713
76,0.52869429241595,7,(((((NOT Left Leg reach ground) AND Y Coord Near Ground) OR Large Angle) AND (NOT Left Leg reach ground)) OR X Coord Outside Wider Center),-0.27222463,-0.15220676,-0.2366409,-0.3926449
109,0.0,1,Null,-0.20565608,0.07237881,0.28319517,0.11085945
110,0.0,1,Null,-0.016113514,-0.03346024,-0.10890935,-0.116098754
111,0.0,1,Null,-0.32572502,-0.3164096,-0.38028955,-0.27031508
82,0.9998,2,(V_x High OR V_x Low),0.44899616,0.44213423,0.5090635,0.4722308
113,0.0,1,Null,0.009517858,-0.020754,-0.0014660223,-0.0057082917
114,0.0,1,Null,0.019851718,-0.20249715,-0.24967633,-0.12705812
115,0.0,1,Null,0.039391525,-0.022470629,-0.021012248,-0.012116486
116,0.0,1,Null,-0.0032759542,0.016123397,-0.0335137,0.041065387
117,0.0,1,Null,-0.053274907,-0.38913453,-0.08700434,-0.11835859
118,0.0,1,Null,-0.019862045,0.0067222957,0.017261768,0.016380908
119,0.0,1,Null,-0.0468803,-0.16911559,-0.109885626,-0.12800407
84,0.9626,2,(V_x High OR V_x Low),0.46037546,0.4968603,0.53592867,0.47454077
121,0.0,1,Null,0.035544697,-0.027057173,0.028096559,-0.036478486
78,0.4666881755121794,6,((((V_y Low AND Y Coord Near Ground) OR Left Leg reach ground) OR X Coord Outside Wider Center) AND (NOT V_y High)),-0.41001022,-0.4419047,-0.36990318,-0.32627636
123,0.0,1,Null,-0.09281931,0.058192227,0.20491672,0.032339618
124,0.0,1,Null,0.023957442,-0.02249325,0.021769058,0.046405263
125,0.0,1,Null,0.033629853,0.008855019,0.04094186,-0.029261239
126,0.0,1,Null,0.12556937,-0.12304914,0.060121354,-0.19929026
97,0.8902869238005644,6,((((Angular Velocity Low OR V_x Low) AND (NOT Left Leg reach ground)) OR Y Coord Far From Ground) OR V_y High),0.65366876,0.7015182,0.55488646,0.6075442
128,0.0,1,Null,-0.023494385,0.02074621,0.02318751,-0.046565317
129,0.0,1,Null,-0.115423754,-0.059969462,-0.024346907,-0.087980665
91,0.7587481843390994,7,((((NOT Left Leg reach ground) AND (V_x High OR V_y Low)) AND (NOT Right Leg reach ground)) OR V_y High),-0.42289588,-0.24658099,-0.36384538,-0.21316463
131,0.0,1,Null,0.029858716,-0.0074070506,-0.012186664,0.018656215
132,0.0,1,Null,0.025173295,0.021411663,-0.0368601,-0.0008999964
133,0.0,1,Null,-0.02322231,-0.040832173,-0.04968949,-0.12904707
101,0.7007565875293503,7,(((((NOT Left Leg reach ground) AND V_y Low) OR V_x High) AND (NOT Right Leg reach ground)) OR V_x High),-0.23450552,-0.16843165,-0.2125525,-0.27154094
135,0.0,1,Null,0.033816,-0.041424073,0.02375668,0.02090156
136,0.0,1,Null,-0.085390516,-0.13509102,-0.053792693,-0.07520625
137,0.0,1,Null,-0.021431332,-0.041859634,-0.0047466154,-0.055137772
138,0.0,1,Null,-0.042527772,0.030984946,0.009321582,-0.032009296
139,0.0,1,Null,-2.6062115e-05,0.01531753,-0.0059732804,-0.011331084
140,0.0,1,Null,0.020161668,0.018112095,0.0051005916,-0.04601011
141,0.0,1,Null,-0.23436244,-0.18434013,-0.3180974,-0.21151407
142,0.0,1,Null,-0.009298198,-0.07265667,-0.10360304,-0.07764492
143,0.0,1,Null,-0.043044504,-0.046288084,-0.034195393,-0.068786785
120,0.8431495667462012,7,(((((NOT Left Leg reach ground) AND Angle Near 0) OR Y Coord Far From Ground) OR V_y High) AND (NOT Left Leg reach ground)),-0.37144336,-0.4138004,-0.73145616,-0.41440508
145,0.0,1,Null,-0.01000816,-0.0064245895,0.005192924,-0.0023837325
146,0.0,1,Null,0.017942447,-0.079352565,-0.10017027,-0.048848253
147,0.0,1,Null,-0.00028058674,-0.0743897,-0.07090205,-0.06663996
148,0.0,1,Null,-0.043441705,-0.020091772,0.02672822,-0.020352436
149,0.0,1,Null,-0.012373413,-0.0047269403,0.023126112,0.0052475706
150,0.0,1,Null,0.020005623,0.0069539086,-0.025303055,-0.014682828
108,0.5964585274930102,6,((((X Coord In Center AND Y Coord Near Ground) OR Left Leg reach ground) AND V_x Low) AND (NOT V_y High)),0.124507464,0.18377927,-0.52890825,0.029175403
122,0.9788,2,(V_x High OR V_x Low),0.14170155,0.11818792,0.17426927,0.088170774
153,0.0,1,Null,0.084621646,0.03746611,0.04882133,-0.03481153
154,0.0,1,Null,-0.0004321608,0.0074954466,-0.044932105,-0.0027147918
112,0.5724179464016862,7,(((((NOT Right Leg reach ground) AND V_y Low) AND Angle Near 0) OR V_y High) AND (NOT Left Leg reach ground)),-0.1877866,-0.19261631,-0.17149788,-0.15531906
156,0.0,1,Null,0.021466674,-0.0010301318,0.028340384,-0.0012962496
157,0.0,1,Null,0.0136985285,-0.04460208,0.018890936,-0.034423906
158,0.0,1,Null,-0.17414798,-0.053657155,-0.059392963,-0.029747564
159,0.0,1,Null,-0.021664994,-0.01359377,0.006910026,-0.042337608
127,0.7755523969505104,4,(((NOT Right Leg reach ground) AND Angle Near 0) OR Y Coord Far From Ground),-0.23704469,-0.27418545,-0.534359,-0.6077644
161,0.0,1,Null,-0.03753672,-0.0059801657,-0.04999909,-0.04079758
162,0.0,1,Null,-0.06853734,0.3676194,-0.14768915,0.1121626
134,0.7992822012495016,8,(((((NOT Right Leg reach ground) AND V_y Low) OR V_x High) AND (NOT V_y Upward)) AND (NOT Left Leg reach ground)),-0.21917856,-0.17010628,-0.3040121,-0.24807988
144,0.8552856204858831,8,(((((NOT Left Leg reach ground) AND V_y Low) OR V_x High) AND (NOT Right Leg reach ground)) AND (NOT V_y Upward)),-0.23771276,-0.23215176,-0.10950246,-0.21601674
165,0.0,1,Null,-0.02451033,-0.041195944,-0.14917555,-0.16585581
166,0.0,1,Null,-0.0065629752,0.03532299,-0.009781151,0.011234746
167,0.0,1,Null,0.02069559,-0.00887471,0.018904837,0.030352565
168,0.0,1,Null,-0.021791896,0.033156577,0.014349316,0.018213432
169,0.0,1,Null,-0.04168293,-0.025136262,-0.013321303,-0.07774067
170,0.0,1,Null,0.028642664,-0.043715917,0.00045650793,-0.017119199
171,0.0,1,Null,-0.08343072,0.00909408,-0.014754966,-0.09312631
172,0.0,1,Null,-0.20862225,-0.19261907,-0.14817159,-0.32108063
173,0.0,1,Null,-0.036819074,-0.008542347,0.036411736,-0.01837168
174,0.0,1,Null,0.012545304,0.025017336,-0.024063429,-0.027391337
130,0.514311676510677,7,(((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND Angle Near 0) AND V_x Low) AND (NOT Left Leg reach ground)),-0.17064512,-0.2585873,-0.080552354,-0.15424567
151,0.43858560794044665,5,(((Angular Velocity Low AND Left Leg reach ground) AND V_x Low) AND (NOT X Coord Outside Wider Center)),-0.51605475,-0.21057466,0.010777898,-0.913064
177,0.0,1,Null,0.02319743,-0.008488049,-0.03715925,-0.012680312
155,0.4686043323279408,2,(Angular Velocity Low AND V_y High),-0.16688429,-0.1605829,-0.28209126,-0.16369264
179,0.0,1,Null,-0.017699318,-0.03478838,-0.18716766,-0.06740284
180,0.0,1,Null,-0.024289532,-0.07561413,-0.0872191,-0.03765019
181,0.0,1,Null,0.03453004,0.016009733,-0.011024518,0.020495914
182,0.0,1,Null,-0.25386432,-0.35189083,-0.21891978,-0.29720223
183,0.0,1,Null,-0.0031284376,-0.018357735,-0.0015196964,-0.0038613165
184,0.0,1,Null,-0.051754024,0.020183345,0.044733167,0.0028594139
185,0.0,1,Null,0.023915768,-0.015771605,-0.020127498,-0.0034078066
152,0.6362516931412387,7,((((Angular Velocity Low OR X Coord In Center) AND (NOT Left Leg reach ground)) AND (NOT Right Leg reach ground)) OR Y Coord Far From Ground),-0.40683845,-0.34518898,-0.24765107,-0.19144188
160,0.4193251936457923,7,((((NOT Left Leg reach ground) AND (V_y High OR Y Coord Near Ground)) OR Large Angle) AND (NOT Left Leg reach ground)),-0.0228194,-0.4039756,-0.38291976,-0.18301775
188,0.0,1,Null,0.027564993,0.035072118,0.030451935,-0.0074980045
189,0.0,1,Null,0.011761177,-0.084126435,-0.004307958,-0.060398154
190,0.0,1,Null,0.03588879,0.026880085,0.020287652,0.00086999225
191,0.0,1,Null,-0.010016373,0.081362315,-0.010847262,0.05745383
192,0.0,1,Null,-0.012184412,0.03394508,0.013522233,0.02619603
193,0.0,1,Null,0.0065861046,-0.048186492,-0.094752505,-0.07587201
194,0.0,1,Null,0.019439526,-0.029602138,-0.008065622,-0.021311872
195,0.0,1,Null,-0.15703754,-0.1219876,-0.19388004,-0.14479008
196,0.0,1,Null,-0.014095151,0.0045594415,-0.00072459405,0.0016805363
197,0.0,1,Null,-0.026897945,0.04754547,-0.0054202923,0.028651178
164,0.279439847231063,6,((((Angular Velocity High AND V_x Low) AND (NOT Left Leg reach ground)) AND X Coord In Center) AND Y Coord Near Ground),0.059545815,-0.01636617,-0.31080493,-0.034212746
175,0.751307596513076,6,((((NOT Left Leg reach ground) AND V_x Low) OR V_y High) AND (NOT Left Leg reach ground)),-0.500694,-0.5270154,-0.5367626,-0.039593343
163,0.6669364629704573,6,((((Right Leg reach ground AND X Coord In Center) OR V_y Upward) AND (NOT Y Coord Far From Ground)) AND Angle Near 0),0.00020958555,-0.2704398,-0.40054742,0.0669923
201,0.0,1,Null,0.05080994,0.039035723,0.04130688,-0.109761484
178,0.40897097625329815,3,((V_x High AND V_y Low) AND Y Coord Far From Ground),-0.33839542,-0.18604442,-0.47122654,-0.52530104
203,0.0,1,Null,0.008941159,0.0044426103,-0.0077949604,-0.014865699
186,0.4314290863218598,4,((Large Angle OR Y Coord Near Ground) AND (NOT Left Leg reach ground)),-0.077185355,-0.23949987,-0.17594673,-0.1672978
205,0.0,1,Null,-0.117296055,0.09725794,0.1884309,-0.06822495
206,0.0,1,Null,-0.08256654,-0.07840915,-0.0158233,-0.1300057
207,0.0,1,Null,-0.034841612,-0.004977372,0.006522911,0.019526964
208,0.0,1,Null,0.038099404,0.008213744,-0.09656215,-0.05699577
209,0.0,1,Null,0.03616052,0.015001728,0.012859382,0.028512532
176,0.9244,2,(V_x High OR V_x Low),0.52244157,0.48021212,0.61657786,0.5183689
211,0.0,1,Null,-0.09143487,-0.052044943,-0.039480027,-0.07931248
187,0.6772026866851047,4,(((X Coord In Center AND Y Coord Near Ground) AND Angle Near 0) AND V_x Low),0.0049504847,-0.11589092,-1.078533,0.016850451
213,0.0,1,Null,-0.108494945,-0.0940572,0.15580925,0.026646458
198,0.29207436399217224,4,(((V_y High AND V_y Low) AND Angle Near 0) AND Y Coord Far From Ground),-0.13000652,-0.24632715,-0.13658491,-0.1756078
200,0.8657534246575342,7,((((Angle Near 0 OR Angular Velocity Low) AND (NOT Left Leg reach ground)) AND (NOT Right Leg reach ground)) OR V_x High),-0.17466019,-0.20330982,-0.15305796,-0.20358932
199,0.9684,2,(V_x High OR V_x Low),0.548594,0.5775564,0.60011655,0.5538647
204,0.873901491927243,3,((V_x Low OR Y Coord Far From Ground) OR Large Angle),0.53976256,0.5606068,0.5914414,0.658434
202,0.48999701403404,7,(((((NOT Right Leg reach ground) AND V_y Low) AND Angle Near 0) AND (NOT Left Leg reach ground)) OR X Coord Outside Wider Center),-0.19978184,-0.24752982,-0.16671659,-0.21317615
210,1.0,2,(V_x High OR V_x Low),0.28471848,0.28190863,0.34473717,0.22176763
220,0.0,1,Null,0.002059358,-0.06551757,-0.0047716135,0.06493982
221,0.0,1,Null,-0.015540017,-0.3491956,-0.06456958,-0.17471619
222,0.0,1,Null,0.0018810396,0.020740325,0.0064842664,0.018990112
223,0.0,1,Null,-0.025953671,-0.040902283,-0.015772851,0.010220827
224,0.0,1,Null,0.0374705,-0.025913192,0.0108156055,-0.035891093
212,0.6711740995969315,6,(((((NOT Left Leg reach ground) AND Angle Near 0) OR Y Coord Far From Ground) AND V_x Low) OR V_y High),-0.4262208,-0.46056023,-0.4724323,-0.41147396
226,0.0,1,Null,-0.026028663,-0.08007942,-0.056029018,-0.07118081
227,0.0,1,Null,0.004233953,-0.06719144,-0.13653636,-0.066922955
228,0.0,1,Null,-0.018685924,0.0050974065,0.019678637,0.031647
229,0.0,1,Null,-0.20365539,-0.25273803,-0.31581786,-0.31545708
230,0.0,1,Null,-0.0007757776,0.009695624,-0.013122877,0.044044383
231,0.0,1,Null,-0.017689006,-0.06940216,-0.05543658,-0.08107362
232,0.0,1,Null,0.029386338,-0.011126372,-0.007821656,0.032877825
233,0.0,1,Null,-0.016338222,-0.08488636,0.015096154,-0.015389088
234,0.0,1,Null,0.03010821,0.0004596733,0.03425326,0.0023967165
235,0.0,1,Null,0.017405283,-0.0068020243,0.02439,0.010913592
216,0.7153712007972097,7,((((Angle Near 0 OR Angular Velocity Low) AND (NOT Right Leg reach ground)) AND (NOT Left Leg reach ground)) OR Y Coord Far From Ground),-0.19055814,-0.17822479,-0.32817537,-0.13337782
237,0.0,1,Null,0.029151995,0.00216079,0.018975485,0.023347123
215,0.7997904936493387,8,(((((NOT Left Leg reach ground) AND V_y Low) OR V_x High) AND (NOT V_y Upward)) AND (NOT Right Leg reach ground)),-0.17815918,-0.21686356,-0.22292855,-0.29997718
214,0.848373941231831,3,((V_x Low OR Y Coord Near Ground) OR Large Angle),0.57025146,0.56760925,0.72631764,0.6375718
240,0.0,1,Null,0.010796664,5.9485e-05,-0.026308656,0.010690453
241,0.0,1,Null,-0.14435782,-0.14794926,-0.19129942,-0.19330989
242,0.0,1,Null,0.011142794,0.002157697,0.013688764,0.004180332
243,0.0,1,Null,-0.026202388,0.012670391,0.04184141,-0.0928891
244,0.0,1,Null,-0.29210457,-0.18657163,-0.22766386,-0.2825178
218,0.6396043299738708,7,(((((NOT Right Leg reach ground) AND Angle Near 0) AND (NOT V_y High)) OR V_x High) AND V_y Low),-0.23969753,-0.25593585,-0.5701675,-0.11516149
217,1.0,2,(V_x High OR V_x Low),0.5538601,0.47985855,0.5931795,0.4966988
225,0.6231634885901844,7,(((((NOT V_y High) AND Y Coord Near Ground) OR Angular Velocity High) AND V_x Low) AND (NOT Y Coord Far From Ground)),0.013721657,0.027877657,-0.4314933,-0.3478167
248,0.0,1,Null,-0.003101821,0.034549806,-0.019226713,0.023170816
249,0.0,1,Null,0.14685488,0.3727144,-0.36652094,0.22750692
250,0.0,1,Null,0.036153186,-0.010587812,-0.028131314,0.031653266
219,0.4429488182814212,4,(((NOT Left Leg reach ground) AND V_y Low) AND Angle Near 0),-0.28775674,-0.48136544,-0.55757713,-0.3614329
252,0.0,1,Null,0.03660198,-0.2148112,-0.17793377,-0.16796826
253,0.0,1,Null,0.016942944,0.014724592,-0.038593363,-0.0023189262
254,0.0,1,Null,-0.10072166,-0.123755045,0.025258403,-0.1852456
255,0.0,1,Null,0.019143285,0.03289356,0.004317675,0.032813266
236,0.9836,2,(V_x High OR V_x Low),0.5530776,0.56812465,0.43529165,0.53876877
257,0.0,1,Null,0.014082462,-0.016707601,0.025468867,0.031736825
258,0.0,1,Null,-0.0043162466,-0.031626124,0.11404327,0.009871165
259,0.0,1,Null,-0.00028115118,0.080305725,0.0639531,-0.018245835
238,0.786661309762957,8,(((((NOT Right Leg reach ground) AND V_y Low) OR V_x High) AND (NOT Left Leg reach ground)) AND (NOT V_y Upward)),-0.35605386,-0.14317279,-0.43068612,-0.21200335
239,0.5373839662447257,7,((((Large Angle OR Y Coord Near Ground) AND (NOT Left Leg reach ground)) AND (NOT Right Leg reach ground)) OR X Coord Outside Wider Center),-0.33243352,-0.2958908,-0.35302132,-0.12781097
262,0.0,1,Null,-0.0061163674,0.011233761,-0.023651533,0.006149119
263,0.0,1,Null,0.005145482,-0.009835628,-0.027252916,-0.07487965
264,0.0,1,Null,-0.018540576,-0.007488305,-0.022880778,0.005065273
245,0.46075433231396534,5,(((Left Leg reach ground OR V_y Upward) AND (NOT Y Coord Far From Ground)) AND V_x Low),-0.7850845,0.02217629,-0.87255037,-0.16182078
266,0.0,1,Null,0.044166833,-0.033711117,-0.018501285,-0.01914424
267,0.0,1,Null,0.033631556,0.031229822,-0.031362586,-0.011351718
246,0.5919042769857433,7,(((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND V_y Low) AND (NOT V_y High)) AND Angle Near 0),-0.068397686,-0.1005271,-0.47105053,-0.28435355
251,0.48628048780487804,5,(((V_y High OR Y Coord Far From Ground) AND V_y Low) AND (NOT Left Leg reach ground)),-0.17746572,-0.22370371,-0.19782974,-0.21641222
270,0.0,1,Null,0.019233705,-0.01140091,-0.030181833,-0.047442544
271,0.0,1,Null,-0.15404494,-0.18546912,-0.2427505,-0.19125374
272,0.0,1,Null,-0.038222585,0.008373048,-0.066142455,-0.062776156
273,0.0,1,Null,-0.023326166,2.4445171e-06,-0.007664673,-0.0007351991
274,0.0,1,Null,0.029683178,-0.026528873,0.022250574,-0.043809954
275,0.0,1,Null,0.013203397,-0.027588326,0.0077958447,-0.03736123
276,0.0,1,Null,-0.07566069,0.16658916,0.0025390242,0.096176475
277,0.0,1,Null,-0.033379667,-0.019030534,-0.06927191,0.005022969
247,0.4834123222748815,5,(((V_x High AND Y Coord Near Ground) OR Left Leg reach ground) AND (NOT Right Leg reach ground)),0.043629333,0.17178704,0.073708415,-0.10268279
279,0.0,1,Null,-0.2236273,-0.20179498,-0.26311257,-0.41354495
280,0.0,1,Null,-0.038867243,-0.0047815805,-0.0494559,-0.11330912
281,0.0,1,Null,-0.03742772,-0.12839292,-0.27476376,-0.028667495
282,0.0,1,Null,-0.047666725,-0.06279665,-0.076219015,-0.07246969
283,0.0,1,Null,-0.0448086,-0.007690695,-0.031669572,-0.07574193
284,0.0,1,Null,0.0021402098,0.009766853,-0.017907333,-0.044064995
260,0.2479071023494464,5,((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND X Coord In Center) AND V_x Low),-0.15829764,-0.3108865,0.036653195,-0.20352285
286,0.0,1,Null,-0.00070237677,-0.079190835,-0.035998613,-0.03595239
287,0.0,1,Null,-0.0150507875,0.01961395,-0.04744275,-0.059873916
